ProteinGroup,S03,S05,S07,S11,S08,S14
c465_a6,2,4,0,2,6,0
d3587_a1,3,3,2,5,0,1
d3269_a1,2,3,2,4,1,2
d2934_a1,3,2,0,1,0,8
d1645_a1,2,2,1,3,4,2
d3231_a1,4,2,0,3,2,3
d2278_a1,3,7,0,1,3,0
d2953_a1,3,5,0,2,4,0
d2505_a1,3,6,0,3,2,0
d1962_a1,3,4,0,3,3,1
d2454_a1,0,0,1,9,2,2
d2233_a1,0,3,0,9,0,2
d2089_a1,1,2,2,0,4,5
d2497_a1,0,2,1,6,2,3
d2725_a1,4,5,0,4,1,0
d1794_a1,3,6,0,1,4,0
d2120_a1,2,2,1,3,0,6
c317_a3,4,4,0,3,3,0
c795_a4,2,4,1,1,3,3
c720_a2,4,5,1,2,2,0
d3227_a1,2,4,2,1,5,0
d2714_a1,3,3,0,6,2,0
d2296_a1,2,7,1,3,1,0
d2756_a1,0,3,1,7,1,2
d2481_a1,2,2,1,1,3,5
d3234_a1,2,4,0,0,2,6
d5131_a1,10,3,0,0,1,0
d2726_a1,1,2,1,5,2,3
d2952_a1,1,4,2,3,4,0
d1791_a1,2,3,0,3,4,2
d2131_a1,3,6,2,1,2,0
d3603_a1,1,3,2,3,1,4
d2090_a1,2,4,0,5,0,3
d4105_a1,1,2,0,4,7,0
d2526_a1,2,4,0,2,6,0
d2121_a1,2,1,0,1,2,8
d1919_a1,0,1,1,2,1,9
d2937_a1,2,3,0,2,5,2
d1936_a1,3,3,1,3,4,0
d2486_a1,4,4,0,1,5,0
d3239_a1,2,3,0,9,0,0
d5150_a1,1,0,0,1,7,5
d2753_a1,2,4,1,1,3,3
d2493_a1,6,6,0,1,1,0
d2957_a1,3,4,0,4,3,0
d2921_a1,2,1,2,5,4,0
d1344_a1,2,5,1,6,0,0
d3120_a1,1,5,1,5,2,0
d2469_a1,1,3,3,2,5,0
d2253_a1,3,0,1,5,1,4
d5149_a1,12,2,0,0,0,0
d2115_a1,0,3,2,0,5,4
d2472_a1,3,6,0,3,2,0
d3589_a1,1,2,0,3,4,4
d2097_a1,2,4,1,6,1,0
d1785_a1,1,4,0,2,7,0
d5167_a1,3,1,1,6,3,0
d4142_a1,2,9,0,1,0,2
d5137_a1,2,3,1,5,3,0
d2138_a1,4,5,0,4,1,0
d2928_a1,5,6,0,0,3,0
d2086_a1,6,6,0,1,1,0
d3259_a1,1,1,2,2,4,4
d1923_a1,6,3,0,4,2,0
d1191_a2,4,4,0,3,4,0
a1_b97,3,4,1,0,1,6
a9_b15,3,6,0,5,1,0
b26_a3,2,2,1,8,2,0
d1442_a1,1,2,0,5,0,7
d2100_a1,2,6,0,2,5,0
c434_a5,1,1,1,5,3,4
d2722_a1,7,6,0,1,1,0
d2279_a1,2,4,0,1,8,0
d2118_a1,2,3,0,4,3,3
d2932_a1,3,3,0,6,3,0
d1942_a1,0,3,2,4,2,4
d3241_a1,2,2,0,6,5,0
d2462_a1,2,8,0,3,2,0
c433_a6,7,4,0,2,0,2
d2288_a1,1,2,0,5,3,4
d3222_a1,3,5,0,4,3,0
d2076_a1,5,6,0,0,4,0
d2692_a1,3,3,1,3,2,3
d2925_a1,5,4,0,1,1,4
d3213_a1,1,3,0,7,1,3
b91_a2,0,0,1,6,7,1
d2299_a1,2,4,1,2,0,6
d2087_a1,4,6,0,0,5,0
d2262_a1,4,6,0,1,4,0
d1932_a1,4,3,2,5,1,0
d2107_a1,3,6,1,2,3,0
d1072_a2,3,4,1,3,3,1
d2730_a1,4,6,0,3,0,2
d4107_a1,2,2,0,0,4,7
d2478_a1,2,2,3,4,4,0
d2748_a1,4,2,1,2,2,4
d2258_a1,5,4,0,0,6,0
d1935_a1,3,4,1,4,3,0
d2101_a1,4,6,0,0,4,1
d2295_a1,4,3,2,3,0,3
d2496_a1,2,2,1,1,5,4
d3216_a1,1,2,1,5,2,4
d2945_a1,2,5,1,4,1,2
d1931_a2,2,4,1,2,6,0
d2099_a1,3,3,2,5,0,2
d2129_a1,2,5,0,1,7,0
d2050_a1,0,2,1,2,0,10
d2474_a1,6,7,0,2,0,0
d2941_a1,1,6,3,3,1,1
d1249_a1,1,2,1,8,0,3
d1774_a1,3,8,0,2,2,0
d2274_a1,0,0,2,9,2,2
c718_a2,2,3,5,4,1,0
d2687_a1,4,7,0,4,0,0
d1350_a1,6,5,0,2,2,0
d1947_a1,4,8,0,0,3,0
d1946_a1,4,5,1,5,0,0
d3582_a1,1,1,0,0,3,10
d1792_a1,1,4,0,3,2,5
d2122_a1,3,1,1,1,3,6
d2524_a1,5,3,0,4,1,2
c518_a2,3,5,0,2,5,0
d3580_a1,3,3,0,4,2,3
d2293_a1,1,3,0,8,3,0
d4785_a1,1,2,0,9,3,0
d2103_a1,2,6,0,5,2,0
d3228_a1,2,1,1,4,6,1
d3220_a1,2,3,1,4,3,2
d3574_a1,3,4,0,6,2,0
d2276_a1,1,6,0,3,4,1
d1536_a1,1,5,1,2,1,5
d2694_a1,6,6,0,0,3,0
d2935_a1,2,2,1,3,3,4
d4130_a1,0,0,0,0,15,0
d2345_a1,1,5,0,3,2,4
d2936_a1,3,2,0,2,6,2
d2119_a1,0,3,3,8,1,0
d2430_a1,1,0,0,5,6,3
d2442_a1,6,8,0,0,1,0
d2111_a1,4,3,0,4,2,2
d3567_a1,4,6,0,3,2,0
d2108_a1,1,2,1,5,0,6
d2709_a1,0,4,1,7,1,2
d1778_a1,0,1,3,3,4,4
d3570_a1,5,4,0,3,3,0
d2512_a1,1,3,1,6,2,2
d2428_a1,3,12,0,1,0,0
c577_a2,0,3,0,8,2,3
d1787_a1,2,3,0,1,1,9
d2914_a1,3,3,0,4,6,0
d2319_a1,3,3,2,2,1,5
d1068_a3,5,4,1,2,3,1
c131_a8,3,5,0,4,2,2
c934_a2,1,5,2,2,6,0
c445_a5,3,2,1,5,3,2
d1690_a2,2,6,1,2,3,2
c223_a3,2,2,0,5,4,3
d2471_a1,1,3,1,3,4,4
d2098_a1,3,4,0,6,3,0
b43_a4,4,3,1,6,2,0
d4109_a1,3,1,0,9,2,1
d1756_a3,4,4,0,4,2,2
d1032_a2,3,3,0,7,3,0
b41_a3,2,2,1,6,4,1
c291_a2,3,5,0,4,2,2
d2987_a1,4,2,1,4,5,0
d1934_a1,2,3,0,5,6,0
c705_a2,4,4,1,3,0,4
d1779_a1,4,6,0,3,0,3
d1930_a1,8,7,0,1,0,0
d2513_a1,5,3,0,7,1,0
d2280_a1,3,4,1,7,0,1
d1931_a1,6,6,0,0,4,0
d1798_a1,0,3,0,10,3,0
d1783_a1,3,3,1,4,0,5
d1542_a1,2,5,0,8,1,0
d2102_a1,1,5,0,4,4,2
d2088_a1,6,5,0,3,2,0
d1538_a1,4,5,0,4,3,0
d1939_a1,4,0,0,8,1,3
d1772_a1,2,7,0,3,0,4
d1653_a1,4,4,1,5,1,1
d2489_a1,1,2,1,3,5,4
d2455_a1,3,6,2,0,3,2
c957_a2,2,1,1,8,2,2
d1649_a1,4,5,1,4,2,0
d5142_a1,1,15,0,0,0,0
d5861_a1,0,0,1,13,2,0
c486_a2,5,7,0,0,4,0
d2929_a1,3,6,0,3,4,0
c402_a2,4,5,1,2,4,0
d2123_a1,5,3,0,1,1,6
d3573_a1,3,0,2,3,6,2
d2449_a1,3,4,0,6,1,2
d2495_a1,1,3,0,5,2,5
d2272_a1,3,3,2,3,1,4
d1938_a1,3,3,0,1,6,3
d2456_a1,2,2,2,6,4,0
d2701_a1,3,4,0,1,8,0
d2249_a1,1,5,0,7,3,0
d2731_a2,3,7,1,2,1,2
d2316_a1,2,2,2,9,1,0
d2094_a1,3,7,2,1,3,0
d2716_a1,3,4,1,3,5,0
d2286_a1,1,5,0,5,5,0
d2460_a1,3,4,2,4,3,0
d2969_a1,3,4,1,4,3,1
d2924_a1,2,1,0,6,7,0
d3229_a1,1,3,2,2,6,2
d2739_a1,1,4,0,0,0,11
b25_a8,2,1,2,4,2,6
d1609_a3,3,5,2,3,3,1
c906_a3,2,3,0,4,6,2
b81_a6,0,2,0,4,0,11
b45_a7,2,3,1,5,2,4
c547_a7,4,3,0,3,3,4
c724_a3,4,2,0,5,6,0
c225_a8,3,4,0,3,4,3
d2433_a1,1,3,2,9,2,0
b11_b11,0,1,0,10,5,1
d1443_a1,3,4,0,10,0,0
d2096_a1,2,3,0,3,0,9
d1360_a6,3,4,1,4,3,2
d3204_a1,0,0,0,16,1,0
c433_a4,4,5,0,3,3,2
d1636_a3,3,6,0,4,2,2
d1914_a1,2,1,1,8,5,0
d1556_a2,3,4,0,8,0,2
d2270_a1,5,8,1,1,0,2
d2116_a1,4,4,1,8,0,0
d1348_a1,5,3,1,3,1,4
d2680_a1,4,2,0,4,4,3
d1234_a2,3,2,2,9,1,0
d3224_a1,3,3,0,4,7,0
d2269_a1,2,4,1,7,1,2
d1654_a1,2,2,1,1,3,8
d2923_a1,3,5,0,7,0,2
d5145_a1,0,1,0,4,10,2
d2951_a1,1,3,0,10,3,0
d2106_a1,2,10,0,2,3,0
c617_a3,2,3,1,4,1,6
d1775_a1,2,3,2,1,0,9
d2926_a1,6,5,0,3,1,2
d3230_a1,3,4,1,7,0,2
d2110_a1,2,5,2,1,6,1
d2930_a1,3,3,0,1,8,2
d2710_a1,3,7,0,2,1,4
d1660_a1,1,5,1,2,4,4
d2244_a1,3,6,2,3,1,2
d1531_a1,3,5,0,4,1,4
c341_a2,2,3,0,2,2,8
c227_a2,3,5,0,6,3,0
d2065_a1,1,0,1,5,6,4
d2266_a1,1,3,1,1,2,9
d1727_a2,4,4,0,4,3,2
d1924_a1,7,7,0,2,0,1
d1345_a1,1,1,1,8,1,5
d1701_a2,3,5,0,0,3,6
d2492_a1,1,2,3,4,3,4
d2459_a1,5,5,1,2,1,3
d2919_a1,3,5,0,5,4,0
d3223_a1,2,2,3,1,7,2
d2737_a1,3,6,2,0,4,2
c660_a2,7,8,1,1,0,0
d1928_a1,4,7,0,6,0,0
d2113_a1,1,4,0,11,1,0
d2582_a2,5,3,1,5,2,1
d2091_a1,3,4,1,3,0,6
d2246_a1,4,3,1,4,5,0
d2055_a1,2,3,1,1,1,9
d1169_a1,3,3,0,6,1,4
d2467_a1,2,0,1,6,5,3
d2093_a1,5,3,2,3,4,0
d2256_a1,2,7,0,3,3,2
d2062_a1,2,3,1,2,0,9
d2938_a1,3,1,3,1,5,4
d2114_a1,3,3,1,1,4,5
d1437_a1,3,3,0,10,1,0
d4106_a1,1,13,0,2,1,0
d1929_a1,6,6,0,5,0,0
d4122_a1,3,4,1,3,4,2
d2708_a1,1,3,1,5,6,1
d1780_a1,3,6,1,3,4,0
d1773_a1,0,2,6,4,5,0
d1439_a1,1,4,1,6,1,4
d2083_a1,6,4,0,2,5,0
d1944_a1,2,3,1,1,0,10
d2698_a1,4,4,0,3,6,0
d1440_a1,0,1,0,16,0,0
d2427_a1,4,5,0,3,3,2
d2075_a1,2,4,1,2,8,0
d2134_a1,1,4,4,2,0,6
d3579_a1,2,4,0,3,4,4
d3203_a1,6,4,1,1,3,2
d3202_a1,3,2,1,1,6,4
d1948_a1,3,1,0,1,4,8
d1767_a1,1,3,0,9,1,3
d1910_a1,5,6,0,2,3,1
d2423_a1,1,1,1,7,6,1
d2257_a1,3,13,0,0,1,0
d2699_a1,5,6,0,1,4,1
d2728_a1,5,5,1,2,2,2
d2230_a1,1,6,1,4,3,2
d2052_a1,6,2,5,1,1,2
d1644_a1,3,3,0,6,2,4
c858_a2,2,5,0,6,5,0
c475_a3,1,2,0,6,3,6
a1_b80,5,7,0,4,2,0
a1_b87,1,5,1,6,1,4
c255_a4,3,4,2,3,4,2
c280_a7,4,4,0,7,3,0
c280_a8,4,4,0,7,3,0
d2461_a1,1,9,0,5,3,0
b31_a4,4,6,0,7,0,1
d2443_a1,5,1,4,4,3,1
d1905_a1,2,3,0,5,6,2
c225_a6,3,4,0,6,4,1
d3595_a1,4,3,1,3,5,2
c223_a4,3,1,2,7,2,3
d2470_a1,4,6,3,1,0,4
d2434_a1,6,9,0,3,0,0
d2705_a1,5,8,1,2,0,2
d3206_a1,4,5,0,2,7,0
d2067_a1,0,3,0,5,7,3
d2224_a1,5,8,0,0,5,0
d1652_a1,0,1,2,5,0,10
d2261_a1,1,6,1,7,3,0
d2479_a1,2,4,1,7,2,2
d2488_a1,3,4,1,6,2,2
d2078_a1,1,3,1,1,9,3
d2704_a1,2,7,1,3,5,0
d1520_a1,3,6,0,1,4,4
d1374_a2,3,3,0,3,7,2
d1349_a1,5,12,0,0,1,0
d2436_a1,3,1,0,4,1,9
c197_a2,1,5,0,8,1,3
d2225_a1,2,4,3,2,0,7
d3208_a1,6,8,0,0,4,0
d2685_a1,4,1,2,6,2,3
d1441_a1,3,9,0,3,3,0
d2420_a1,4,3,0,7,3,1
d2922_a1,5,3,5,0,4,1
d2444_a1,1,6,1,2,4,4
d2915_a1,3,3,0,4,8,0
d2485_a1,4,8,0,5,1,0
d2236_a1,8,8,0,0,2,0
d2451_a1,5,3,1,1,0,8
d2237_a1,3,5,4,4,0,2
d2294_a1,1,2,2,5,3,5
d1937_a1,3,4,4,2,5,0
d2920_a1,4,4,1,3,4,2
d1447_a2,2,3,2,7,4,0
d1918_a1,1,2,2,5,4,4
d3209_a1,4,5,1,5,3,0
d2254_a1,2,4,0,4,5,3
d2918_a1,2,2,0,9,5,0
d3602_a1,0,5,3,9,0,1
d2447_a1,8,8,0,1,1,0
d1647_a1,2,7,1,3,5,0
d3571_a1,5,3,1,1,6,2
d3226_a1,2,1,1,5,3,6
d2216_a1,4,3,3,5,3,0
d2267_a1,3,2,2,6,0,5
d1921_a1,2,4,2,3,1,6
d1084_a1,2,3,0,13,0,0
d1532_a1,5,7,0,2,4,0
d1907_a1,2,3,0,13,0,0
d2731_a1,1,4,1,5,3,4
d2446_a1,6,6,0,0,6,0
d2441_a1,5,2,0,3,8,0
d3207_a1,4,1,2,8,1,2
d1637_a1,1,2,2,10,3,0
d2252_a1,1,4,1,5,7,0
d1893_a1,1,4,2,4,7,0
d1521_a1,4,5,1,4,2,2
d3210_a1,3,4,0,6,5,0
d2275_a1,3,4,4,4,2,1
d2071_a1,3,2,2,2,3,6
d2264_a1,1,4,6,2,4,1
d2049_a1,6,9,0,0,3,0
d1926_a1,2,4,0,2,7,3
d2268_a1,3,2,1,2,2,8
d1529_a1,1,3,3,2,1,8
c649_a3,3,3,0,5,5,3
d1609_a2,2,5,3,3,4,2
b20_b14,0,0,2,13,4,0
a1_b75,1,3,2,10,3,0
b74_a5,2,7,0,5,5,0
c123_a7,2,7,2,4,2,2
c280_a6,2,3,2,6,6,0
c745_a3,3,8,1,6,1,0
c849_a2,5,7,0,2,5,0
d2223_a1,3,5,1,3,3,4
b31_a3,5,4,0,4,0,6
b70_a2,3,3,0,5,4,4
d1041_a2,4,7,0,1,5,2
c815_a4,4,5,2,7,1,0
c657_a2,4,4,0,1,5,5
d2222_a1,1,5,0,3,6,4
d1149_a2,3,4,2,2,2,6
d1913_a1,4,1,0,6,6,2
d2435_a1,0,1,4,10,4,0
d2085_a1,2,2,1,6,2,6
c762_a4,2,1,0,10,4,2
d1925_a1,6,3,1,5,2,2
d4119_a1,8,10,0,0,1,0
d2473_a1,5,2,2,4,3,3
d2693_a1,6,4,0,3,2,4
d2689_a1,3,4,3,5,1,3
d3565_a1,4,3,2,5,1,4
d2440_a1,5,4,0,5,5,0
d1738_a1,4,1,1,4,3,6
c566_a2,2,4,1,7,1,4
d1916_a1,7,7,0,1,4,0
d2711_a1,1,7,1,2,0,8
d2437_a1,6,6,0,3,4,0
d1922_a1,6,7,1,3,2,0
d1171_a1,0,1,0,16,0,2
d2132_a1,5,3,0,5,3,3
d1954_a1,2,4,0,5,1,7
d2277_a1,3,6,0,6,4,0
d2678_a1,1,5,1,8,4,0
c381_a2,2,3,1,5,1,7
d2072_a1,3,3,4,6,3,0
d3199_a2,3,2,1,6,3,4
d1764_a1,4,6,0,2,0,7
d2695_a1,4,4,2,3,6,0
d2439_a1,3,3,0,8,4,1
d2219_a1,2,7,0,4,5,1
d1771_a1,3,3,1,6,6,0
d2910_a1,4,3,2,7,3,0
d1900_a1,4,7,0,5,3,0
d2044_a1,2,5,1,5,6,0
d1949_a1,3,4,0,4,2,6
d2056_a1,6,5,0,3,5,0
d2464_a1,3,7,0,3,0,6
d2724_a1,3,3,3,4,4,2
d1540_a1,2,5,1,7,0,4
d2468_a1,1,3,4,5,4,2
d1911_a1,4,4,0,5,6,0
d2913_a1,6,6,1,5,1,0
d2079_a1,6,4,1,3,2,3
d1436_a1,3,4,4,2,1,5
d2672_a1,8,7,0,3,1,0
d2406_a2,5,7,1,3,4,0
d2068_a1,3,4,1,9,3,0
b24_a8,3,2,0,5,8,2
b74_a4,7,7,0,3,3,0
d1655_a1,4,4,1,7,2,2
d1768_a1,1,5,2,6,4,2
d2297_a1,4,5,2,3,4,2
c131_a6,4,4,0,7,3,2
c131_a7,4,7,0,3,4,2
d2251_a1,4,2,2,9,1,2
d2690_a1,3,6,2,3,4,2
d2691_a1,4,4,1,2,2,7
b43_a3,4,5,1,7,3,0
d1172_a1,2,6,0,10,2,0
c239_a5,4,6,1,2,5,2
d2250_a1,5,7,0,2,6,0
c433_a3,7,8,0,4,1,0
d1915_a1,7,9,0,2,2,0
c489_a2,4,3,2,5,4,2
d2426_a1,5,5,1,4,5,0
d2240_a1,5,4,2,2,2,5
c451_a2,2,6,0,6,2,4
d1346_a1,3,4,0,9,3,1
c410_a2,2,3,0,6,3,6
c417_a2,3,5,0,9,0,3
d2916_a1,2,10,0,4,4,0
d2231_a1,2,6,1,6,3,2
d1337_a1,9,10,0,1,0,0
c557_a5,3,2,1,6,4,4
d2063_a1,2,5,4,3,1,5
d1528_a1,2,8,0,3,1,6
d1170_a1,0,3,0,16,1,0
c373_a2,2,1,0,6,7,4
d2422_a1,2,3,0,11,0,4
d2027_a1,2,6,0,7,5,0
d1784_a1,5,8,0,7,0,0
d3212_a1,3,4,3,7,1,2
d1920_a1,3,6,0,3,3,5
d3211_a1,2,3,0,6,7,2
c950_a5,2,0,1,9,8,0
d1642_a1,2,6,2,7,3,0
d1945_a1,2,5,3,5,3,2
d1508_a2,2,7,0,3,4,4
c768_a2,4,7,1,0,3,5
d1638_a1,5,4,0,1,2,8
d2124_a1,4,5,3,2,2,4
d1657_a1,4,4,0,9,2,1
d1668_a2,0,5,6,7,2,0
d2697_a1,3,4,0,7,4,2
d2674_a1,2,6,0,5,5,2
d2425_a1,0,3,0,13,4,0
d2670_a1,4,4,1,5,6,0
d3197_a1,7,10,0,2,0,1
d2686_a1,5,5,0,3,5,2
d2438_a1,4,5,1,2,2,6
d2687_a2,1,4,1,6,8,0
d2255_a1,2,2,0,4,4,8
d2036_a1,2,8,0,0,4,6
d2282_a1,5,3,2,6,4,0
d2401_a1,3,2,1,5,9,0
d2046_a1,4,5,1,5,5,0
d1927_a1,1,3,1,3,7,5
d1908_a1,2,4,2,2,4,6
d1650_a1,1,3,0,5,3,8
d3195_a1,4,11,0,2,3,0
d2081_a1,2,2,0,5,1,10
d1513_a1,3,2,2,4,4,5
d1885_a1,4,2,0,5,4,5
d1770_a1,5,9,0,2,4,0
d2038_a1,9,7,0,3,1,0
d1766_a1,4,5,0,1,10,0
d2917_a1,4,6,0,4,1,5
d1166_a1,5,5,2,5,2,1
d2445_a1,3,5,1,4,3,4
d2271_a1,6,4,1,4,5,0
d2660_a1,3,6,0,10,1,0
d2212_a1,2,1,1,13,3,0
d1432_a1,5,4,1,1,5,4
d2245_a1,4,4,1,4,1,6
d1903_a1,6,3,0,8,2,1
d2683_a1,4,5,0,3,8,0
d1648_a1,2,5,0,2,1,10
d1640_a1,3,1,1,4,2,9
d1781_a1,4,6,1,2,3,4
d2082_a1,3,4,3,9,1,0
d1525_a1,3,8,2,4,1,2
c242_a3,7,6,0,3,5,0
c301_a5,2,2,1,7,6,3
b71_a4,3,5,1,4,6,2
d2428_a2,4,3,1,6,7,0
b24_a7,5,8,0,7,0,1
a1_b90,3,2,0,9,6,1
a1_b70,2,4,1,11,1,2
c449_b10,2,6,0,8,1,4
d5138_a1,4,2,0,7,6,2
c732_a3,2,5,1,6,3,4
d2154_a2,2,3,1,8,5,2
d1524_a1,5,5,1,4,1,5
d1769_a1,3,4,1,2,4,7
a8_b19,4,3,0,5,6,3
d2051_a1,7,10,0,0,4,0
d2906_a1,2,3,2,7,4,3
c120_a4,0,3,1,11,2,4
d1194_a2,7,8,0,3,3,0
d1636_a1,6,10,0,4,1,0
b90_a6,5,1,1,6,3,5
d2702_a1,2,2,1,5,9,2
d1758_a1,2,4,0,3,6,6
d1085_a1,3,7,0,11,0,0
d3215_a1,4,2,1,7,1,6
d1906_a1,6,6,0,2,3,4
d2242_a1,1,1,0,3,3,13
d2057_a1,1,2,2,7,3,6
b99_a2,1,3,2,8,1,6
d1234_a3,3,1,3,8,2,4
d3566_a1,3,6,0,6,1,5
c176_a3,4,5,1,4,6,1
d2450_a1,3,3,1,8,2,4
d2042_a1,2,3,1,13,0,2
d1899_a1,6,7,0,5,3,0
d2220_a1,2,4,0,10,0,5
d1917_a1,0,4,1,7,5,4
d2677_a1,4,7,1,1,6,2
d1895_a1,2,4,1,5,3,6
d2248_a1,5,6,2,2,2,4
c746_a3,3,3,2,5,2,6
d2432_a1,3,3,0,5,3,7
b87_a2,3,4,0,9,5,0
d2066_a1,3,4,1,5,2,6
d1804_a2,4,7,0,2,3,5
d2058_a1,2,3,1,3,5,7
d2429_a1,5,1,2,5,7,1
d2206_a1,0,5,2,9,0,5
d3198_a1,6,1,3,8,3,0
d2232_a1,2,2,0,11,3,3
d1754_a1,2,4,1,3,4,7
d1534_a1,5,5,2,3,4,2
d1658_a1,2,3,0,8,0,8
d2209_a1,4,2,1,9,5,0
d1782_a1,5,5,0,4,4,3
d1896_a1,2,5,0,5,2,7
d1351_a1,1,2,1,13,0,4
d2064_a1,1,5,1,3,8,3
d1526_a1,7,8,0,2,4,0
d1898_a1,6,5,0,3,2,5
d2419_a1,2,5,1,7,6,0
d2074_a1,4,2,0,4,3,8
d2226_a1,4,4,2,8,1,2
d1879_a1,6,3,0,3,9,0
d2265_a1,2,8,0,1,5,5
d1248_a1,3,6,1,9,2,0
d2684_a1,2,2,0,7,6,4
d2070_a1,3,6,1,1,5,5
d1537_a1,4,1,1,12,3,0
d2037_a1,3,6,0,5,5,2
d2260_a1,2,6,1,3,5,4
d2238_a1,3,4,2,6,2,4
d2905_a1,3,7,1,6,3,2
b20_b10,3,3,2,7,5,2
d1270_a2,6,9,0,7,0,0
a1_c101,4,6,0,9,1,2
c542_a5,7,6,1,7,0,1
b35_b10,5,6,1,3,5,2
d1079_a1,1,5,0,15,1,0
c225_a3,3,6,0,5,2,6
d1393_a2,4,6,2,1,3,6
c560_a3,5,5,2,4,0,6
c333_a4,4,5,2,7,4,0
c204_a2,6,5,0,7,2,2
d1866_a1,6,3,1,1,11,0
d1777_a1,6,3,1,4,8,0
d1875_a1,6,10,0,2,4,0
d2424_a1,3,4,0,5,5,5
d2048_a1,3,3,2,7,2,5
d2452_a1,4,5,1,5,0,7
d1887_a1,7,9,0,2,4,0
d1902_a1,0,1,3,2,7,9
c584_a4,8,11,0,1,0,2
d1894_a1,3,3,2,6,0,8
d2666_a1,3,11,1,3,2,2
d1218_a2,6,7,1,4,4,0
d2907_a1,3,3,1,5,10,0
d1760_a1,2,6,2,4,4,4
d4103_a1,2,8,2,6,4,0
d1912_a1,6,6,0,8,1,1
d1500_a1,1,10,2,2,7,0
d1627_a1,4,4,0,2,6,6
d2667_a1,5,6,1,8,2,0
d1430_a1,9,6,0,5,2,0
d1434_a1,2,4,1,5,6,4
d1554_a2,3,5,1,5,8,0
d1735_a1,2,4,0,3,9,4
d2372_a2,7,6,1,7,1,0
d2476_a1,1,3,0,12,6,0
d2696_a1,2,4,1,5,2,8
d1639_a1,5,5,1,4,7,0
c459_a3,3,6,0,5,8,0
d3564_a1,4,5,2,4,5,2
d2092_a1,1,2,2,8,3,6
d1428_a1,4,7,3,6,2,0
d1533_a1,4,8,1,4,2,3
d1535_a1,1,3,0,16,2,0
d3562_a1,4,7,0,3,6,2
d2239_a1,5,8,2,0,5,2
d2053_a1,4,6,2,1,1,8
b27_a2,4,5,0,3,3,7
d2675_a1,3,7,0,6,3,3
d1518_a1,3,3,1,4,6,5
d2431_a1,2,6,1,10,0,3
d1335_a1,7,6,1,4,1,3
d1744_a1,6,11,0,1,4,0
d2041_a1,3,7,0,4,8,0
d2045_a1,5,5,2,6,4,0
d1651_a1,10,10,0,1,1,0
d2234_a1,3,3,0,7,0,9
c542_a7,5,4,2,7,5,0
d1892_a1,2,6,2,4,4,5
d1578_a2,5,9,0,6,0,3
c582_a4,6,6,0,7,3,1
d1347_a1,1,3,0,4,2,13
d2241_a1,1,0,4,12,6,0
d2059_a1,3,4,1,6,2,7
c522_a2,1,2,2,13,5,0
c656_a2,6,8,0,2,7,0
d2405_a1,4,10,0,7,2,0
d1636_a2,4,7,0,2,8,2
d1010_a1,4,6,0,12,1,0
d1519_a1,1,4,0,5,9,4
d2664_a1,5,6,0,6,2,4
d3185_a2,7,5,1,10,0,0
d2417_a1,7,7,0,2,4,3
d1490_a2,3,8,1,2,5,4
d1072_a3,5,6,2,3,3,4
d1469_a2,4,4,0,7,6,2
d1037_a3,5,9,0,1,5,3
c565_a2,1,2,2,9,5,4
c317_a2,6,9,1,4,3,0
d1765_a1,2,7,2,2,2,8
d2908_a1,3,6,3,3,0,8
d1761_a1,2,9,1,4,1,6
d2656_a1,6,9,2,5,1,0
d1078_a1,3,4,1,9,0,6
d1872_a1,9,8,0,5,1,0
d1167_a1,5,2,3,11,2,0
d2210_a1,5,6,2,6,3,1
d2410_a1,5,8,0,0,10,0
d1909_a1,4,4,2,2,5,6
d2035_a1,4,6,0,10,3,0
d1763_a1,4,7,0,9,1,2
d1790_a1,4,4,0,5,1,9
d1868_a1,4,2,1,11,5,0
d2679_a1,5,7,1,6,2,2
d2201_a1,5,17,0,1,0,0
d1743_a1,2,4,2,12,1,2
d1729_a1,2,5,0,8,5,3
d1886_a1,4,6,1,7,3,2
d2404_a1,4,4,4,5,6,0
d2208_a1,4,6,1,4,2,6
d1343_a1,5,4,1,3,1,9
d1759_a1,5,5,3,3,4,4
d1433_a1,5,6,0,4,1,8
c754_a4,2,4,1,4,0,13
b59_a6,1,1,0,17,4,1
c155_a3,2,4,0,10,6,2
c694_a3,2,5,1,3,3,10
d2214_a1,3,2,3,13,2,1
b43_a2,4,5,1,7,3,4
c237_a6,4,6,1,0,11,2
d1883_a1,2,3,0,1,8,10
d1722_a1,6,7,2,4,5,0
d1756_a2,7,6,0,7,0,4
d1756_a1,7,9,0,3,5,0
d2904_a1,7,8,0,4,5,0
c943_a1,3,9,1,10,1,0
d1635_a1,5,9,2,4,2,2
d2039_a1,1,3,3,0,11,6
d3193_a1,6,6,1,5,0,6
d1519_a2,0,5,2,3,7,7
c762_a3,2,1,0,14,5,2
d2040_a1,7,6,0,7,4,0
d1431_a1,5,4,1,8,2,4
d1339_a1,3,7,1,3,4,6
d2047_a1,2,1,3,7,5,6
d3560_a1,3,7,0,12,2,0
d2029_a1,7,7,0,3,7,0
d1641_a1,3,4,1,7,5,4
d1890_a1,5,7,0,3,7,2
d1416_a1,6,3,1,6,8,0
d2235_a1,2,3,0,6,7,6
d2414_a1,2,2,0,9,9,2
d3569_a1,2,2,0,2,1,17
d2247_a1,9,3,2,4,4,2
d1082_a1,2,3,1,6,6,6
d2402_a1,5,8,1,8,0,2
d1530_a1,7,7,0,1,1,8
d1338_a1,4,4,5,4,1,6
d1646_a1,2,6,0,4,6,6
