ProteinGroup,F06,F01,F07,F08
7d6cf435-24e0-4b28-9d87-be5f9f7fdef4,0,2,0,0
113b5214-7813-40b6-b04a-7cbf5ec81469,0,2,0,0
5bbb7d9b-7103-4faa-8609-b9fc33c7c6cf,0,2,0,0
69a5747c-83e2-4c96-8382-430d2d4c1704,0,2,0,0
4cfa456d-ee7e-432e-a8a3-702f3c9443d8,0,0,2,0
0bc6f046-da2e-43de-abd5-f889afac3803,0,2,0,0
b4797a33-ec64-4114-ac8d-287bac8d37ba,0,0,2,0
7dab4841-eb36-4767-b58f-6ee5ba496eef,0,2,0,0
3654fa70-8088-4ae7-915d-17f1c11bbbb7,2,0,0,0
bb748685-2c3a-4ce6-a2e7-c14a34caef74,0,2,0,0
90ca85aa-154a-49b5-8805-7de15b2f6381,0,2,0,0
9ac6eacb-2fec-47d4-8608-479f1fc8748d,0,2,0,0
76d1df45-8f48-437c-96c6-df2b8afd39eb,0,2,0,0
eed86aa4-7779-42c6-bc17-9e599da4984f,0,0,0,2
09d9ece9-ee05-4f41-b45f-7233813051c2,0,2,0,0
9f9c4151-071c-4bb0-a93c-93160d8d393c,0,2,0,0
5f29e258-4958-4243-a9ce-79e738f0a83c,0,2,0,0
475a745c-da8e-497d-8a87-a73331ec5d67,2,0,0,0
cc3ebee6-6e49-4d6d-bb60-c6339e63c15a,0,2,0,0
1e2c714a-5cc5-4461-b569-f29a6f185c1b,0,2,0,0
1230d730-f3fb-4911-9a6b-d00785d28192,2,0,0,0
bf5ec683-f75b-4476-872f-b65fe9f3e0a7,0,2,0,0
1857c3e0-bdb4-4c0a-a400-96576dbea81e,0,2,0,0
7e82c15d-d7f0-46d8-b67e-0187d5b42359,0,2,0,0
7c7b0180-486e-42f3-9cd4-0a402a00a28d,2,0,0,0
482f0868-3055-4242-a51e-f6b17bc44ffb,0,2,0,0
bb1d61ad-6562-4775-bfb6-68eb476f1e04,2,0,0,0
c855ab68-a3e6-4b03-82e6-19302f80c9cb,0,0,2,0
fcbdd49c-56d5-47a1-9b24-021d658dbe15,2,0,0,0
0272b4b8-4a36-490c-b60f-68d385b2d00a,0,2,0,0
83e17b96-e467-4496-809d-dae78a292ce0,0,2,0,0
530d800f-7a07-4fe3-b5d5-a063173b7471,0,2,0,0
ed1221de-8acd-4bae-a7aa-657bfc75f1c5,0,2,0,0
e6b6f452-1013-49af-b21f-f9a55bf86a46,0,2,0,0
c7daa8b7-be0f-434c-a7ed-58f4efb0aa99,0,0,0,2
b78ff61d-f3f9-4cee-b0c1-42a36d9a4488,0,2,0,0
91b6c9e9-ec5c-49ec-85d1-7f4d0c44fa15,0,2,0,0
84aab0bf-2e6c-406b-a389-5fbb72b33e1d,2,0,0,0
1aa58faa-309a-474a-8d82-7bb6cf53f8f9,0,2,0,0
b009dd41-19c9-47c8-b830-2618fa92b7be,0,2,0,0
63dcad50-91b8-4020-94d4-725e8d3b68d5,0,0,2,0
2c06e709-698f-401b-915b-0143ea6edfca,2,0,0,0
0df18102-418a-48c9-adcd-4bcdbbc7b351,0,2,0,0
488f02da-68b4-4ca1-a4a0-59dc0fdcee8a,0,2,0,0
0c050c01-ced3-4d1f-9525-82463f4d9bf3,0,2,0,0
56434f30-eae4-4cd8-a3d6-7256701ebb50,0,0,2,0
f6ac83ad-be29-4e30-afeb-d82f23057c3f,0,2,0,0
6da48319-3e9f-4160-9f79-58f718dfe1d8,0,2,0,0
06dafa31-afba-499d-9e05-b74ec4fd41b8,0,0,2,0
51039fc8-979e-43be-8ea5-7cdac23c4fba,0,0,0,2
27e4b62a-7c5a-4faa-b00f-bacbeec6544d,0,0,0,2
b30e969b-36d5-4d1a-9eb5-adcb6eed3a56,0,2,0,0
0981b272-4361-446b-97d9-5d1c460fecb5,2,0,0,0
508cfa17-bebd-4c44-935a-34d7c898bc96,2,0,0,0
fef0be25-a229-4078-a9e4-0e9c7c0f4b78,0,2,0,0
92e6c755-9121-49ec-928a-d23edc7fe63d,0,2,0,0
ff13afca-b23f-4db9-ae6d-1d965bca1dca,0,0,0,2
e355a46a-89a5-4291-9fb1-3b5a186e43b6,2,0,0,0
c12e9b41-a0c8-4a07-a3e8-7436eb0b484a,2,0,0,0
d5459315-394c-42bf-bb8d-6b09d2e6aef1,0,2,0,0
226fd231-817e-467f-862d-99896f7eaa35,0,2,0,0
7c51d3b9-6541-4d63-af1f-36be6008fc87,0,2,0,0
b2f261e2-3483-4ab9-bba0-e048455dff4c,0,2,0,0
317976d7-e1a5-492d-bd56-16a8d3dd0f9e,0,0,2,0
0a7771e0-555b-4c21-ac0f-7f4fbe428408,0,2,0,0
e6188785-661d-4c29-bdc8-13616c112adf,0,2,0,0
80568428-49f3-48c7-ab59-15694f5d47b3,2,0,0,0
0a96c986-1f7b-4641-a93c-0051a78a6690,0,2,0,0
8dc2ed43-99ec-4808-ae34-e405390d2c72,2,0,0,0
b817ada7-ddb4-4533-ab45-0182604ffaa9,0,2,0,0
5794b224-5ed7-42f6-a544-eb0d54554eea,0,2,0,0
6abf2c9f-e5d0-47d4-8b43-6d83d9e18a09,0,2,0,0
5ee67ebe-65bc-4ea3-9d52-5bfbbc4608f3,0,2,0,0
f215162d-7d19-4a67-ad96-4b2f3671893d,0,2,0,0
b3a42648-7ffb-49a8-99a6-e0a56679f84d,0,0,2,0
54381b18-23dc-463d-8daf-9ee08baee1e4,0,2,0,0
143cc559-2ece-4e05-b1ca-2457fce33648,0,2,0,0
209d74d3-dba7-4a43-a800-f7214499f7a9,0,2,0,0
37330352-57cc-44aa-a47e-287ce68e1df8,0,0,2,0
ce2106ab-30a1-416a-a282-d4084ce7b3d4,0,2,0,0
1802a8ef-b960-4553-aa4f-fbfe58429ac4,0,0,0,2
d498e370-ecbc-4596-afb7-8197cd46f287,0,2,0,0
1214b7ac-f08d-4ce3-a903-409909bad02a,0,0,2,0
3926023b-7a7d-45b8-9bcf-a3c63e40beb4,2,0,0,0
ec780e5d-7a5c-412d-af9f-1cdf0032f5ba,0,2,0,0
0e88985c-4855-43fc-90bc-f81c8d9c7310,0,2,0,0
1725ee11-53ed-440e-90b7-dae4376c646b,0,2,0,0
c02b5acf-420b-43a1-9333-4612c995b0fe,0,2,0,0
78faddbf-4cd9-47b3-ab4d-8f717c6bcd1c,2,0,0,0
74c56285-bc4e-4cb1-a495-e24a222f6bcd,0,2,0,0
fbb30607-5d82-4bbe-aa41-593b84a7cebd,2,0,0,0
2881ec24-138d-47ea-91aa-5649b0d39e1f,0,2,0,0
6155f6b6-448b-4a8a-b978-5e05813bd34c,0,0,0,2
aa15b89a-15af-4bd4-85b0-c3c6bc9c6cf2,0,2,0,0
30026212-0170-49fe-9968-95bc44e611a3,0,2,0,0
d6869735-0a85-459a-929e-d50159751650,0,0,0,2
84b06561-5780-4d5e-8f76-0dfcfaf3c750,0,2,0,0
4f4d7e82-63be-4639-aae8-61fc0443d1b4,0,0,2,0
7a045dfe-7758-4be3-b2eb-b98e196c4aa6,0,2,0,0
70b0e715-5458-4483-aa21-c7986f4fe9d3,0,0,0,2
67cd5969-0f85-475b-9677-6d59843616c8,0,2,0,0
f89e4bca-4461-46f9-8cff-fc83fd3cb352,0,2,0,0
0c535b92-9f64-48bc-a7c2-41d454e33838,2,0,0,0
05287cc5-99f1-4f68-abcb-b9fa6c503376,0,2,0,0
5c9549a3-8315-43d1-9577-16c141bf0334,0,0,0,2
259409e5-1d1f-41b8-88af-24a940af843e,0,0,0,2
10aad313-1bbf-45bd-9f82-1e8a1dc9d1a8,0,0,2,0
98b8fe71-8396-4193-8de9-9d0a8abd4103,0,2,0,0
81b72019-6854-483f-8315-9229dbf3e758,0,0,2,0
a72b82bc-fa21-4eae-aff8-360ac6f00c5a,0,2,0,0
21b348c6-9c94-4080-ac2b-ebc0e33970d5,0,2,0,0
ebf77d08-f4e9-4770-8221-e931b12bd521,0,2,0,0
94eda1b2-5e42-43bf-9e77-6c9d6b65b27f,0,0,2,0
fb14477f-15b6-4b83-943d-9c2e1b5e498b,0,2,0,0
fd02c816-d147-49c7-af7d-8cad5e486fff,0,0,2,0
9f8a9bcc-4744-48a4-b8c6-723dca8ffc7e,0,0,0,2
9145b44b-8ff4-4bdb-a1e7-0cf680b56753,0,2,0,0
0d3dbf31-27cf-4fdf-b8ec-f39c196bc1ed,0,2,0,0
53df80a8-773b-4248-af8d-641d82284839,0,2,0,0
cdef8274-12d2-41ea-acca-deba90000f74,0,2,0,0
a5442cb8-7408-47b9-90da-ca9b5248743f,0,0,2,0
995042c4-aa51-4481-93b6-bd63213df31e,0,2,0,0
770f7139-3513-48e2-ae7c-25e58ae7a20e,0,0,2,0
2d3d4a07-fa97-4d10-9a2b-e2db953f08f2,2,0,0,0
d33e4a88-17ac-4550-a4df-f32e679dd288,2,0,0,0
1fe4cef0-c605-4850-92cd-e32fa07d96c1,0,2,0,0
0d4f8482-ebe9-45e6-bd1b-34458732a11b,2,0,0,0
57ac09b9-cc77-44b2-9398-bd67103085c4,0,0,2,0
038152da-6885-4d8a-8f6a-764d5d7775a4,0,2,0,0
57cf792f-0e9f-4240-9184-243c1f64c2ad,0,0,2,0
eb6dca5f-6b1a-428b-bef7-2edbd286fda9,0,2,0,0
d6d035d8-55e5-4e75-8618-f6ff4afe5cdb,0,2,0,0
49d98d56-4995-41f9-bf1b-e5f5169b60a0,2,0,0,0
dfa8f5cf-f190-4096-a793-6b73a1f2febc,0,0,2,0
6b6410ca-aa07-4922-b0f4-0744d3acca63,0,0,2,0
5e5f4b06-71fd-402f-939a-302c6afbf453,0,2,0,0
d55259c5-a765-43a7-a6f4-e0c61908ab55,0,0,2,0
3db0dad8-2630-4683-8343-be7ce9e2ce6e,2,0,0,0
ed70364f-bf2c-4c64-9b18-7458ac6f4d81,0,2,0,0
d96ee9ed-3920-48cb-8cd9-74b2cb0bd70a,0,0,2,0
3a91f7df-e3a9-4303-8b11-6d21dbeb8d2d,0,0,2,0
55790f93-bd87-401f-861a-a1921fc0e5a1,0,2,0,0
e45a7a74-977f-44bd-8aed-fd593dd02233,2,0,0,0
7c177984-3de5-4357-af65-97dd69bd1a66,0,2,0,0
caf57051-46d5-443c-85f2-2a54448fcc8e,0,0,2,0
90a09c0f-d085-485e-afa5-cc1bb3fe7767,0,0,0,2
ca21b9c5-2315-4f65-a62e-92d82c2d38d6,0,0,2,0
1cd291a9-f0bc-4c42-a075-bcad440b0777,0,2,0,0
4d60545e-6f5a-4e9b-8871-a636a215852a,0,2,0,0
38690812-4280-426d-8c66-ebd689f54b68,0,2,0,0
1e2c2571-1146-48e4-9ffc-ac4b09e81a14,0,0,2,0
16581e25-44d1-41c8-84f0-d24adc2a1c21,0,2,0,0
d28407cc-9fab-4823-9ae1-14fb914f9c34,0,2,0,0
a276b280-d136-4383-8758-72c163283b89,0,2,0,0
330410a8-5982-4374-a378-33e682210515,0,0,2,0
99273731-e4ae-4495-90ff-8e6736d7b81d,0,2,0,0
7dde128c-1ac4-4441-9244-a06c9e142238,0,0,2,0
1fc5adb4-908f-43d3-a0bd-247ba6c4bde2,0,2,0,0
3d9c6d6e-ce3d-4afd-a1a0-38aeb64632a2,0,2,0,0
3856a32d-0d6d-4630-a6dd-03262becaa7f,0,0,0,2
beba29bd-557c-4a75-8334-904a9c8166b6,0,0,0,2
28a1347f-7d25-480f-863d-768d96ac61a2,0,2,0,0
4218641a-ea3f-46f4-a389-a9c01fe2559e,0,2,0,0
9efc48e8-bb71-45be-b879-5f2f50cd501b,0,0,2,0
faaecb57-fd19-41aa-aec0-ec0301a9393e,0,0,2,0
9f37b1eb-3170-405d-bf57-1ebf2a5f1917,2,0,0,0
24ec8ec2-19ad-46d5-adb8-7838abffd0f9,0,2,0,0
6547389c-ebed-4b6e-baaf-9089b2ef9cdb,0,2,0,0
e1a0efdb-5f1b-465f-89b3-c06259c8d680,0,0,0,2
8d558f8c-3df0-4d28-9041-bb343e0238d7,0,2,0,0
3915bee1-7730-4fcd-bad3-e7307fa1a05e,0,0,0,2
f7fe5a82-3699-4d1d-8c1b-5caba6dd1047,0,2,0,0
536a3be1-53cb-4e26-9e6a-370cab650b90,0,0,2,0
0bcb8d09-cda4-4ef5-bb91-1772f703c818,2,0,0,0
d326fd78-9593-43a3-8392-3a0508b8c353,0,0,0,2
90b51581-11e9-45b4-8a19-005be16e82f0,2,0,0,0
f5bb4cf5-f90a-4659-afdd-d1fa0593e01d,0,0,2,0
6f5fc01e-0572-42ab-8df4-2920c5e801cb,0,2,0,0
a326808e-c3cd-4db7-90f3-631d1efac3b2,0,2,0,0
2caf28d7-7665-4edc-90e7-646a429dbebf,2,0,0,0
3c432308-2322-4619-addc-b99d59a2e807,0,0,0,2
eb12611c-13ff-4856-9b5a-c9da8287752e,2,0,0,0
7a86fc64-30b9-4bdb-8e6e-d3127cb0561f,0,2,0,0
8a678a5d-13eb-42aa-b7e5-b7a5e6290a20,2,0,0,0
85e6958c-6fc5-4097-b544-88b91a65d6cd,0,0,2,0
4d176155-c800-410b-a801-06ef95f4c13a,0,2,0,0
70bb2e63-11e0-48dc-b5fb-c5245b191ed8,0,0,2,0
a12a25d8-93a8-406d-8d12-dbf7ee8dccde,0,2,0,0
28d3b5f9-acd7-4727-9c8c-c8ae0c6f5022,0,0,2,0
8dacef67-1a33-409d-8078-1026909153bb,0,2,0,0
a38649f9-57bc-4e3c-9d79-5fd6e4bd3756,0,0,2,0
46f9fb3a-8301-4793-bf42-21abaa4ffa81,0,2,0,0
4ab72906-1ebe-42cc-b247-6ede8ee8b3c9,0,0,2,0
0c29a08e-1692-49b9-a7a0-ff4765e98f92,0,0,2,0
6cad72be-23dd-43fd-8ce9-228d3c2885a6,0,2,0,0
0196f6fe-143a-41b9-bb52-5b9b94642f75,2,0,0,0
f57044b1-51e3-4b03-bad1-cb2d7179939e,0,0,2,0
2f0ed7b6-107b-4492-8ba4-daf7967aebe3,0,0,2,0
bcf7d7d3-572c-4988-b0e5-a623fc3aa613,0,0,2,0
cb0bd25a-ad3d-41f2-896a-14e80ed13e92,0,2,0,0
a0210641-ebd6-431a-b8b4-0bf441716f8c,0,0,2,0
a7a09280-95e7-4e08-a83d-45e4f2587e57,0,0,0,2
aca0818c-c96e-4f64-aefe-75c4d777e358,0,2,0,0
a99ca77c-06ed-4e36-9bc1-793b399fb287,0,0,0,2
7ebaa3f2-8fbf-4da1-95dd-e0d79436fab6,2,0,0,0
ee14af9c-11cd-4dae-948f-646d1817df4e,0,0,2,0
74224a99-70d3-4147-be5d-c28e91f5726b,0,0,0,2
7bd68103-a6c6-4d2a-8ee3-0a18da0b32a5,2,0,0,0
41c4169b-be25-46d9-ac13-5c5364e60550,0,0,2,0
6d3ef3da-b818-4592-b0ee-f7129aee60be,0,2,0,0
eb1ce0ef-679c-4c66-a509-6eca7a681fca,0,0,0,2
d713a865-32ad-4cdd-b6fc-524a437de3a7,0,0,2,0
2617255d-8880-49a5-be19-d55033a42b01,0,0,2,0
7508875c-c5a7-4688-8a10-4d1b63330525,0,0,2,0
8db53472-4de7-4dce-bed1-bf5bd69b4707,0,2,0,0
917ea075-6b97-4b17-94c2-3bda0f6b8144,0,2,0,0
e9fac09e-5534-422f-81f2-3ef3a4cd6c89,0,2,0,0
07d5c474-8934-4cba-a61c-553f7db25972,0,0,2,0
470fa2a2-f526-404a-bec3-93b9f3f7a4ad,0,0,2,0
93cf46f5-a70e-40d7-b62e-7d918d3cdc71,2,0,0,0
230d40ce-2e9d-4c42-a7b8-cac724190966,0,0,0,2
f8c52589-f9e1-4e10-bc73-9131ce1a726f,0,0,0,2
2e0ccbd5-b041-4f8a-b90e-6be2dae88690,0,2,0,0
af19c341-dcc8-4168-804b-b7076d6c47ed,0,2,0,0
0320786c-5c83-4542-b3c7-41caca25ae6f,0,0,0,2
4e8bafef-b375-48fb-95bb-823a631fb89e,0,2,0,0
397fa515-c4c3-45e6-8882-191789f98c48,0,0,2,0
5d858cc9-c64f-4788-8ea8-246f410c4e8d,0,2,0,0
8e94a6f6-a1ab-49a5-9be7-7b7bbcc81e9e,0,0,2,0
5af69505-b8a3-4828-ad98-6950e53dc46a,0,0,2,0
55572b80-591e-417f-9ae4-10f589029d9b,2,0,0,0
a4fa5d9c-460b-404a-b13e-23e6fe7257d9,2,0,0,0
2e4a5cc1-4653-4a8d-9a27-44b45e5edd73,0,0,2,0
627f752e-fff3-4eb2-b481-74dcd9a8a7f2,0,2,0,0
eae8f550-51bd-4dcd-8447-e3725b16a8d6,2,0,0,0
d3c81f33-429f-41ca-ac5e-8a1277d96956,0,2,0,0
471de878-8ff0-4194-8df1-4a17b02513c3,0,2,0,0
25b319a0-4117-4831-bee6-bac5ef28f4d8,0,0,2,0
dc0c3957-0220-40ed-8686-2877284cd9d7,0,2,0,0
536ec8dc-3667-476b-a455-7c1514e71af6,0,0,0,2
16ca3697-bca4-4c96-8009-111d612758b7,0,2,0,0
a32d703e-ea1c-40af-a5cb-ee851ca144d0,0,2,0,0
2b3be836-1531-4936-99c8-92a3395d30f3,0,0,0,2
2227551f-240c-492b-bf68-b2ed3e33008a,0,2,0,0
ff066bbe-084f-426b-878f-52071feeac11,2,0,0,0
7bb58ce3-2c3c-45bd-98a1-fc9975583e7d,0,0,2,0
2b9d4388-fead-4067-8071-c72cc450bfd6,0,2,0,0
d9465098-b71a-4e1d-9115-c37ddbb72e04,0,2,0,0
9f09c91d-0a13-458c-b02b-615d0f4ceeb0,0,2,0,0
d4b8aec9-8eb0-43a2-b3c4-b4224de034d5,0,2,0,0
4206f378-3025-4461-ad27-ce20a7a3b8e6,0,2,0,0
edf9b101-1407-4be2-bacd-3e6a836aa541,0,2,0,0
9b677720-9920-46a1-8774-6a86865eaffc,0,0,2,0
b77c1896-96dd-49f7-b351-02bc6ac5a23b,2,0,0,0
5450cf47-7062-4a69-bf24-19045332bbfc,0,0,2,0
d684c62e-44e2-42f3-b786-3069104b5542,0,0,2,0
9937a99b-2878-4a8f-991e-af4a35d4aa1c,0,2,0,0
73642c50-b88d-42e1-a03c-2882ba2ba2ac,0,2,0,0
fcf9c1a3-18d5-44bb-935f-44785a2f56bb,0,0,2,0
a3c893fe-44d8-44aa-bf82-8e1ae56179b0,0,2,0,0
468a5672-ba27-40f3-bb79-9d292b861570,0,2,0,0
80abec9f-d06d-494d-bfb7-8acdf0cabc3c,2,0,0,0
3fa73907-d046-4878-9c53-2718c010b053,0,2,0,0
33377e46-fe72-4f3f-876c-6c621bbec6a1,0,0,2,0
9e035b07-3b48-4ed3-89d7-9aa56ea500ba,0,2,0,0
ed84a8d0-03a2-4286-aa54-7b3bced91603,0,2,0,0
802b5d3e-3e94-43f6-ba67-1b7bd114db64,0,0,0,2
e33905bf-ea46-4e3e-9ecb-2a58f919cd23,0,2,0,0
0daed0bd-66b6-43cf-8bfe-457b9c451d01,0,2,0,0
78c810fa-1b88-4d14-8cf6-6809c99d1aeb,0,0,0,2
821dc8a5-1847-44e6-aaae-a657a5d32bb9,0,2,0,0
7e2eb076-3cee-49a3-aeb4-317a75c1dc0c,0,0,2,0
3d07a018-e272-4d23-a7df-2fb728f15163,0,2,0,0
af2db0d5-69a4-44ff-9c00-97d7185ba9d3,0,2,0,0
b55c9f8a-ec0b-4e9a-95bb-ce46d66bfad0,0,2,0,0
ebe75301-c001-4999-aa63-452522e3be0e,0,2,0,0
38614c40-67b8-4bc9-9242-099feba13f44,0,0,2,0
ced92cf5-7ba4-475b-b57e-ba82eedf6d72,0,2,0,0
f0230649-e678-4dd1-98d6-92a0d920d403,2,0,0,0
bbbf3c43-9546-4970-8070-1a67795f42f9,2,0,0,0
f88798f7-6615-4467-8786-2326ee8f0859,0,0,0,2
78b3d075-d4c4-457f-9f2f-31ea9137aa26,0,0,0,2
25989a6f-08c1-405e-9a97-856dd1e39e0d,0,0,0,2
d8881979-eccd-4a58-8e8d-f6ba95e2d599,2,0,0,0
0ae327bf-beac-4396-bb0b-fa4cd4b8bbe5,0,2,0,0
44385af7-5b95-47b6-8cd3-bf51349f8bb8,0,2,0,0
5e78750e-d3a6-4039-ae87-cf2b49b21e3a,2,0,0,0
3a0ea33e-4f17-4921-81f5-c5f49c566051,0,2,0,0
6a04fef0-3a51-439b-8286-c55a660d8ad3,0,2,0,0
446ead95-c890-4c06-83a3-df397b4f9298,0,0,2,0
8affc7f3-4d5c-4e42-abfd-0ce384ef0584,0,2,0,0
f63aff37-cd49-45e5-bf74-67ae22694dca,0,0,2,0
e39cf906-d589-42d2-a567-7d30a0e1e16d,0,2,0,0
c2eeba36-ac40-4f81-9dff-b0e66b6622ec,0,2,0,0
39d50a56-84f1-4e21-b0ec-61a19eefa622,0,0,0,2
a882b617-ecc2-43c8-a9a2-27033518aea3,0,2,0,0
7144832d-685b-436b-a01a-e945564b6bf7,0,0,2,0
949c36e2-3c13-4213-b023-f8384942a90d,0,0,0,2
0156eed7-dd49-415e-9cf5-64dc0c0aede7,0,2,0,0
c4439320-2643-4b1a-b225-4f68bad4573f,0,2,0,0
b6358515-7d9b-4574-93b3-d524da37a155,0,0,0,2
922ceb85-0733-4f18-95b1-e349b8fe38b9,0,2,0,0
b7e43872-ef64-403b-85ad-015eb53596c7,0,2,0,0
0506f03e-3aa0-42b1-beeb-7d18fb9cbfe3,0,2,0,0
f43bbcf7-ea20-4c87-918c-cef0fbd5560e,0,2,0,0
d02f7308-24d7-42ce-8086-7cc0f1973087,0,2,0,0
1d1f95d9-cea2-4106-92af-eb43f81f8bd7,0,0,2,0
cb3ba2c6-d397-4957-acce-98f6b6a7823a,0,0,0,2
14959cc5-e1fe-4da7-b998-029705ae2d80,0,2,0,0
5a29263e-9943-48d3-b5b9-fae480656318,0,2,0,0
e81a8d35-acdd-4de7-acf0-c7e542e867c5,0,0,0,2
d9e0db16-b47f-4329-be97-38fc4fa50932,0,2,0,0
f4dcb029-9589-46e3-84b6-1f4d46ca7d37,0,2,0,0
1ee9d150-0d8b-489b-b962-2587b1c1b6db,0,0,2,0
f87708b7-7e5e-49ab-8ad7-d96210144d52,0,0,2,0
08e7ed25-af9e-4ecb-9c5b-5162f5bd31f3,0,2,0,0
eb4ca298-b362-4f29-afd0-bebdf0cdab3e,0,2,0,0
50c13813-cb1a-48ea-9406-e271b0a1ef0d,0,0,2,0
bd02a58a-eaef-4b62-9abf-52a95afa42a5,0,0,0,2
ee34834d-96e8-4e70-bfb1-b49909400807,2,0,0,0
9cfb26c7-0824-4f87-8507-0a550008db35,0,0,2,0
544ac7d8-87a6-4c96-b00f-a9ce5210c98d,0,0,2,0
3a632c5a-3e76-4315-9cbe-8f3ca755c801,0,0,2,0
75417380-40f3-470e-99cd-33cd61a0ed46,0,0,2,0
9fdfca7a-751b-4fa0-a0a0-e559497cbd4a,0,0,2,0
5fba7254-30c2-49da-b8ac-776204fe4311,2,0,0,0
cfd18f5f-cfa1-4cf7-b718-c997ccaf6564,0,0,2,0
7a664df2-ad3e-422d-b2c1-aa6f7bb5a922,0,2,0,0
163b6a6e-8479-4477-b902-e15eb64fb273,0,0,2,0
5955640c-cc82-4010-a8f5-75ea0dd4126c,0,2,0,0
f859104e-451f-4042-951a-0dcd2c66d107,0,2,0,0
bcfcb54d-e156-4083-9bf9-f7154d97f2fc,0,2,0,0
9ec8e62c-77cd-467c-85cd-a6e96c561fb7,0,0,2,0
403b1453-d4a0-4507-8ea1-8b823bfbd037,2,0,0,0
035dd38d-68f1-4668-a869-c25f6e193a35,0,2,0,0
6a1a4b42-1266-41eb-b76e-72fa39b9a5bf,0,2,0,0
7e4d3706-8bc0-4e21-b5de-de7de65861fc,0,0,0,2
a75d9685-38f3-434d-badb-8dd72ee26a0e,0,2,0,0
6b44028a-dae4-4d3c-849e-d32d202d142c,0,2,0,0
ea93a86e-87e6-4e82-b133-9c186d5173c4,0,0,2,0
921adac2-083b-4679-8f17-d4deb0dd47d3,0,0,2,0
55b08c64-f1b4-4933-b09c-67d2cba44117,0,2,0,0
01bc510e-c2ad-4aeb-b357-3596007e0c61,0,0,2,0
30566821-b13f-4ed2-aba9-9978158e9782,0,0,0,2
345b6681-8ded-4766-a897-f6f5537cb93c,2,0,0,0
648350e8-7885-416d-968c-8fff45169d6c,0,0,2,0
889be023-6f1e-40aa-b406-ebb1f96c1379,0,2,0,0
ec268014-69a9-4720-b6be-c17903de4a77,0,0,2,0
b58d60e7-90cf-4745-8f4d-a0ca1a3b6ff9,0,0,2,0
6f7ac06b-8d99-4b00-9a81-10737e618d89,2,0,0,0
bd3647ea-4165-47a2-a882-cc7125395866,0,2,0,0
acdafe83-6e6c-46dd-9980-847b146dcb4a,0,2,0,0
ccf8c8e0-d56b-4f2f-8006-d9f8f604bfc0,0,0,2,0
3b8ebe01-f789-46c5-89db-6e8e90760c89,2,0,0,0
0991c57d-09a2-4bb4-b0a9-19b9128a1bce,2,0,0,0
5b47efae-b3af-4152-87c6-85d82350ea33,0,2,0,0
e70eebc8-dbc8-47fa-8951-52dedf2371d1,0,0,2,0
f7702e33-1bac-45a4-bcde-e633822953de,0,2,0,0
ffb758f9-0176-4284-98fb-22cf74c742c0,0,0,0,2
64612c98-554a-45ca-842b-0831e79fed2f,0,0,2,0
0872ba5b-e44f-4588-8a46-df2f4e0fa90a,2,0,0,0
04079d4e-9a0a-4bdf-8a86-c89df1385801,0,2,0,0
bfc1c8e0-874b-439d-a0b0-58fe6deabbe0,0,0,0,2
613851d5-2bc6-447c-9e21-127ddd4a6038,0,0,2,0
48e23ee5-2f66-406d-8e5c-cfb40701b29e,0,2,0,0
dcf41e40-d3ea-49ce-92fd-202ad8af8db6,0,2,0,0
dfe7c0a9-7fa2-466e-9d29-4fe7a0848128,0,2,0,0
0a1a7914-dde8-46f9-8f9e-a2af272f1139,0,0,0,2
18465bc4-2801-4c1c-860b-55256b8d5887,0,0,0,2
a88890bd-8857-41e1-b073-7f4e4c8a31b7,0,0,2,0
6f32b7f8-80c3-4102-b317-f68027b4d359,0,0,0,2
9d8a746e-89c8-4461-9ccb-38cf091b503d,0,2,0,0
7ea8e566-fab5-4432-a5b5-debcbd8b5bee,0,2,0,0
cba4fdfb-4bc8-49f8-8595-99867020d8b2,0,0,0,2
c01ad73d-cf58-4e77-ba83-3a8785a052aa,0,0,2,0
2f297f72-b104-4777-b752-fc75e216786a,0,0,2,0
52b5bcc5-f842-48dc-9135-6a7a0602cb3d,0,2,0,0
8c81ab5e-99fa-4d54-ba68-73382e9d8d64,0,0,2,0
9d8b55da-690c-4e03-baa8-b5a6902431b8,2,0,0,0
c0aabd2c-e227-4c25-9953-8d6d1377a6d5,0,0,0,2
348f9b4d-de1c-43fb-816b-5416598a7884,0,2,0,0
23736436-2009-45ac-93db-b4277cedd685,0,0,0,2
dd28bc55-a693-4ebf-b970-295a46667908,0,0,2,0
4da964a8-0a70-493c-b69d-1b4d4387ee91,0,2,0,0
a89593f8-e290-4473-bbfe-a63c834d285b,0,2,0,0
e119ece9-8336-45e9-a534-a99240863e75,0,2,0,0
96859ed4-cfff-44ce-accc-85e17f5f9cf4,0,0,0,2
f7732cfc-d4fb-4416-bc4a-6eaad040fe05,0,2,0,0
15964457-55d8-4e0d-af4b-0888ff68aefb,0,0,2,0
e5f12d82-517b-4f2d-a6b0-0a3b03df4ade,0,2,0,0
8b5307d4-c267-4e4e-82f5-b4192bc490e8,0,0,2,0
bd7ecc0c-c6b4-4550-b68b-a38aa3d4e0b4,0,2,0,0
214a575c-d704-4d5d-b5ba-29c849898853,0,2,0,0
2346bf0a-3c1c-4f1f-b31f-4b822fc86163,2,0,0,0
774d0b1f-5226-45c5-9ace-e7e7d41fe95e,2,0,0,0
f39b1ac7-4f6b-43e9-89ca-e368ff77e294,0,2,0,0
26d88b8c-b350-4adb-8a50-c64bcd21c035,0,2,0,0
