ProteinGroup,F06,F01,F07,F08
9f83c2b5-a8f7-4ef1-b714-b339d6b3d1da,76,64,226,14
48e30f1b-4dcf-4c83-a27b-74ec6dcec4da,62,86,206,26
e504591c-3cb1-4091-8801-b8ac15bc400f,86,110,162,22
46ecc8a8-9087-4f46-93b7-dc45de3d607b,82,62,192,44
9b1f25b6-b87a-4099-a93e-c405e2f59808,100,28,212,40
e9a1f718-2308-4bed-bc83-4e4eea48b7b3,106,6,242,26
4ae655ea-0ad3-4fde-b95b-038ff07e2ca0,64,168,108,40
6f8b4866-bbd2-4a0a-960d-5f17c4e93d1e,58,182,102,38
0cd03ff2-0330-41e6-bfb9-b7b37a98351b,110,46,212,12
a7b4f774-2613-4bf1-841d-161d64bab717,24,76,74,206
5a3dca79-eeea-4e18-9ab6-d49d1454391a,24,246,34,76
e3bbc731-f135-4e0e-84f1-cd64fdf93c00,46,148,102,84
c4fe6e93-34cf-457f-a249-7e6af1d043f7,96,66,160,56
0d7a2c10-55f8-423d-8c57-27e9717d5d23,104,108,136,30
413a574f-cbfe-4805-a8c6-40bbc804265b,96,70,160,52
09bafac7-95fe-4528-ae13-0cc2ecb6f361,70,136,108,64
36001c5e-e4cb-4479-ba2e-16fc329232e6,102,8,178,90
20970c0a-3bfe-4fb4-9381-52a40381a047,58,176,96,48
28b560bf-97ce-4643-98fd-35efab130718,56,152,122,48
c88eaab0-ff66-4ffd-96a0-e465575129d8,106,72,166,34
e0d21f3e-27a8-49dd-94c8-a07c216300ec,44,204,102,28
87fec0c7-fb7d-456b-84e5-71477a4cf334,146,2,204,26
2a2d5d1d-0308-45bc-9c11-5c6281802bf8,86,98,160,32
ce4b188e-f645-4059-a428-e33ef826413c,80,100,172,24
f414df8b-d15b-4164-b9bf-301f2b6f0cb9,68,98,170,40
da6872c5-53e9-444f-a97d-3375b5ab8de0,62,148,122,44
151212ef-c92c-41c1-99c2-42eaa436a222,92,54,186,44
de1019ca-f7e5-426d-a148-3015a16ad241,78,100,178,20
442af264-6c4b-47c3-8c47-5de23845a860,52,194,92,38
e22c4d5f-cc18-4c43-b1b9-eebb2cda7249,94,48,204,30
853becee-ab65-4cba-894d-43147efd0315,2,224,10,140
4750c247-e0e2-451e-a2c0-e489798a059d,78,90,174,32
e15b6ef9-c518-4215-bb65-2385b3a5d81d,82,92,168,32
21de2bed-3991-47b2-914d-3d497e2e0d38,94,92,156,32
143eb06c-fdff-41cb-b102-e492807833af,98,110,116,50
540315a6-598a-4058-83f1-b4783686fbd9,88,94,162,30
27172d4a-b88b-40be-9eeb-cfd395f38796,88,72,188,26
02726a9a-082b-41f9-ad16-4e9519fbeb54,76,100,164,34
b9455662-fe53-4718-850c-dfbb1a9bfaff,108,42,212,12
b710c9e9-1450-4a98-8e8f-e37df93044bf,74,142,136,20
d53d4854-8314-4499-ac7d-fadd6ce0972f,76,90,182,24
f2bec5df-2732-4e9f-b8a8-94b2e3c5a6ad,90,94,156,32
fde263ac-e1fc-4d4a-88a4-4114dab200a9,62,186,100,24
4fa149b2-a0a5-40ef-a2ff-a511a0edf7d5,68,158,118,28
9e20e6ae-5456-4a30-8876-f50b6055ebdb,108,76,158,30
f116e359-3de1-4d8c-9764-fe5439765651,96,102,150,24
a5207037-bce7-4014-9e7d-99e0b273b45a,78,120,150,24
c2ad89d4-09aa-426a-b5de-62c51f796975,48,198,102,22
7e824d35-1c95-4462-8e73-d077cfa2ce95,36,226,80,28
95a935e1-f3c7-47f8-a600-53538327ec43,90,82,136,62
c9e79131-347f-4ed8-b975-792785df9511,60,94,190,26
27b77d18-65af-4b2a-8efd-c03681f82411,0,214,4,152
fa058dae-0e1a-4283-95ad-0d8ef7194037,90,54,174,52
15e704ce-956d-4228-92e6-41d620b04420,16,252,34,68
88cf09d0-392f-429d-943d-32e7ca41b0fc,94,60,152,64
3a00bd8d-31a8-4ccb-8978-31acb8a2da16,8,100,14,248
b475a4be-d94b-43d2-96f3-2ba5e96254ee,58,138,140,34
0695b040-658c-4ab4-bd18-1c63549c30b9,62,150,118,40
6446e4c8-4c5c-4345-9353-e1597e6fc199,64,174,126,6
790f8f70-33b5-49ac-a5b2-302c238d2425,100,20,214,34
2db6b173-7696-454c-9fa7-355c9e140361,76,102,148,42
5b290898-6f2b-4360-8e36-8e15c6182c4b,100,76,192,0
f0dc53e2-9400-4169-8668-cb12742e4149,62,190,92,24
b4d1a0a4-7481-4885-9ab1-a1a73304ffba,88,58,176,46
7ccba784-d93b-456d-a1d5-3bb2681b8ee5,74,42,144,108
fb1c5f80-a621-4200-b5ba-b0702da4336a,74,82,134,78
63cdbcf1-40d5-4ce9-ad34-b07d4ead564c,96,30,208,34
b738b4fa-e5a3-4112-9ec0-9f879733a33d,96,84,154,34
b277b42b-0232-47af-8ecc-e3fa36c48e2f,74,106,134,54
d39a4200-4f23-4e1c-aecd-7705ac390cd8,76,30,228,34
356f5e43-e79f-4efd-8ff1-87678d2087dd,74,128,128,38
e5ef68e5-f2a3-442f-93ca-513c07c0db68,86,44,204,34
6d4afe08-b9d1-4b50-8616-f8cf4f62fc0b,18,156,42,152
a3def473-1120-4c04-982d-8268c7e35713,108,44,204,12
d235e020-d15c-4298-96e3-45c8cf464293,26,246,32,64
d834b3cd-3b30-428e-b0cf-479a38c22320,100,50,190,26
2a797009-fd3a-4d6f-830e-8327d9c903ec,42,202,88,34
8e3abb33-5055-4f72-89af-d8629c17b3be,60,146,88,72
f38c0f0b-8890-4686-b6b4-2e1e56a41c80,70,96,122,78
006fff95-fac8-4c3e-92c8-04214305dbce,86,68,170,42
21591595-f620-4c9e-b5ed-6f57d47541e6,68,152,124,22
e6a52ad8-8ef1-40c9-8c59-7fc76b80f173,44,214,84,24
0ab510c1-0bdf-48f7-a049-e1c462986a01,120,46,170,28
8087183b-4a47-4ce2-93e2-037c67b1ed95,64,78,206,16
c7189741-6f10-49b2-bca5-804d09fbdb7b,86,30,202,46
a102db96-ea7f-45b8-8b85-e691c3a5635a,58,120,140,46
262c594b-fe8f-40a3-8f5d-fda7003cf28e,82,66,190,26
e26a2cea-dac9-45e3-8874-b2f676639eb4,82,92,182,8
96d0b0df-6748-45e9-bde3-ceeddca5d810,66,134,134,30
ebe07b06-475a-4290-ab36-ff739ee726fe,14,168,20,160
a151500d-37a4-4ad5-8c67-bbe9e2cc65d1,44,210,86,22
51cc9695-cd86-4beb-922c-7cf83e440a61,70,88,148,56
f46f08d3-f144-4487-8edc-3dba33d198fa,70,92,150,50
681c2ab5-2496-4719-9a43-8601b2199285,80,66,172,44
e15f6925-5114-4418-a347-cb8d1553b6ff,90,44,206,22
073e3e33-962d-48ca-9bb9-df902cbf8f2f,110,68,146,38
a039f82e-9742-402b-8f81-6225df506454,66,144,110,42
c5483e0b-669d-4616-814d-a6c03c4926f8,14,272,24,52
75db0f39-ed12-4e49-a3d7-2a815f5c2f38,62,124,100,74
381566dd-4cb1-4af4-b91e-2dbf83fffc09,78,94,144,44
fc16c247-9343-4c88-8742-2354149143ec,80,58,168,54
ba619156-860a-4615-8d29-938ea39e14c7,90,86,164,20
3e1e78a0-cfe4-48c9-bdf1-e6b73b2ab1ff,22,216,62,60
25b73f02-0bb6-4a26-b994-bcd5ea908b8c,68,122,134,36
441481dc-c267-422e-820c-59267d89ff88,88,64,178,30
ae1068fa-1277-420a-aaf2-1695f0faaca8,38,210,80,32
14f9b778-f45d-4e5d-852d-a3bea487966c,82,146,104,28
68485434-7a6d-4b66-a17e-413a2b5f21d9,96,84,176,4
429358c9-c3ef-4626-a980-6d7b7da8accf,66,114,104,74
c3a1b245-3c67-4372-8f5c-a973a8840278,66,114,114,64
ac21775b-26d3-4786-80fa-8b955c4c0740,68,80,154,56
caac0d1c-f13f-4c43-80c8-0eb50a21450c,86,34,204,34
95b0a266-edbf-444f-a6f9-07ab305a32b2,86,56,170,46
3e4a2149-df32-4a57-b515-d6fc6c3a1c10,50,190,72,46
9b47f9f0-140d-4cf1-97c4-0be3d1b58e18,62,174,84,38
2d5ddc17-a95d-49e9-9cb3-68733787e56b,96,90,140,32
d50704d6-6d06-4c13-a9d5-b58f46479b92,86,98,154,20
229d1b48-8ca0-41f2-8a59-030d2d4b359b,70,84,82,122
9bdf478f-6d0f-486a-8d5e-5234b9ed2a4a,70,78,168,42
228f39ca-25b5-4796-bef4-a886819bdf12,52,170,104,32
90f4d5c3-6b64-48e0-a7ce-b560b249b0c9,60,78,202,16
1cc91113-6294-443d-99ed-dc59a23a505f,64,126,106,60
e5c37c88-5ac1-4915-a317-971ee16b9c08,34,272,40,10
ac165494-9395-4bd4-8d58-9a87f71a82db,90,48,192,26
c235473c-4e55-449d-8335-d063f34788e7,42,200,114,0
5fb74ef6-2f89-4efc-866c-a87bba7e0fc6,36,218,70,32
7fdc290e-71cd-4669-918f-4bb825be740a,100,64,174,18
0d3bb780-c8d3-4ba0-89bf-5defdd1a1254,104,50,190,12
4a9578b2-9124-4281-b9c9-a2ef17eaacf0,70,78,160,48
ffa91cf5-e722-4df8-a5a6-aeebf797d86a,108,40,182,26
714085e1-3db0-484c-a894-de161d7ea8ed,66,120,104,64
3e421b37-0a0a-47d2-a7f0-165781d86bb5,72,118,102,62
93929833-1000-40ea-b487-02ceb4dd936d,92,10,188,64
65e4a529-9e78-462f-83a7-6a11c88334f2,92,58,178,26
6c4a006a-4baa-4ac1-8c60-7f248dce9458,56,124,160,14
6f2e11b3-e774-459b-b8f4-89f8dd3b83fb,82,126,124,22
0ad7173e-8f9b-46d6-923c-0f29bf9bf518,92,50,172,40
434581f8-2ba3-4421-bbb8-442fd2eda06f,116,44,180,14
b60fefc8-9a4f-4df9-b96a-a6f8e2244ff9,36,146,52,120
7026c2c8-eb54-447a-8696-5bdbfbfce24a,88,66,146,52
7db72284-ab18-4764-845f-f1dc6245e0e0,32,208,78,34
ba20bc72-2d5b-43fe-9a47-1c3e97f01627,70,106,106,70
d468fd72-bd2c-40ef-ac68-596f4fe26d5d,84,128,108,32
e33ed97f-63af-4ca9-86f9-36be4ad02bbc,94,44,194,20
51708b92-8b2c-4756-88fb-e845bdac2706,86,86,126,54
2d8bf8f2-08a9-4506-9bc4-b3c4275d2c3e,90,38,184,40
450523ac-9df3-43f0-a50c-d085e5700735,84,26,210,32
34b56d29-4042-4dd8-bbd8-b9cdf5d9cf7a,108,28,194,22
7ad2a394-4cd4-430c-b352-78c3694596c0,50,148,108,46
d54fe402-9d1b-4312-b9d4-7f3f8ec39b8d,96,62,170,24
7fe6b609-b5d9-4681-85ee-827fab9863b8,34,102,126,90
edeccbe7-bd1f-41f5-8dd5-620f3edad0e1,22,228,32,70
d15977d7-cc47-416f-a1e4-9f3abb96b8c3,84,80,160,26
36c00b4c-3c5b-48e6-a22f-02ea1b4f1cca,76,72,142,60
6c6ee66e-75de-4e05-999d-8726243a218a,88,76,146,40
c206589a-b9d8-4f42-9064-d11a5fb1c1d9,50,126,124,50
2b8b0f8d-5026-4e8b-bad8-e2415e69b3b9,72,68,158,52
2e56460e-e89c-4d45-aa2c-30beaa47acdb,90,12,160,88
906c82e3-fc59-4b52-9eeb-87713b66c585,54,146,122,28
8cc2d3b3-20a6-4dd7-9146-929e938b330f,88,38,210,14
1eb25e2c-25b3-4f88-8bae-94e70119f4d8,62,166,92,30
84e90b84-022b-448c-bc9e-d1f23e3765a1,86,94,160,10
49f482fd-2d4d-469f-ad5a-561d4e1b7264,92,46,170,42
572aa9a0-e6f2-4f46-ad3f-547a9f56be51,116,48,186,0
08693adf-e2d9-4b27-8e13-721debc238aa,64,92,80,114
d49390ec-000f-42db-a302-ba1de1a95925,86,78,144,40
4b4be292-8b6d-4bac-b9c3-819ebfd9a739,64,104,110,70
5ae49cd2-2abb-4d1f-9ef2-b66b943d7a45,74,72,150,52
1fe03500-0932-42bc-a11e-ace316e3b5ea,80,100,154,14
fb9ad922-f888-4b76-a3b2-4ca1d2002f88,58,186,72,32
c3dc9636-a159-4a2e-86e2-3602d29e6960,70,48,156,74
499df87b-8475-416d-ac0b-5aba51d5b4f3,78,78,128,64
f3ccd09d-f622-4059-a708-737055b93016,92,60,160,36
a1c87816-ee68-42db-88dc-3919dd936d16,58,108,146,36
72381892-1539-4b8f-9517-5fb98071b6dc,98,36,202,12
c9f36918-9018-4ee3-afca-43fde9f12035,58,196,82,12
b6982672-6a70-492f-bf77-8cf75eaa588f,92,80,150,26
72c2b481-46db-46f7-b894-8fed3daecdbc,96,76,150,24
cf7dc5cd-b217-4b72-a812-1f88c39534a4,80,86,146,34
e42c9725-0862-4aa5-badb-ad13b167fa52,60,98,156,32
b18ad701-469a-4351-bbef-562e2a194e11,72,142,100,32
982bdd43-4aa0-415e-9e33-9c1a74e784ac,110,66,148,22
37c22056-0971-4a9a-bbae-025b32ae7af2,62,160,96,28
72167fd2-e229-43d2-a2fd-3de5461ea2b2,92,86,152,16
47d8cf0a-114f-41bc-9032-f475ec1cd350,80,78,180,8
494a790f-a79e-40c5-96c8-5b5986d70099,94,28,200,24
55abd80b-250f-4850-948e-81aa13ad2737,36,186,76,48
54f9102f-8916-442f-8ebf-b2a20adf0608,74,112,140,18
648eb830-cbd8-45d7-baa7-ca49f3f232cf,68,68,166,42
2dae89bc-f629-4d47-a648-d6ac29bc6138,68,96,140,40
244721e5-3212-4a05-9ede-763da9ceab7e,100,102,134,8
d08c82a9-5189-4cb7-ae2b-160ffae9d4d4,74,80,156,34
54b0f5ec-72b7-4b22-b545-9c2c8c09261e,50,82,194,18
5d25640a-194f-4a52-a35e-9ba844574dc3,26,188,74,56
c392bcbd-b7e9-471d-b5c6-e1cce4f1cafb,82,20,216,26
bdce5f3f-304d-421a-b65b-215b39ddfa58,82,22,234,6
7757e700-5a23-4d0c-8d13-10f952ff2c2a,56,98,90,100
850dc036-09aa-40d1-96dc-9197e31d9a75,34,154,78,78
9630df9f-f17e-4f6b-ae21-e4785d91f316,18,110,24,192
1293f9b6-b656-487a-b15b-15cd6ea99cd6,82,6,212,42
f432b94f-1b8b-4671-927a-962e45a3d90e,110,54,174,4
b441598e-871b-48d0-b77d-c27852784d74,78,34,200,30
2aedad1c-3ba6-4f46-9c7c-d3cdd5fca6ef,90,82,132,36
3e8f9b7c-7c42-453e-af77-2ab49ff56100,58,136,96,50
cef09f8a-76ac-48c1-b633-1d6e9e2d29e9,86,64,156,34
e3dd6f37-4279-4020-a0c3-9bb2a0a4844f,74,104,126,36
515973e1-2bf6-4f4c-9f42-ecd56ef18647,70,96,132,42
33a14dc9-08ce-4856-8878-d85b2c437b74,20,154,50,116
900691d5-2922-4866-bc09-71d66c13106f,70,66,178,26
7ae86c42-2296-47a7-83ba-4b66382ff6f6,26,212,70,32
df2337f5-e791-49c0-aded-8fb513fd016c,32,280,22,6
f0fd5b36-1c73-430b-bee5-e8848a9bcc5e,80,60,178,22
384a963b-8534-475b-9100-b9d75ca643de,66,130,126,18
9987b208-4dbe-4cf8-a8c9-0f4aafb5acea,96,34,196,14
6b2d6fa8-bbf8-4f55-bee8-72137c682021,80,96,96,66
891db2a1-b589-4878-8915-7334b67104af,68,114,118,38
3ee56ba8-fca2-405f-9d8f-32b0dd39a854,82,82,144,30
0469bf31-de28-42b4-9029-5b534e3f7673,68,90,90,90
7b33792d-175a-4de0-916e-e8b505d6ddec,108,46,154,28
7b128fec-32c1-4d58-af11-21fd898afeb0,68,114,136,18
d68c16cf-4bbc-47e3-ad14-a6b005d1af92,76,86,130,44
b9dba4d6-a35b-4aec-aa6f-24eafccdf4f8,90,130,110,6
cf078300-45c9-4442-a129-27fdc14f4f5b,70,56,146,64
fc713bbc-e32a-40b8-932f-9c383458398b,86,22,192,36
10997ba7-4357-4d2a-91e6-181821b9c556,80,88,142,26
93c40c00-4bb7-4d0a-97cc-6f6e6f68163c,74,98,144,20
8d9d8390-eb2d-44c0-af27-78b25919e0c6,90,40,200,6
8ce5274e-3067-4ff0-96a2-2b92a45a88d5,82,98,134,20
24476b74-dc59-4a50-9076-65b9271334be,30,208,78,18
05a6d68d-c3e3-4e05-aa3c-3346f81490e9,60,94,158,22
fcdf3d17-5363-4214-9788-483c3724c95f,56,144,114,20
60d50770-628b-4ac1-b99e-ff8b8ab3c46c,70,84,152,28
d86930b1-6a95-4977-b428-a6b90a3b1fa2,82,6,210,36
2979f4ba-a0ab-420c-b15e-d6e958b0be54,84,102,132,16
7b2ed1e5-f3ed-49dd-8f3b-101607e2fa9d,60,166,86,22
0218131f-a88b-45db-978a-8297b966ad2c,44,114,98,78
dd5cd9b0-41e2-4e6e-9631-f688712842e9,36,178,94,26
290c2143-9cf4-443e-9e2c-7063a9dc3678,78,100,152,4
652e4435-709e-4042-b1ee-50ac1fc20e15,50,112,90,82
8219fc2c-23b5-496f-945b-7e6eeb20b828,54,162,104,14
0b554322-8255-4b41-bbec-827de8687289,96,50,168,18
ee7b0302-d13a-4403-9bf9-d3485ca71519,72,122,98,40
6b9e34db-2c43-49b5-8b0a-2bafcdf4c141,52,136,132,12
26eeda96-5ad5-4b0a-84ff-345aaed7407a,96,44,184,8
e3dfd756-b609-4107-bd04-b8a07fea1208,40,156,84,52
e435a014-1297-486b-8d82-1d325b47aefe,30,202,64,34
e01dc6e0-09ff-4e36-b1b0-da9b68d91014,86,64,148,32
5d3dc710-3cc9-4372-a351-4f873d000f83,80,86,138,26
1b45a862-5dcf-4913-b734-ddca8642e417,50,170,78,32
d9ba3970-5f81-4d6a-92c4-01a863ea43a3,82,130,110,8
6f9f836e-cfed-4740-83fa-b56af113b1f4,82,152,82,14
0c9e641f-b305-458b-8000-95674c6d4d20,46,194,74,16
8018ff10-913a-41d5-a5a7-ae305581aac4,30,198,58,44
c405c5f6-c3f2-4b62-beb9-ff8683f56146,32,100,102,96
f055bd1e-8774-4f1b-9396-bcce831997b8,76,132,90,30
3ab925ff-eef6-49b3-90f6-2571738b7568,76,84,144,24
672f808b-2a2f-4edd-8654-479378f70d4f,88,56,180,4
882dd221-9900-42b8-927d-4770b71775f5,68,96,146,18
0af9d2a9-2a0a-42ac-8f3a-de751cbb85cf,70,90,154,14
23c68b5b-bd24-4df9-880c-38cc34994f41,74,64,166,24
b77ef26b-79b0-40ef-b5f0-ce76c32b5d7d,96,40,184,8
d172229a-d73f-488d-99ab-c893fb796421,60,74,148,46
cecb8343-b5f2-42d4-ab9d-c7b75dcd4465,56,128,136,8
04bc3357-c750-47ac-8774-83445fe63d0b,18,188,42,80
cbabf417-0e82-482f-906b-fc0421820bd2,8,84,12,224
7c8915ad-22a0-44c6-a104-223231f897ba,88,42,186,10
916e7010-83d7-47a0-a503-a31c9a3a9cdf,84,58,146,38
cc0dbd70-9081-4d51-a5f3-46d43a0aa2d2,48,142,74,62
1001fabb-1920-44a5-a729-2dd313e9c1bf,66,108,140,12
86a519a6-a887-4ab3-bb20-dd37aec23b70,58,90,126,52
0020ddf2-66de-48af-b2e6-58ca7bf84960,52,188,58,28
e2e80093-c189-44c4-8326-e0880a1e6fa0,78,88,116,44
4ed096fa-8ec5-4af9-97aa-655111ee0973,64,134,106,22
1d285b89-90d8-4df1-8a0b-a898ee3ece6a,38,208,76,4
60d26052-36fe-4459-8c09-ab8caddda255,80,54,186,6
b6bc7753-4633-4615-abb6-f2f34032554a,90,48,178,8
caf7567c-a256-405d-8b67-fed97184076a,82,58,146,38
e8a3e1d3-d4ac-43cc-a2a5-50d7b0d213f9,72,72,136,44
9e602c6a-5a26-417a-99c0-6caf00f9d382,80,78,140,26
a47922ef-e65d-46dd-990d-570cdeb7aa42,64,90,156,14
c6ff4c3e-926c-4864-8bbc-f510c0e846f5,86,26,148,64
86b7d25d-2dd8-4ae9-8aed-30a574fff747,4,146,4,170
e71ce387-9428-4d63-a429-94fc3c6b0534,68,66,148,42
91b4e397-f651-433b-bfba-8637bd007e41,74,108,120,22
38818f6e-b19c-4c00-b029-68098c37fe65,78,48,184,14
d7fa4661-1001-42c3-a88a-4c0355b4e5a4,48,146,98,32
52b25b6f-c113-443c-b9ca-507edc207318,60,124,100,40
f93b6474-f9cb-4ef8-903c-b6c235b51762,98,44,172,10
7f34de6a-7fa2-4252-a795-7cc2636ccd81,44,202,64,14
df42bc55-39fa-4e05-9349-0b24c3e6abe1,14,236,34,40
8b06904b-699e-4d7d-bf8e-593a208e4a83,64,124,116,18
70fbb639-845b-4b91-8076-70dda4481717,54,80,134,54
a03b0946-12e5-46d9-b531-060eda542adc,80,60,146,36
16d6cc28-8c0f-4700-855d-0621445dfa6e,70,62,150,40
419fe0a3-4db8-4f53-babf-240cb4309be9,82,70,144,26
97515ff7-f8a5-4c96-8971-641217907600,50,154,118,0
6d114be7-c89d-4c2a-aef2-a2e732d39b9a,62,144,96,20
bf2326bc-60fe-4879-bf92-9ec59d0faeb9,56,146,86,34
c1772c4b-b8f6-457d-9003-4c563d4910c0,76,32,178,36
9b423570-8a9f-497a-a685-ab4deb6eb410,78,84,140,20
a7c85796-e7e5-40f4-8969-2192963544db,100,18,188,16
4c57f597-4cb0-4d0d-b75e-4636a5cd5cf7,96,40,174,12
17c84ac5-9be9-4571-90bd-7df01ad8196c,92,68,152,10
869fbab7-c381-4fb2-b99e-afedd7a208a9,74,90,130,26
6d36d3f8-7012-471a-8f2f-325201736751,40,106,88,86
94abd907-baea-448f-8d62-b43218855b98,78,86,124,32
5c4fde1f-c2c6-4bf4-a031-0ee3024705db,88,54,174,4
986a88a1-0fc1-43cb-9ed6-ffea320a1e73,72,48,180,20
7a5e1bb0-d6ae-4269-aee3-0bc0f874693c,46,182,70,22
965cc6a5-9981-4596-8c18-7d64e4d14cf8,70,76,158,16
b6a87c47-66a9-4cac-b54e-cae23e0cd701,94,36,178,12
473efa0a-0146-4312-b8eb-8f0dac3043d1,46,148,94,32
ff878ea5-bfee-4866-8c1c-e23c75ac580c,12,262,32,14
71af3398-b574-4890-b603-9b6fb76aae01,56,140,114,8
a34beb64-8e6f-43c3-bf25-8b6643f8a205,86,44,176,12
5fbc0f2f-dbe7-4155-9845-4f8077de6f1c,66,62,162,28
3214ba27-54c8-4732-a4d1-a42227dd2c5a,100,2,164,52
10f5f1d0-0771-4397-8600-8e7f666fc3e9,78,8,144,88
a79c5f79-3b74-4684-94f0-56b263c9572f,84,46,164,24
0e1f4923-4082-46df-bace-d22b4934da79,68,128,102,20
8d30a18b-ab33-49c6-b236-a8987a38e1b2,52,178,66,22
22172f77-5ba0-4ab5-a2ad-5c684ab52580,46,178,72,22
17b4a61c-cb02-46ec-8264-7ee86d312c9e,58,122,102,36
27ec10ca-c38d-43e5-8af5-ac3f706154ed,88,82,138,10
7ba03262-16d5-4822-825b-7a206b0cb2bb,90,58,156,14
4191b72c-5113-4692-8bf9-48899c4a53b8,84,116,100,18
65cd753e-9819-400c-aa6a-e80cf76c3956,52,164,86,14
3d759906-5cf1-48c5-b4ec-fcc58338824b,78,28,176,34
41738b78-168f-43ce-bf54-9eb146c08ffb,82,48,150,36
d29bcc2a-1d46-46c1-8af2-b57de47c1b7a,74,30,178,34
f429cf12-3b00-4aab-92fa-9d62d2695482,88,56,162,10
f4a9530b-1992-43e2-bc99-4111c3273d48,50,178,66,22
7d23fa27-3eba-4a59-937b-be2da0768537,50,178,62,26
79cfad8a-1f13-4af9-bc5e-e4b9446d7be2,46,180,68,22
a600b0e4-f59d-46a7-b5cd-df8d8d36ec86,94,44,162,16
b0273303-1bbc-40cb-8a38-8ead5b33edbd,90,38,176,12
7262423c-c5c3-4ecb-8241-2631717992c5,74,60,148,32
ae93d16b-65b7-4b03-bcc2-a5f4c67714b4,88,38,180,8
3f202a1b-57d9-4435-a766-44edb96dcdbb,84,44,166,20
043be36d-337f-4729-919c-32b1635e2885,80,10,190,34
9dd793a5-7d16-4552-a309-60e3c6d4b1d1,52,74,132,56
184051fb-9a8e-47c5-8d3b-192e803d688e,74,48,170,22
43de99aa-c9fd-44c8-ac9d-f0175d5808b7,56,128,100,30
c497cdf1-5fae-42b3-a172-d587254222e9,64,134,96,20
6db2bcf9-a6dc-4bde-884e-99078e4e9bd9,72,104,96,42
fc6200bc-185b-47f7-a0e8-666732b2ba53,30,194,68,20
ed846ceb-676e-4404-8329-d0b71baa721f,72,82,138,20
8ea3eba4-412d-420f-9013-3962d3c661d3,86,30,172,24
803aa0e7-1c15-412a-8eeb-85d341994c93,62,76,130,44
d61dffd7-9449-437b-8ce6-e8e04c9a446e,86,50,172,4
3bc35d5d-d05e-4c8d-8ab6-2f8d2330cf7c,80,48,158,26
287a65e0-3a01-40e7-88f8-5aa362bc66f3,48,164,70,30
8bc7c7ad-4c9c-4bd4-b399-957d9c5fdae4,88,44,158,22
796251c2-a339-492c-b63f-127be396f245,70,88,114,40
6656f4ef-0ff3-481d-9f1f-1d4761c89906,58,162,92,0
7558dde9-ce8d-492b-9373-d3b7704fbab2,58,166,74,14
c2bfd6a3-e3a2-4607-9d2f-d6a2cc51f1ee,82,32,168,30
741530d1-23b4-49fc-bec2-91e763f8d251,76,44,172,20
ebf5ed0f-d73f-4f0e-972e-c15dc2b794be,90,34,174,14
f504bd1d-af44-43d9-9edd-6be86e93c6b3,84,52,162,12
479adc82-2f3b-4974-b580-2d4ed23f4259,72,120,100,18
76bc38af-2fee-461e-bdaf-232d2237ae7e,86,90,130,4
5a9f7277-065a-4da7-a7f4-a5323a4b34d4,72,126,90,22
c1936a1e-735e-400a-9235-bb1117646ae3,56,168,86,0
c9c8f646-163d-426e-bcd8-390eb0839fa8,48,64,116,82
6e210532-9520-4fab-bcf7-95a90e96adb2,74,44,166,26
77657e1f-5b5d-432b-819d-6b8f53091a08,92,40,172,6
7eb6ccd6-8374-47e9-a5a5-9e937e316d27,88,36,176,10
5b903f66-10ed-4cdb-a71c-82252e5d8110,8,242,26,34
3cc141e8-0a8c-4e53-87c7-56f218d3eb3d,68,102,118,22
addd34a6-49bc-4fef-bd96-1743b8ea899d,60,108,116,24
d85e002a-e348-4afe-aa83-6b82bfe3df80,80,42,172,14
bc03b9f0-ee34-4fd9-ab3c-65967122594f,62,88,140,18
4f0a98f2-e320-489b-8611-9002d9e1ab61,72,24,190,22
60c51b9f-777f-4482-879d-4fb73535995d,52,46,144,66
59f6fbaf-17f3-40a5-88ff-125cb80050f7,70,114,88,36
04fa445b-1cc4-45be-a427-b6d7ad33dc7a,100,6,168,34
d17a5486-cd6e-4be2-8db4-c8c90cb17142,72,44,150,42
7a4eae63-f706-4838-a740-600b0aeccc48,52,164,88,4
b8e5911d-c8ad-48f0-92bb-9733bf178aff,44,84,160,18
2894d673-39cb-4914-ade6-d4021bd2867b,62,108,128,8
7a40cf9c-0f43-4053-b9a1-5b5567157acd,68,82,128,28
ad85eb1a-1bdd-4d45-b3f8-5490f5b78dc4,74,44,138,50
91c5ed7d-bd4b-4142-ade3-68524402a0a1,74,88,98,46
f79601d9-6101-4219-b749-e96c2a224d6d,80,66,144,16
179ca8ea-1ee3-4cd0-9c9c-5ea8c5899ab4,70,50,132,54
55b84f2d-df0b-4ab3-ae8c-37b7f0569976,50,132,62,60
fa94bcb2-e216-4bfc-8e1e-f4921c0dbf40,72,40,136,56
a6b23446-9ec7-4604-b89d-92faf77ea794,48,166,90,0
7206eff1-655d-41fd-869f-2d70477f5d54,78,64,104,58
a9267b63-2145-4a3c-8f60-3b82a5670b6b,94,42,158,10
69d5373f-876a-48f0-8852-9038b0380b5e,24,204,44,32
b4e1d6a9-4c3f-45fd-8a27-f363ec2b476e,52,106,132,14
7494d98c-e38a-42da-bc25-b2c4f517966a,54,40,178,32
d13f0664-3686-4d3e-9695-3b7405b8c5ec,56,132,66,50
24e766d2-3c1a-427f-a28e-4962b3498641,90,30,158,24
414d95a5-c4c6-4de3-a03c-40e7f30f84bb,82,52,132,36
