KEGG	Percent	Count
K01710	0.000244073	11
K00137	0.000576899	26
K07486	0.002063524	93
K01192	0.004348933	196
K01192	0.004127048	186
K01192	0.003594526	162
K04045	0.001397871	63
K01887	0.05078932	2289
K12309	0.002751366	124
K02099	0.001575379	71
K07483	0.000532522	24
K02317	0.000931914	42
K02238	0.002130089	96
K19689	0.001775075	80
K07687	0.000687841	31
K22650	0.000732218	33
K13255	0.001020668	46
K01990	0.000887537	40
K00549	0.002751366	124
K09681	0.000488145	22
K02344	0.00028845	13
K03327	0.002529481	114
K19575	0.000643465	29
K00549	0.001309117	59
K02172	0.001175987	53
K00067	0.001198175	54
K13013	0.002440727	110
K11102	0.00184164	83
K00058	0.001575379	71
K17318	0.002951061	133
K21573	0.083384126	3758
K00880	0.000266261	12
K01893	0.003017627	136
K15778	0.001686321	76
K21572	0.047705128	2150
K22935	0.002019147	91
K03088	0.001087233	49
K07729	0.00042158	19
K01183	0.031906965	1438
K06940	0.001397871	63
K07496	0.002285408	103
K03168	0.07526316	3392
K23514	0.000909726	41
K01776	0.001264741	57
K06387	0.000976291	44
K16091	0.003971729	179
K01190	0.001819451	82
K07165	0.001664132	75
K23183	0.001464436	66
K03710	0.00142006	64
K06310	0.002729177	123
K23545	0.000909726	41
K23181	0.001486625	67
K23016	0.001752886	79
K23184	0.000998479	45
K00919	0.002174466	98
K05837	0.002152278	97
K23182	0.001508813	68
K23015	0.001353494	61
K23007	0.001775075	80
K01002	0.003039815	137
K01929	0.002995438	135
K14059	0.00197477	89
K15835	0.001775075	80
K03478	0.00084316	38
K01222	0.001020668	46
K01537	0.004792701	216
K06969	0.002374162	107
K02099	0.001819451	82
K01921	0.001908205	86
K03530	0.012691783	572
K07059	0.020812749	938
K00689K18206	0.008520358	384
K12113	0.002174466	98
K07059	0.023098157	1041
K21467	0.004482063	202
K03545	0.002218843	100
K10708	0.002396351	108
K18353	0.027269583	1229
K01284	0.066565295	3000
K03710	0.000820972	37
K02565	0.00142006	64
K10710	0.001397871	63
K12257	0.083361938	3757
K00174	0.059487185	2681
K00175	0.028711831	1294
K09808	0.034414258	1551
K12111	0.002440727	110
K02834	0.005613673	253
K06896	0.000621276	28
K00147	0.001020668	46
K21573	0.07555161	3405
K03649	0.015753787	710
K00537	0.011338289	511
K07644	0.002462916	111
K01192	0.004282367	193
K18350	0.003927352	177
K10119	0.001109422	50
K09482	0.002418539	109
K01843	0.054295092	2447
K00588	0.015043757	678
K00873	0.039850423	1796
K18349	0.001397871	63
K16345	0.026382045	1189
K03786	0.012891479	581
K01736	0.002573858	116
K00931	0.001264741	57
K02656	0.056425182	2543
K02199	0.033682039	1518
K07391	0.037942218	1710
K00854	0.00339483	153
K17319	0.001486625	67
K21573	0.033371401	1504
K10117	0.002085713	94
K10118	0.001065045	48
K17320	0.001863828	84
K07148	0.03042034	1371
K00868	0.022610012	1019
K07718	0.003461395	156
K02099	0.001309117	59
K21064	0.000110942	5
K01209	0.002751366	124
K00782	0.014311538	645
K17318	0.002640423	119
K18929	0.030442528	1372
K07718	0.002285408	103
K06959	0.004038295	182
K01262	0.002995438	135
K02003	0.000931914	42
K00929	0.002196655	99
K02004	0.002440727	110
K07114	0.050034913	2255
K01785	0.033482343	1509
K05306	0.000865349	39
K24180	0.001619756	73
K03183	0.000443769	20
K17884	0.017883876	806
K07720	0.003062004	138
K07648	0.048304216	2177
K18218	0.001952582	88
K00981	0.016286309	734
K00655	0.012669595	571
K21084K20965	0.002773554	125
K07407	0.067164383	3027
K01198	0.043977472	1982
K03088	0.010428563	470
K05349	0.066520918	2998
K01681	0.00155319	70
K02956	0.009896041	446
K02950	0.000754407	34
K06207	0.054006643	2434
K07237	0.00028845	13
K07240	0.012181449	549
K02355	0.002396351	108
K04028	0.000443769	20
K02992	0.001042856	47
K04021	0.002241032	101
K07240	0.013202117	595
K01610	0.0571574	2576
K01520	0.000155319	7
K00012	0.001908205	86
K03763	0.009274764	418
K03526	0.00142006	64
K02358	0.000266261	12
K04763	0.001641944	74
K03327	0.000954103	43
K13940	0.001508813	68
K00796	0.001797263	81
K06950	0.001264741	57
K01495	0.000776595	35
K11754	0.002218843	100
K10797	0.001508813	68
K04031	0.000310638	14
K03169	0.006279326	283
K13788	0.000110942	5
K00971	0.034547388	1557
K08884	0.002196655	99
K04020	0.001730698	78
K08316	0.000133131	6
K04027	0.000532522	24
K21571	0.018993298	856
K18434	0.002729177	123
K06894	0.063747364	2873
K04032	0.000909726	41
K01251	0.039850423	1796
K02823	0.000976291	44
K03630	0.000687841	31
K01465	0.001331306	60
K00609	0.001220364	55
K02082	0.001686321	76
K02242	0.022188432	1000
K00954	0.000554711	25
K03657	0.000177507	8
K01818	0.000221884	10
K10985	0.00084316	38
K10984	0.00084316	38
K14060	0.001042856	47
K03481	0.001198175	54
K12373	0.004437686	200
K01628	0.001486625	67
K02080	0.001220364	55
K17828	0.001375683	62
K00848	0.00255167	115
K10986	0.001020668	46
K15540	0.000687841	31
K07483	0.000599088	27
K07352	0.001442248	65
K01751	0.000221884	10
K07346	0.000643465	29
K06283	0.001641944	74
K03566	0.001220364	55
K06946	0.001531002	69
K00266	0.001508813	68
K00265	0.007876893	355
K07139	0.001619756	73
K07648	0.002196655	99
K20926	0.001619756	73
K02431	0.000776595	35
K01218	0.002107901	95
K00761	0.021234329	957
K06897	0.000998479	45
K18954	0.020479922	923
K03090	0.000798784	36
K19575	0.001286929	58
K07786K03446	0.035079911	1581
K03543	0.029621556	1335
K12340	0.041159541	1855
K14059	0.002951061	133
K05340	0.025139493	1133
K22390	0.053030352	2390
K18142	0.002019147	91
K23253	0.002485104	112
K06412	0.000443769	20
K00975	0.001930394	87
K00975	0.001952582	88
K09969	0.000754407	34
K16370	0.001664132	75
K06398	0.001531002	69
K19824	0.001242552	56
K02099	0.000665653	30
K02484	0.000621276	28
K21084	0.003283888	148
K06973	0.000865349	39
K07776	0.000976291	44
K22405	0.001575379	71
K02003	0.000776595	35
K02004K05685	0.003483584	157
K01092	0.026182349	1180
K13936	0.002152278	97
K12113	0.001641944	74
K00852	0.032883256	1482
K11392	0.00197477	89
K00852	0.026848002	1210
K21573	0.076283828	3438
K14082	0.001664132	75
K21572	0.04513127	2034
K12308	0.036433405	1642
K21573	0.090928193	4098
K21572	0.044465617	2004
K03335	0.000865349	39
K07090	0.001175987	53
K02026	0.001242552	56
K00010	0.001730698	78
K02025	0.001175987	53
K03335	0.000820972	37
K02027	0.001752886	79
K03547	0.002041336	92
K02529	0.001619756	73
K20469	0.000155319	7
K03431	0.001664132	75
K19353	0.002130089	96
K01710	0.001065045	48
K00796	0.001331306	60
K16703	0.001220364	55
K01924	0.002085713	94
K02315	0.00113161	51
K00963	0.000998479	45
K03307	0.039828235	1795
K16711	0.001508813	68
K00948	0.002351974	106
K22397	0.025672015	1157
K02099	0.002152278	97
K16089	0.056225486	2534
K01223	0.001863828	84
K07559	0.000665653	30
K21084	0.000355015	16
K19575	0.000266261	12
K15268	0.000865349	39
K00790	0.001886017	85
K02909	0.000377203	17
K18908	0.002152278	97
K00945	0.000998479	45
K00099	0.00142006	64
K00981	4.44E-05	2
K11749	0.000110942	5
K13630	0.000133131	6
K13632	6.66E-05	3
K14287	0.001375683	62
K23236	0.000155319	7
K08317	0.001020668	46
K21900	0.001597567	72
K01222	0.00226322	102
K03744	0.000643465	29
K19354	0.00028845	13
K01807	0.022942838	1034
K07729	0.002462916	111
K23684	0.000732218	33
K01190	0.006567776	296
K11068	0.018704848	843
K07487	0.036144955	1629
K09817	0.000643465	29
K00783	0.000355015	16
K09815	0.000465957	21
K21021	0.002285408	103
K20866	0.001331306	60
K01308	0.001242552	56
K01939	0.000155319	7
K01169	0.001397871	63
K01809	0.000732218	33
K01759	0.000310638	14
K18138	0.075529422	3404
K18898	0.031485385	1419
K18954	0.02886715	1301
K09781	0.000820972	37
K00029	0.058333387	2629
K07356	0.000665653	30
K21962	0.024451652	1102
K21453	0.017151658	773
K09477	0.000244073	11
K18139	0.036677478	1653
K21087	0.000998479	45
K19337	0.001464436	66
K08234	0.000798784	36
K01223	0.00197477	89
K06073	0.00084316	38
K03149	0.000998479	45
K03154	0.000177507	8
K03148	0.001087233	49
K01129	0.002196655	99
K01243	0.00084316	38
K14060	0.042801485	1929
K15724	0.000266261	12
K01845	0.002174466	98
K23228	0.00197477	89
K02742	0.04881455	2200
K02662	0.000732218	33
K01599	0.002107901	95
K07705	0.001309117	59
K05982	0.001042856	47
K00091K21009	0.003084192	139
K10439	0.00339483	153
K00949	0.000199696	9
K14153	0.001020668	46
K03147	0.003017627	136
K07740	0.001153798	52
K23546	0.001708509	77
K03426	0.000931914	42
K18855	0.002196655	99
K03783	0.001220364	55
K02601	0.001264741	57
K23292	0.000931914	42
K03496	0.049568956	2234
K03043	0.006745283	304
K03046	0.008586923	387
K02867	0.001264741	57
K02863	0.002085713	94
K02864	0.001353494	61
K02935	0.00113161	51
K06885	0.001353494	61
K05989	0.004393309	198
K02854	0.002241032	101
K10563	0.000443769	20
K14052	0.000488145	22
K09470	0.002063524	93
K19200	0.001042856	47
K03709	0.000576899	26
K09473	0.000776595	35
K14056	0.000510334	23
K21744	0.00042158	19
K01689	0.001286929	58
K03647	0.000488145	22
K07279	0.000244073	11
K03778	0.000687841	31
K07484	0.00042158	19
K00852	0.002041336	92
K09472	0.002063524	93
K01624	0.001531002	69
K14268	4.44E-05	2
K23237	0.001930394	87
K19244	0.001819451	82
K01512	0.000665653	30
K09159	0.000355015	16
K01745	0.003927352	177
K05020	0.002196655	99
K19168	0.000244073	11
K10439	0.001464436	66
K10441	0.001775075	80
K07262	0.000998479	45
K13772	0.000776595	35
K03335	0.001486625	67
K14060	0.000909726	41
K05349	0.002729177	123
K00619	0.000665653	30
K23237	0.001309117	59
K03716	0.001242552	56
K19181	0.001863828	84
K03079	0.001375683	62
K01599	0.001996959	90
K02855	0.002019147	91
K08223	0.000266261	12
K01990	0.001575379	71
K02160	0.000931914	42
K01961	0.001908205	86
K03975	0.000532522	24
K01963	0.001309117	59
K03324	0.001065045	48
K01962	0.00142006	64
K00991	0.001087233	49
K01207	0.001863828	84
K13612	0.00042158	19
K05833	0.000643465	29
K02990	0.000377203	17
K05832	0.000443769	20
K02078	0.000554711	25
K02760	0.000488145	22
K03491	0.002507293	113
K15827	0.001109422	50
K15833	0.000931914	42
K15828	0.002085713	94
K02919	8.88E-05	4
K02963	0.00028845	13
K03436	0.001065045	48
K15973	0.000554711	25
K00648	0.001331306	60
K01619	0.000199696	9
K02371	0.001264741	57
K03076	0.001309117	59
K00939	0.000776595	35
K01265	0.001375683	62
K02518	0.00028845	13
K02881	0.000732218	33
K02988	0.000931914	42
K02907	0.000177507	8
K02876	0.000465957	21
K08316	0.000465957	21
K18837	0.000399392	18
K00954	0.000488145	22
K18838	0.000510334	23
K03630	0.000399392	18
K02933	0.000887537	40
K01270	0.002462916	111
K21472	0.001508813	68
K07816	0.001065045	48
K11392	0.002196655	99
K06183	0.000244073	11
K02855	0.00197477	89
K10188	0.00297325	134
K04651	0.000532522	24
K10189	0.001331306	60
K06933	0.001264741	57
K02777	0.000465957	21
K04652	0.001309117	59
K06410	0.001730698	78
K02855	0.001752886	79
K01223	0.00155319	70
K04655	0.001641944	74
K02759	0.000266261	12
K01778	0.00226322	102
K02761	0.001686321	76
K02994	0.000687841	31
K22900	0.001175987	53
K14244	0.002906685	131
K06411	0.001331306	60
K02961	0.000266261	12
K02874	0.000399392	18
K02895	0.000266261	12
K02931	0.000931914	42
K03704	0.000465957	21
K02890	0.000532522	24
K22104	0.001220364	55
K02982	0.00113161	51
K03326	0.001819451	82
K02878	0.000665653	30
K01639	0.00084316	38
K02904	0.000177507	8
K02996	0.000465957	21
K02871	0.000377203	17
K03600	0.000465957	21
K03599	0.000798784	36
K02892	0.000443769	20
K02886	0.00142006	64
K02965	0.000355015	16
K00873	2.22E-05	1
K02946	0.000621276	28
K02906	0.001353494	61
K02926	0.001198175	54
K02372	0.000465957	21
K21613	0.001775075	80
K01939	0.001886017	85
K03310	0.001752886	79
K20950	0.000399392	18
K00459	0.001353494	61
K13684	0.000887537	40
K00645	0.001220364	55
K03819	0.000244073	11
K13683	0.000754407	34
K07149	0.00071003	32
K00059	0.001220364	55
K09458	0.001863828	84
K05306	0.000909726	41
K01711	0.001175987	53
K03818	0.000532522	24
K03207	0.000310638	14
K02377	0.001175987	53
K03088	0.001109422	50
K03430	0.001286929	58
K11209	0.000798784	36
K21430	0.001042856	47
K11534	0.000554711	25
K07258	0.001464436	66
K18967	0.000155319	7
K00111	0.002396351	108
K02445	0.001486625	67
K19688	0.000532522	24
K14441	0.00113161	51
Kdo	0.000865349	39
K11107	0.000244073	11
K01126	0.001065045	48
K01198	0.003217323	145
K02337	0.004304556	194
K23786	0.000554711	25
K00526	0.001464436	66
K03215	0.002041336	92
K00611	0.001664132	75
K19333	0.001331306	60
K00525	0.002884496	130
K07497	0.001886017	85
K16927	0.000998479	45
K08600	0.000155319	7
K16785	0.00155319	70
K22396	0.005524919	249
K22397	0.001597567	72
K07483	0.000399392	18
K18555	0.000532522	24
K02911	0.000244073	11
K03925	0.000576899	26
K14163	0.001619756	73
K07040	0.000554711	25
K03977	0.001863828	84
K00057	0.001597567	72
K08384	0.002107901	95
K03699	0.002218843	100
K07651	0.001952582	88
K02036	0.000621276	28
K08724	0.002706989	122
K02039	0.000599088	27
K02037	0.001531002	69
K03438	0.001486625	67
K02038	0.000754407	34
K02040	0.001220364	55
K21071	0.00042158	19
K01619	0.000599088	27
K00615	0.000954103	43
K00615	0.001109422	50
K01223	0.001863828	84
K22405	2.22E-05	1
K13038	0.001575379	71
K03152	0.000554711	25
K00567	0.000377203	17
K00868	0.001198175	54
K03767	0.000931914	42
K01420	0.001087233	49
K06214	0.000443769	20
K18909	0.000399392	18
K06901	0.001464436	66
K06518	0.000465957	21
K03525	0.00084316	38
K01104	0.000931914	42
K00705	0.001175987	53
K08744	0.000687841	31
K10190	0.001397871	63
K12111	0.005303035	239
K12308	0.003195134	144
K06950	0.001065045	48
K05592	0.001775075	80
K06148	0.001353494	61
K12962	0.000532522	24
K10012	0.001220364	55
K01006	0.003283888	148
K13010	0.000954103	43
K03471	0.000909726	41
K01493	0.000510334	23
K20861	0.001508813	68
K16291	0.004415498	199
K06180	0.000820972	37
K12410	0.000488145	22
K06207	0.001930394	87
K07485	0.00042158	19
K07485	0.000798784	36
K05820	0.001286929	58
K22226	0.000732218	33
K02099	0.001020668	46
K16927	0.000820972	37
K16785	0.000687841	31
K07091	0.04018325	1811
K18967	0.000909726	41
K00041	0.000332826	15
KdpDK07646	0.024496029	1104
K09015	0.001375683	62
K11383	0.040027931	1804
K11717	0.00042158	19
K01951	0.038252856	1724
K09013	0.000443769	20
K09020	0.000443769	20
KdpA	0.046373822	2090
K13573	0.001264741	57
K01547	0.046151938	2080
K07814	0.001641944	74
K02316	0.000133131	6
K03710	0.001886017	85
K00757	0.001730698	78
K23537	0.002418539	109
K11144	0.000865349	39
K23535	0.001397871	63
K03346	0.000554711	25
K01811	0.002130089	96
K23536	0.001331306	60
K07335	0.001797263	81
K01839	0.00184164	83
K16322	0.002196655	99
K06144	0.000776595	35
K01619	0.001042856	47
K00873	0.001264741	57
K00850	0.00071003	32
K13926	0.003483584	157
K03724	0.002218843	100
K01759	0.000576899	26
K03798	0.002773554	125
K15780	0.000510334	23
K16140	0.000399392	18
K02623	0.000954103	43
K06183	0.000465957	21
K19425	0.017284788	779
K12983	0.015931294	718
K21681	0.027313959	1231
K16694	0.029266541	1319
K07270	0.011116404	501
K07487	0.000554711	25
K21591	0.019747704	890
K18921	0.000266261	12
K02003	0.000244073	11
K01991K20987	0.02942186	1326
K00854	0.003239511	146
K01804	0.003350453	151
K03522	0.000221884	10
K07478	0.002418539	109
K00997	0.000643465	29
K22278	0.000954103	43
K21024	0.002884496	130
K11249	0.001686321	76
K03439	0.000798784	36
K03671	0.000266261	12
K16961K02424	0.001153798	52
K07139	0.002396351	108
K03601	0.000776595	35
K03208	0.001264741	57
K17716	0.001886017	85
K06894	0.004371121	197
K17810	0.001309117	59
K24252	0.000865349	39
K14051	0.000599088	27
K10538	0.000155319	7
K02939	0.000643465	29
K02963	0.000199696	9
K02686	0.00042158	19
K02990	0.000621276	28
K03773	0.000465957	21
K22294	0.000399392	18
K03825	0.000554711	25
K11051	0.001020668	46
K02768	0.000399392	18
K02011	0.001952582	88
K02769	0.000621276	28
K02012	0.001286929	58
K03615	0.002218843	100
K02770	0.001464436	66
K15524	0.002485104	112
K19119	0.001109422	50
K03491	0.002019147	91
K07012	0.004060483	183
K07493	0.012625218	569
K07487	0.013179928	594
K07487	0.009896041	446
K01662	0.002152278	97
K03617	0.000488145	22
K03613	0.001065045	48
K00563	0.000909726	41
K03612	0.000687841	31
K03704	0.00042158	19
K04985	0.04031638	1817
K04763	0.018904544	852
K02016	0.027757728	1251
K16092	0.050345552	2269
K21600	0.000665653	30
K14194	0.000355015	16
K00040	0.000621276	28
K10844	0.002995438	135
K06221	0.001286929	58
K02517	0.016641324	750
K01734	0.015398772	694
K01633	0.011671115	526
K03335	0.023497549	1059
K03169	0.000310638	14
K01897	0.053540686	2413
K03546	0.00381641	172
K03547	0.001264741	57
K18707	0.03423675	1543
K00806	0.001175987	53
K02744	0.000133131	6
K02838	0.001087233	49
K00981	0.00071003	32
K01921	0.001153798	52
K19781K03657	0.046462576	2094
K19002	0.001619756	73
K06077	0.000909726	41
K00156	0.035545868	1602
K03208	0.001531002	69
K01925	0.001575379	71
K13012K12996	0.003638903	164
K01924	0.002019147	91
K01955	0.004881455	220
K03298	0.001775075	80
K02617	2.22E-05	1
K03308	0.001486625	67
K03601	0.002218843	100
K00088	0.001730698	78
K01000	0.001109422	50
K19002	0.001597567	72
K09903	0.001087233	49
K18234	0.000687841	31
K01951	0.002573858	116
K01929	0.002019147	91
K20976	0.000488145	22
K08314	0.000798784	36
K00754	0.02631548	1186
K00198	0.002928873	132
K14979	0.016530382	745
K03704	0.012425522	560
K11927	0.027535844	1241
K00459	0.020923691	943
K00912	0.022454693	1012
K07676	0.000177507	8
K03783	0.016685701	752
K07677	0.000954103	43
K00946	0.026492987	1194
K03760	0.039628539	1786
K05516	0.03423675	1543
K01620	0.022831896	1029
K07277	0.025827335	1164
K03088	0.009918229	447
K07079	6.66E-05	3
K03328	0.028800584	1298
K20988	0.004127048	186
K22226	0.001508813	68
K04104	0.002795742	126
K00459	0.001797263	81
K02372	0.000776595	35
K12996	0.000355015	16
K12996	0.000776595	35
K01961	0.002218843	100
K16150	0.001752886	79
K09458	0.00142006	64
K02160	0.000776595	35
K00645	0.001686321	76
K00554	0.001664132	75
K00059	0.001442248	65
K03588	0.002507293	113
K00996	0.001908205	86
K07012	0.000798784	36
K02078	0.000687841	31
K02860	0.000887537	40
K00845	0.000554711	25
K06131	0.001109422	50
K09765	0.000554711	25
K24206	0.000355015	16
K00767	0.000909726	41
K02636	0.001286929	58
K05796	4.44E-05	2
K00278	0.001042856	47
K00266K12136	0.002351974	106
K01126	0.002440727	110
K02959	0.00028845	13
K03046	2.22E-05	1
K07568	0.001242552	56
K02242	0.000199696	9
K01912	0.000865349	39
K04096	0.000820972	37
K00773	0.001353494	61
K09787	0.00042158	19
K09004	0.000355015	16
K03046	0.000177507	8
K03106	0.002019147	91
K09901	0.000199696	9
K07321	0.001397871	63
K07483	0.001597567	72
K16248	0.000532522	24
K00297	0.001175987	53
K06410	0.000221884	10
K03436	0.000998479	45
K02529	0.001908205	86
K02045	0.001597567	72
K02046	0.00042158	19
K02047	0.000931914	42
K07175	0.03013189	1358
K02897	0.00084316	38
K23253	0.002485104	112
K00860	0.000665653	30
K03790	0.001175987	53
K09808K05685	0.003017627	136
K00991	0.000887537	40
K06997	0.011870811	535
K00226	0.021877794	986
K05589	0.000399392	18
K01599	0.00155319	70
K03975	0.013357436	602
K07283	0.023142534	1043
K11065	0.016286309	734
K06194	0.001264741	57
K01886	0.038119726	1718
K02004K09808	0.002817931	127
K06176	0.001664132	75
K02003	0.000576899	26
K01770	0.000687841	31
K00573	0.000909726	41
K03437	0.000931914	42
K06426	0.000177507	8
K18347	0.000266261	12
K02037	0.026271103	1184
K02040	0.021323083	961
K01815	0.001087233	49
K22205	0.001619756	73
K02855	0.001908205	86
K02477	0.015243453	687
K03292	0.002573858	116
K00046	0.001220364	55
K22205	0.000976291	44
K02039	0.015398772	694
K02036	0.015176887	684
K03710	0.001619756	73
K06976	0.001353494	61
K19046	0.000355015	16
K02038	0.01697415	765
K19286	0.014489046	653
K18009	0.001375683	62
K02016	0.002196655	99
K00793	0.013889958	626
K02015	0.001087233	49
K08082	0.018083572	815
K02013	0.000355015	16
K00957	0.00155319	70
K02760	0.000754407	34
K09612	0.002462916	111
K02565	0.000820972	37
K00956	0.001930394	87
K19350	0.001908205	86
K21088	0.002329785	105
K09951	0.000554711	25
K15342	0.001198175	54
K02493	0.001175987	53
K02835	0.002019147	91
K23144	0.00197477	89
K03431	0.002019147	91
K19082	0.00142006	64
K01678	0.00113161	51
K01677	0.000221884	10
K11633	0.001708509	77
K06897	0.000310638	14
K11636	0.000310638	14
K00978	0.01118297	504
K17249	0.01852734	835
K07636	0.051366219	2315
K19425	0.017240411	777
K20974	0.041647686	1877
K16649	0.015088134	680
K03521	0.023564114	1062
K12453	0.011715492	528
K20035	0.041869571	1887
K01790	0.004393309	198
K03522	0.024407275	1100
K01709	0.017062904	769
K17248	0.018261079	823
K19225	0.051765611	2333
K08968	0.011981753	540
K05384	0.12847102	5790
K07076	0.000399392	18
K09132	0.000665653	30
K02777	0.000199696	9
K03488	0.000865349	39
K02757	0.00226322	102
K01223	0.002063524	93
K01752	0.000221884	10
K22130	0.000798784	36
K16870	0.013623697	614
K22131	0.000976291	44
K00012	0.019747704	890
K08319	0.001020668	46
K08679	0.016596947	748
K21948	0.001775075	80
K03299	0.001597567	72
K01790	0.010761389	485
K02851	0.022743142	1025
K11754	0.026470799	1193
K09022	0.00607963	274
K18206	0.001042856	47
K07314	0.000776595	35
K03555	0.004859267	219
K00991	0.019170805	864
K03655	0.067696905	3051
K00986	0.000643465	29
K00656	0.001797263	81
K11734	0.001996959	90
K03152	0.014489046	653
K00163	0.004082671	184
K03559	0.011138593	502
K00767	0.001486625	67
K00986	0.000332826	15
K03832	0.02815712	1269
K03474	0.025006363	1127
K07813	0.000532522	24
K03807	0.00084316	38
K03806	0.000732218	33
K03561	0.022121866	997
K15986	0.000599088	27
K00364	0.001775075	80
K07354	0.000310638	14
K07706	0.001863828	84
K07705	0.000554711	25
K00858	0.028467758	1283
K02504	0.00155319	70
K07053	0.000133131	6
K04763	0.031773834	1432
K02505	0.000976291	44
K10806	0.000532522	24
K03832	0.000443769	20
K09384	0.000133131	6
K00234	0.001286929	58
K00859	0.001020668	46
K00024	0.031662892	1427
K18778	0.000754407	34
K00241	0.000355015	16
K02535	0.001397871	63
K22230	0.000798784	36
K02234	0.000221884	10
K01647	0.001442248	65
K03070	0.003439207	155
K07150	0.000732218	33
K13301	0.001664132	75
K01993	0.025649827	1156
K12340	0.046928533	2115
K09809	0.00028845	13
K07171	0.000244073	11
K21592	0.001242552	56
K01838	0.00071003	32
K02469	0.000133131	6
K02469	0.000177507	8
K01223	0.001442248	65
K00800	0.000754407	34
K03665	0.001508813	68
K00611	0.001109422	50
K01495	0.017617615	794
K02316	0.070137633	3161
K01803	0.022432504	1011
K15977	0.035457114	1598
K00940	0.014888438	671
K21472	0.021345271	962
K01191	0.005192093	234
K01267	0.003039815	137
K02027	0.0026848	121
K02027	0.002241032	101
K02025	0.001353494	61
K02026	0.00142006	64
K14052	0.00042158	19
K07354	0.003039815	137
K07718	0.002440727	110
K07356	0.001597567	72
K07355	0.000465957	21
K07720	0.002285408	103
K07688	0.001020668	46
K01926	0.018127949	817
K01143	0.000332826	15
K03799	0.000221884	10
K02357	0.031906965	1438
K03113	0.012425522	560
K08169	0.000465957	21
K02996	0.012137072	547
K02967	0.029444049	1327
K02871	0.015620656	704
K01893	0.038164103	1720
K01646	0.000687841	31
K01644	0.000954103	43
K00603	0.001775075	80
K01500	0.001286929	58
K01468	0.002218843	100
K11069	0.001175987	53
K01756	0.045353154	2044
K06178	0.057223965	2579
K11540	0.096430924	4346
K12373	0.058888098	2654
K01867	0.039916989	1799
K21132	0.028711831	1294
K01643	0.001775075	80
K01846	0.000399392	18
K01486	0.002795742	126
K00876	0.00084316	38
K02565	0.001619756	73
K03335	0.00142006	64
K06726	0.000732218	33
K13926	0.028556512	1287
K10117	0.002241032	101
K10118	0.001175987	53
K10119	0.001264741	57
K13926	0.02900028	1307
K02171	0.006878414	310
K02199	0.052142815	2350
K02172	0.049125188	2214
K03593	0.03084192	1390
K07348	0.000399392	18
K07351	0.000377203	17
K03832	0.024251956	1093
K03439	0.026714872	1204
K02007	0.001175987	53
K07356	6.66E-05	3
K06864	0.001020668	46
K04478	0.00071003	32
K09994	0.000465957	21
K01512	0.000133131	6
K00826	0.031485385	1419
K23518	0.001087233	49
K03601	0.040449511	1823
K09681	0.000998479	45
K06901	0.002085713	94
K03602	0.00423799	191
K17734	0.040804526	1839
K16165	0.01513251	682
K06898	0.000665653	30
K01770	0.01273616	574
K02006	0.000931914	42
K02008	0.000820972	37
K19337	0.001464436	66
K03327	0.026115784	1177
K03744	0.018549529	836
K20480	0.044354675	1999
K00133	0.042513035	1916
K02237	0.02942186	1326
K09810	0.0226322	1020
K22132	0.016530382	745
K00928	0.027402713	1235
K00286	0.017107281	771
K01929	0.043910906	1979
K20950	0.017772934	801
K03308	0.045109082	2033
K19505	0.001575379	71
K06381	0.002241032	101
K00826	0.001286929	58
K07058	0.001819451	82
K01785	0.002174466	98
K01647	0.001020668	46
K00797	0.00297325	134
K07568	0.001442248	65
K01889	0.001775075	80
K01890	0.003638903	164
K02557	0.03678842	1658
K05970	0.063148277	2846
K07407	0.060729738	2737
K19693K19694	0.101378944	4569
K04763	0.035745563	1611
K04763	0.046196315	2082
K07172	0.000133131	6
K00937	0.003150757	142
K01524	0.001908205	86
K07053	0.00142006	64
K11941	0.001264741	57
K23518	0.000244073	11
K10118	0.001464436	66
K10117	0.000931914	42
K06132	0.001730698	78
K07720	0.001309117	59
K10119	0.001508813	68
K18908	0.001730698	78
K01126	0.029244353	1318
K10804	0.023541926	1061
K03517	0.036167144	1630
K21574	0.059243113	2670
K03218	0.01852734	835
K12516	0.001597567	72
K21573	0.081187472	3659
K21572	0.046307257	2087
K03572	0.054028831	2435
K21572	0.051876553	2338
K02356	0.001397871	63
K07015	0.001109422	50
K01647	0.002640423	119
K09902	0.000221884	10
K21903	0.000355015	16
K03169	0.003461395	156
K01557	0.000576899	26
K03856	0.001708509	77
K22278	0.001264741	57
K19693	0.015953482	719
K03769	0.022765331	1026
K03771	0.034081431	1536
K00088	0.044066225	1986
K03771	0.041359237	1864
K15923	0.069072588	3113
K03544	0.034813649	1569
K21573	0.085003882	3831
K03654	0.068007543	3065
K01358	0.018083572	815
K02358	0.00255167	115
K01627	0.000554711	25
K21572	0.036965927	1666
K21573	0.061040376	2751
K11931	0.001331306	60
K00215	0.001087233	49
K11935	0.001664132	75
K01586	0.002041336	92
K00928	0.000665653	30
K01714	0.001397871	63
K06956	0.002241032	101
K11631	0.000732218	33
K11632	0.001908205	86
K19081	0.000665653	30
K07052	0.001065045	48
K07491	0.000554711	25
K16692	0.046662272	2103
K01991	0.012381145	558
K01838	0.002130089	96
K13656	0.030242832	1363
K19302	0.001042856	47
K12262	0.000643465	29
K21001	0.0199474	899
K03273	0.006168384	278
K07146	0.001087233	49
K15669	0.010628259	479
K03271	0.007965647	359
K07031	0.015798163	712
K12988	0.014134031	637
