KO_MANTIS_CONSENSUS	QUANT
K06864	2
K02029	7
K02028	6
K07713	44
K02027	163
K12264	17
K12267	22
K13598	9
K17950	10
K14441	17
K15770	1
K15779	880
K03786	13
K00276	1
K03785	2
K03784	118
K03783	53
K00275	4
K22068	8
K03781	107
K01129	23
K03308	11
K03307	33
K03789	2
K03305	6
K00278	204
K01126	69
K03303	4
K18815	2
K15780	67
K15781	15
K15789	16
K03775	24
K00265	314
K02444	2
K00266	992
K03773	932
K01595	28
K00261	2
K03771	162
K00262	1933
K03770	815
K01591	56
K01119	3
K24258	28
K03778	50
K02446	3
K01599	6
K02445	5
K13573	1
K11392	2
K03324	101
K04656	1
K03322	2
K05989	86
K00297	434
K03321	1
K03320	2
K02473	1
K02472	177
K01142	29
K02470	78
K04652	8
K03327	7
K02479	66
K02478	3
K12251	38
K12257	1001
K00287	20
K03797	39
K01134	93
K22051	9
K00286	85
K03310	7
K01133	5
K00281	329
K03790	5
K03319	13
K01138	13
K01139	202
K02469	742
K03315	75
K03798	59
K07672	523
K18330	47
K18331	705
K16153	1055
K07662	1
K16150	189
K08999	11
K07668	53
K08992	3
K07661	4
K07660	2
K18332	449
K07659	15
K03299	4
K03296	431
K07652	15
K07651	5
K07658	3
K08986	4
K07657	3
K22803	803
K07692	57
K01904	10
K01903	57
K18785	75
K10823	15
K18302	131
K18303	373
K18306	2
K01902	14
K07684	2
K17467	9
K17465	69
K07678	9
K06346	63
K07679	83
K19616	2
K15256	1
K15255	4
K03272	7
K03271	23
K03270	36
K01091	28
K19611	1217
K01092	12
K03269	6
K09806	5
K09807	3
K01089	18
K10804	30
K09808	3
K18770	3
K09809	2
K01085	10
K09800	185
K01082	35
K10810	18
K01079	18
K10819	13
K01077	326
K01073	3
K17450	206
K06766	2
K21919	5
K07650	3
K03292	29
K07648	178
K03286	3468
K03284	9
K07642	4
K09825	20
K07647	6
K07646	17
K13069	4
K14394	2
K03282	18
K03281	6
K09815	20
K08968	8
K03273	1
K09810	21
K08961	62
K07636	118
K09811	50
K09812	30
K10441	6
K02819	9
K07273	71
K00639	406
K07275	30
K13953	4
K13954	37
K01960	265
K21573	16018
K14808	3
K21572	4613
K19265	24
K21571	56
K01966	1524
K00634	12
K21575	405
K21574	2485
K00633	16
K02810	66
K23753	15
K01962	15
K01961	229
K08591	10
K07260	15
K07263	598
K00627	68
K02805	3
K01958	118
K19268	183
K13966	1
K19271	13
K22431	76
K02804	5
K01956	28
K00626	146
K07258	33
K01955	725
K22432	30
K01953	72
K02800	67
K01952	1929
K01951	862
K01950	48
K00620	2
K09471	40
K09475	286
K09476	262
K01507	42
K02838	356
K11755	71
K19235	1
K11752	13
K11751	1
K11754	1
K11753	3
K00651	47
K02837	76
K00658	108
K08137	4
K02836	74
K01989	26
K08138	18
K00656	1853
K02835	21
K17064	18
K02834	87
K22405	1934
K00655	32
K21557	43
K00652	7
K01500	376
K21556	40
K07282	2
K07286	15
K00640	25
K21562	5
K10439	47
K17077	2
K09457	4
K07277	313
K09458	442
K00648	140
K00645	178
K02824	7
K17074	2
K07279	3
K02823	17
K21563	78
K02822	1
K02821	1
K01972	28
K01929	36
K01928	68
K09893	1
K01926	32
K06384	6
K01925	36
K11737	6
K19221	32
K13915	14
K01924	54
K07223	31
K01923	699
K01921	61
K07224	1
K09888	8
K20203	572
K16191	1
K07228	14
K01918	68
K01915	502
K01914	102
K07220	18
K19225	56
K11747	2
K19227	2
K11749	73
K11748	24
K13926	12
K01912	282
K07698	10
K07216	88
K07699	135
K00619	25
K00616	112
K07253	41
K16165	4
K18345	11
K18346	10
K18349	21
K11719	1
K18350	44
K11717	39
K18353	6
K00615	1061
K01945	190
K00610	158
K00611	64
K01940	347
K00609	203
K05060	6
K06391	1
K01939	742
K06394	1
K01938	1415
K07240	1
K00605	124
K01937	208
K00606	40
K19689	1
K19691	6
K19693	353
K19694	421
K00603	268
K01935	20
K00604	12
K01933	132
K00602	658
K07238	4
K00600	764
K07239	77
K12343	14
K12340	609
K01200	42
K01685	339
K01201	3
K00351	457
K01682	30
K01681	37
K00350	3
K01208	102
K01209	446
K01206	49
K01207	710
K02536	62
K01689	1377
K01205	22
K01686	78
K01687	239
K13684	29
K01673	13
K02520	294
K23003	2
K02529	58
K02528	6
K02527	22
K09158	8
K00348	154
K01679	1
K23005	2
K00349	19
K02526	4
K03856	10
K02525	4
K00346	512
K01677	144
K01678	347
K00347	42
K02523	10
K01676	943
K13653	5
K13652	4
K15835	2
K01222	286
K03885	20
K01223	717
K06911	41
K02551	89
K00371	15
K00370	145
K03407	5
K03406	8
K01226	9
K02558	4
K02557	133
K01224	119
K03402	18
K09181	4
K00364	8
K06901	1
K01696	73
K01693	3
K00362	133
K22132	7
K02549	11
K04720	8
K01214	17
K01698	38
K10120	1
K08281	1
K03828	22
K12308	493
K08280	4
K02972	22
K00793	25
K00794	95
K02970	389
K00791	27
K00790	24
K12309	380
K03827	26
K01649	116
K01646	6
K01647	401
K03824	2
K02977	8
K01644	23
K00798	26
K00795	5
K00796	14
K08276	6
K09123	2
K01639	69
K09121	7
K12316	33
K14979	17
K13643	6
K02961	855
K00782	27
K09116	1
K01637	43
K03816	37
K02968	189
K01638	2
K09117	85
K02967	1604
K03814	4
K00788	2
K00789	325
K02965	720
K03812	26
K00787	52
K02963	352
K00784	3
K03810	1
K09157	129
K02519	1503
K10108	56
K03841	1
K02994	940
K01662	44
K00331	21
K02992	1738
K01661	74
K00330	6
K02990	509
K02518	47
K00338	12
K00335	6
K01667	1286
K02996	718
K08296	1
K03839	75
K08297	1
K10117	594
K10118	47
K10119	14
K01652	163
K02982	1227
K03838	7
K03837	56
K01657	3
K08289	180
K02988	1126
K01658	3
K02503	102
K02502	31
K03833	6
K02986	1101
K00325	14
K01653	153
K23424	9
K03832	736
K02501	42
K03831	49
K02500	24
K00323	13
K18967	3
K13279	3
K16785	2
K03470	5
K14127	164
K03466	142
K02133	1146
K01284	81
K06970	3
K15460	4
K06972	74
K06973	44
K03469	1
K06975	82
K13288	2
K13283	2
K16793	2
K14138	821
K19824	4579
K01277	137
K07814	11
K01278	216
K06969	1
K07816	10
K02123	329
K02122	4
K02121	364
K02120	2
K01271	68
K06960	7
K07812	1
K11076	17
K14588	2
K11072	1
K03491	14
K18940	5
K18941	5
K15437	1
K03488	1
K06999	21
K03486	4
K03483	15
K23059	47
K04334	2
K06997	19
K11085	226
K03481	2
K03480	1
K18954	161
K19802	11
K03478	15
K01297	5
K03476	10
K03475	9
K03474	92
K03473	2
K03472	52
K03471	14
K06987	21
K18928	11
K18929	82
K04755	7
K06934	5
K02574	85
K04758	222
K01243	50
K05606	375
K04759	445
K01241	41
K00394	3
K04751	33
K03427	117
K03426	21
K01246	9
K03425	8
K03424	10
K05601	28
K11065	351
K13243	4
K18936	9
K11063	118
K00390	4
K11069	12
K06923	4
K02565	37
K02564	808
K00384	127
K06925	20
K02563	73
K00385	39
K06924	2
K01232	4
K00382	99
K04748	9
K06926	6
K00383	3
K06929	4
K11071	1
K02567	7
K06921	8
K03413	3
K13694	2
K10188	744
K18904	11
K18908	4
K01270	445
K12368	75
K10189	70
K12369	5
K02114	52
K02598	12
K01267	83
K02113	24
K06958	2
K02112	29
K03442	36
K01265	98
K02111	1209
K02110	59
K01262	84
K07806	24
K06959	132
K06950	11
K10190	151
K04771	2
K02119	57
K04773	60
K02118	67
K02117	766
K02115	79
K01269	5
K03446	66
K18915	1
K12373	816
K18910	5
K01255	1
K04767	1
K01256	5
K03431	283
K06949	2
K01251	206
K01250	3
K02109	135
K03439	16
K02108	36
K04761	4
K06941	8
K03438	38
K04762	30
K02107	89
K04763	13
K03437	12
K03436	24
K04764	17
K01258	131
K04765	6
K07791	21
K09970	6
K07792	2
K18445	1
K02099	39
K07784	6
K09963	118
K07786	66
K07789	3
K19309	4
K22959	1
K22958	1
K07780	10
K19302	11
K19788	265
K19304	1
K19793	20
K06442	4
K05594	17
K05595	10
K07775	41
K09955	11
K22927	14
K15396	4
K14065	4
K19755	5
K07322	118
K07321	177
K07323	3
K08659	65
K20742	21
K08651	2
K07311	7
K14084	36
K09975	12
K07310	2
K09973	5
K14083	1
K07317	114
K21600	12
K03390	81
K18887	32
K18888	5
K18889	6
K03389	161
K03388	678
K07749	1
K03387	36
K18890	9
K03385	7
K14051	24
K07742	22
K06894	1023
K06413	1
K06897	3
K09923	8
K06412	134
K09924	2
K14058	2
K14055	36
K18896	1
K18898	531
K19745	14
K06406	1
K02048	1
K06889	56
K10939	1
K01198	95
K07738	39
K02045	3
K01196	293
K06409	1
K01195	1
K06881	6
K14060	1
K06400	1
K09913	3
K06885	4
K02049	1
K05591	2
K05592	84
K19710	29
K10907	43
K02078	118
K16692	141
K05587	1
K05589	1
K16214	22
K16697	7
K16210	1
K16694	2
K02073	17
K10917	1
K09939	58
K02067	9
K02065	10
K03394	5
K07751	33
K08600	3
K05576	3
K07391	38
K07390	8
K01609	9
K02939	756
K00759	40
K01607	26
K10563	9
K12743	2
K00757	78
K21698	1
K02935	946
K07387	43
K08234	5
K02933	1021
K00756	17
K00754	1
K02931	2141
K00752	1
K07386	185
K00748	11
K02926	1263
K10540	227
K03809	239
K01628	45
K02959	597
K01629	38
K10546	27
K10547	4
K10548	3
K10541	195
K10542	232
K06080	7
K10543	105
K10544	4
K02950	693
K21672	13
K01626	6
K06079	39
K06078	277
K01627	62
K01624	2776
K02956	464
K01625	340
K03802	9
K02954	315
K03801	9
K01623	24
K03800	10
K01620	47
K00773	3
K02952	863
K01621	20
K10551	2
K01619	352
K06075	14
K06077	67
K02948	524
K06076	115
K00760	64
K00761	66
K00768	29
K02946	503
K01613	57
K02945	870
K00766	4
K00767	41
K00764	285
K01611	4
K00765	11
K00762	411
K00763	34
K01610	5662
K06020	126
K19334	15
K19337	10
K18009	56
K08676	247
K00712	1
K06016	111
K06019	1
K08678	9
K08679	10
K07340	38
K00705	159
K18014	9
K10536	32
K10537	9
K10539	12
K09996	3
K06002	41
K06001	118
K00703	507
K00700	327
K07335	493
K07338	510
K02919	96
K09552	182
K06041	56
K02916	92
K20780	15
K18474	27
K02914	44
K02913	300
K02911	95
K08218	3
K21636	10
K06039	3
K08217	1
K02909	396
K02907	293
K02906	1404
K00729	18
K02904	215
K07354	2
K02902	499
K00721	25
K15973	1
K15974	18
K15977	5
K13797	2033
K14647	3
K14645	1
K03500	13
K04835	115
K02650	42
K03980	3
K02657	5
K02656	2934
K14652	190
K15986	41
K15987	248
K03973	5
K03972	46
K01795	165
K01792	6
K03970	4
K01790	85
K01791	124
K23121	4
K03979	15
K22278	109
K02647	64
K03978	22
K03977	165
K01798	262
K03976	14
K03975	15
K01312	167
K13772	4
K12448	27
K14623	1
K03522	352
K00012	257
K03521	367
K00013	14
K00010	535
K21395	86
K03529	25
K00018	117
K03527	4
K00019	4
K00016	223
K03526	30
K03525	4
K00014	23
K12453	12
K13788	209
K20074	10
K00009	33
K01338	357
K03517	65
K02669	9
K00008	159
K19091	3
K00003	65
K23107	1
K10240	216
K10241	4
K07075	10
K02619	1
K07078	24
K19064	2
K22226	6
K02614	7
K02612	6
K00432	26
K11102	2
K11105	42
K01751	43
K19077	4
K19078	6
K22230	2
K07058	13
K01759	74
K00428	10
K01756	456
K07059	46
K01754	126
K02601	125
K03932	93
K01755	75
K01752	56
K03931	13
K02600	287
K01753	1
K03930	26
K07095	15
K07098	9
K07091	13
K01783	27
K01784	377
K01782	1
K20021	19
K18197	19
K19046	1
K23536	6
K23537	36
K00459	18
K01787	1
K01788	31
K01785	394
K23535	2
K07082	6
K12410	37
K07085	11
K13747	15
K19049	2
K15923	25
K10236	272
K15921	5
K19052	19
K01770	18
K19055	2
K21363	12
K23547	2
K07079	144
K20037	2
K01778	3
K20035	685
K01776	1
K02623	1
K02621	221
K16422	16
K17752	11
K03590	190
K00078	28
K03587	41
K03585	221
K00077	27
K00074	80
K03584	10
K03100	119
K00075	31
K15580	449
K15581	1
K03106	37
K15584	10
K15585	24
K15583	8
K03580	7
K00067	69
K00068	6
K00065	46
K06606	2
K03574	9
K06605	10
K02243	1
K03572	95
K02240	3
K03570	3
K14260	41
K03578	6
K17734	22
K13378	52
K15553	2
K11195	778
K05305	45
K00099	19
K00096	3
K00094	76
K05785	14
K05787	53
K05788	12
K16898	99
K17742	1
K20918	1
K00091	4
K16899	91
K00087	52
K03113	8
K03596	15
K00088	1294
K03595	30
K03111	96
K03110	58
K03594	218
K03593	34
K03592	188
K23187	1
K03118	4
K05776	1
K03116	60
K11175	17
K15533	4
K11176	1
K11177	1
K15532	26
K15530	27
K17716	2
K16868	5
K03544	108
K03543	657
K00033	54
K00030	15
K00031	90
K03548	7
K02217	920
K03547	11
K03546	116
K00036	128
K03545	151
K14213	184
K17723	141
K17722	172
K16875	1
K11184	130
K16870	7
K15548	3
K15549	4
K24012	36
K01354	5
K00024	1384
K03531	556
K03530	1537
K00020	29
K00029	297
K00027	155
K01358	256
K01356	25
K00026	43
K03534	13
K02687	3
K00060	1
K00057	35
K03565	8
K02234	19
K03564	94
K02232	51
K03563	25
K00052	87
K03562	18
K00053	939
K03561	988
K02230	691
K03569	245
K02238	6
K00058	578
K03568	171
K00059	168
K15524	30
K03555	91
K00046	82
K03553	257
K22293	26
K22292	3
K01372	230
K00041	312
K03551	5
K03550	18
K00042	2
K23144	291
K00040	8
K23147	14
K03559	1018
K03558	5
K03557	3
K00048	267
K21739	39
K17236	7
K11932	50
K11931	1
K11934	106
K03072	3
K03071	29
K03070	1625
K11930	2
K11936	41
K18572	8
K17249	5
K18574	85
K19423	1
K19424	5
K03060	44
K19425	8
K18579	21
K18581	44
K17253	2
K21741	9
K21745	3
K08744	9
K14187	22
K00817	26
K16363	216
K03092	11
K03091	1
K03088	11
K03086	154
K00812	332
K14194	20
K20861	1
K00813	29
K07444	107
K06113	60
K16370	7
K07447	11
K20866	1
K00806	31
K00803	1
K11921	1
K11928	1
K03079	12
K03077	38
K11927	14
K03076	126
K03075	17
K00800	20
K16348	4
K20848	46
K20846	7
K14163	410
K14170	2
K05685	33
K20859	150
K17686	147
K15023	857
K15024	489
K02172	76
K02171	16
K03499	7
K03497	1
K03496	58
K03495	27
K16322	5
K16329	1
K07407	331
K03048	10
K07406	17
K03046	4814
K02199	339
K08738	28
K02197	3
K03043	4327
K07403	69
K07402	1
K07405	357
K07404	4
K14155	20
K03040	706
K08728	10
K02189	52
K02188	6
K14162	14
K09691	1
K06180	48
K09692	11
K11530	33
K09690	1
K09696	2
K06187	4
K07033	10
K01728	26
K10206	114
K11534	2
K20480	6
K20487	11
K07025	2
K06178	478
K23514	3
K20488	12
K06177	1
K00876	141
K07029	54
K00874	217
K00872	16
K00873	1038
K23997	36
K09681	11
K08350	1
K11540	1907
K01719	46
K06173	1
K07023	4
K10211	4
K10697	5
K00860	20
K01714	88
K06167	1
K07497	4
K01715	45
K00868	2
K01712	399
K06168	64
K07499	3
K01710	561
K00864	123
K01711	83
K07017	5
K08348	62
K07050	13
K07052	1
K11991	31
K07053	6
K07056	55
K08384	8
K11997	9
K01740	331
K00891	45
K19002	23
K23976	8
K03925	24
K01745	358
K03924	232
K03923	18
K01744	418
K00895	766
K06192	4
K08372	18
K07040	17
K06193	5
K23508	5
K07042	21
K01738	31
K07045	2
K19005	55
K11527	129
K10679	66
K00882	3
K19013	43
K01736	130
K01737	8
K01734	557
K23989	77
K09697	3
K01735	21
K07037	24
K01733	4
K07039	13
K08321	1
K06143	1
K07473	1
K06142	376
K20444	18
K06133	3
K08314	65
K00833	62
K07469	41
K00831	621
K17281	4
K08316	8
K07462	11
K06131	5
K00826	260
Keratin_2_head	912
K18138	917
K18139	208
K18142	2
K05275	26
K08302	226
K08303	80
K20452	1
K07456	104
K08300	5
K00821	91
K20453	30
K08301	60
K07455	2
K00820	167
K08307	67
K07459	32
K20429	10
K01709	16
K01708	2
K07012	2
K00858	9
K00859	14
K18104	5
K01703	24
K09667	1361
K01704	6
K00854	313
K07005	41
K06158	34
K01702	6
K07007	6
K00852	18
K00853	5
K00850	631
K07481	11
K00849	1134
K07483	4
K07001	56
K00847	63
K06153	25
K00848	25
K00845	498
K08325	90
K06147	34
K08322	5
K07478	67
K00844	3
K06148	11
K14761	20
K05808	356
K05809	42
K22390	13
K08082	5
K03621	32
K00595	9
K01442	11
K00111	9
K02774	111
K01443	70
K02773	110
K00112	1
K05802	3
K02770	68
K05805	2
K05807	45
K03629	19
K23237	13
K03628	411
K01448	131
K00118	416
K02779	5
K03625	121
K02777	73
K03624	201
K01444	12
K02775	59
K12111	2289
K12113	2
K16951	2
KdgT	4
K08071	1
K03610	25
K21063	42
K01432	1
K02761	234
K22391	4
K02760	1523
K21065	3
K21064	27
K01439	55
K03616	8
K03615	238
K01438	28
K02768	35
K00588	4
K00104	173
K03613	13
K03612	13
K01433	21
K14742	45
K16926	5
K00133	551
K21030	2
K01464	171
K02796	157
K05822	10
K00134	6170
K01465	36
K02795	120
K02794	306
K01462	47
K03640	194
K05825	18
K02793	1
K02791	1
K03649	23
K03648	45
K02316	18
K01468	103
K03647	90
K02314	20
K00135	1
K02798	22
K03645	4
K03644	1
K02313	4
K12573	304
K12574	184
K03631	31
K02784	310
K05813	5
K02782	8
K02781	58
K05815	7
K22373	102
K23227	2
K03639	4
K03637	7
K00124	10
K03634	1
K00125	295
K02302	7
K07192	394
K11211	24
K01409	30
K11690	1
K14727	26
K12543	78
K01883	116
K01880	74
K01881	1
K22341	1020
K22347	14
K01407	1
K01889	131
K00558	3
K01886	281
K01887	129
K19181	7
K00554	20
K01885	34
K13889	2
K13888	6
K07180	2
K01872	238
K01870	1331
K01879	56
K00548	37
K00549	8
K01878	15
K21024	23
K00547	1
K01875	485
K01876	406
K01873	391
K01874	229
K03609	49
K03608	9
K12525	8
K12528	32
K12527	388
K12524	171
K01420	1
K01421	10
K00574	1
K00570	3
K21472	1
K21471	52
K03607	3
K02759	127
K03606	8
K03605	3
K02757	1
K03604	21
K01425	164
K03602	10
K03601	5
K01419	9
K01893	731
K00560	19
K01892	188
K01890	366
K00568	4
K01897	348
K00566	4
K01414	1
K22339	169
K00567	45
K02744	19
K00564	1
K02742	13
K01896	92
K13038	45
K02377	30
K00197	864
K00198	813
K00196	262
K02372	93
K00194	502
K02371	18
K05887	1
K16557	22
K21903	2
K16554	7
K21908	38
K13043	37
K24180	2
KdpD	3
K03698	6
K03214	11
K05878	26
K03696	249
K05879	50
K00186	120
K03695	1213
K06726	4
K01034	20
K00187	65
K03210	140
K02361	7
K21900	8
K03218	78
K03217	122
K05874	15
K03215	31
K03699	59
K13013	62
K18704	6
K18707	14
K14340	2
K01071	31
K18700	4
K13018	2
K18702	1
K07605	947
K01069	105
K07604	976
K01066	2
K02397	1
K02396	1
K13020	14
K01060	6
K01057	60
K01056	4
K01051	22
K04564	188
K05896	2
K04567	515
K12146	1
K12142	1
K16509	33
K03665	80
K05844	1
K01487	26
K05845	21
K03664	18
K01000	24
K05846	4
K05847	12
K04516	162
K04517	6
K03660	1
K04518	19
K01480	20
K13480	17
K01008	22
K01009	1
K01006	5398
K02338	136
K01007	174
K02337	170
K03668	389
K01488	3
K02336	5
K01005	30
K02335	180
K01489	56
K03666	11
K00158	2
K23292	1
K13005	1
K13007	4
K03654	347
K00145	86
K01473	1
K03651	36
K03650	31
K00140	587
K03658	4
K03657	96
K03656	9
K04985	156
K03655	7
K00147	33
K05832	3
K15633	417
K00180	45
K15635	33
K03687	117
K02356	228
K00177	170
K02355	5089
K03686	164
K00175	153
K03685	20
K21071	503
K00176	18
K00174	373
K02358	10741
K00179	297
K03205	2
K01026	2
K03688	6
K02357	1364
K12132	68
K17828	26
K21090	1
K21084	16
K02343	38
K03674	13
K01495	42
K00164	4
K02342	1
K02341	24
K01493	76
K03671	321
K21088	3
K02340	3
K01494	3
K00163	118
K01491	509
K03670	5
K02346	18
K00919	19
K04041	68
K04042	22
K18206	92
K18691	12
K03186	1
K18210	224
K00912	23
K04034	1
K06213	9
K05366	118
K06217	11
K00906	1
K22719	3
K03183	17
K06207	245
K06209	5
K03177	2
K18220	4
K16043	17
K09710	47
K06200	21
K07533	6
K06201	12
K06204	123
K04025	1
K20988	286
K00939	446
K00937	44
K04062	46
K20509	241
K04064	4
K09749	4
K18672	15
K07566	6
K00931	16
K00932	21
K07568	168
K09747	19
K09748	5
K00930	10
K16017	1
K00928	518
K00929	2
K00926	39
K07560	5
K00927	2992
K05384	504
K00925	646
K16011	1
K18673	8
K18675	62
K18676	11
K18682	540
K04043	509
K06221	74
K08884	15
K06223	24
K20997	2
K04047	30
K20998	1
K03151	6
K18640	1
K17319	1
K17318	136
K03147	38
K02298	2
K02297	2
K20965	8
K04477	3
K04478	1
K03149	1
K21829	13
K17320	17
K17329	1
K19505	1
K02283	1
K20972	5
K05799	10
K20974	31
K15598	2
K05350	26
K19954	3
K19955	15
K19956	25
K05349	637
K03169	27
K03168	547
K09705	1
K03165	9
K03164	245
K05341	6
K05342	7
K06675	1
K09704	74
K09702	30
K03152	23
K20950	5
K04485	25
K04486	9
K04487	54
K04488	1431
K05337	6
K12982	5
K08483	474
K08484	1
K12988	1
K12983	28
K12986	4
K00991	26
K00992	2
K19142	1
K01846	1
K01847	564
K07148	4
K01845	38
K00998	3
K00995	4
K01843	21
K01840	597
K12992	2
K01839	8
K01838	50
K12516	4
K12997	2
K00980	22
K00981	3
K12518	2
K01835	6
K06287	2
K00986	4
K07137	13
K01834	249
K07138	109
K07173	28
K07175	733
K16089	2068
K11635	3
K19115	11
K11636	3
K19117	7
K19118	36
K11633	7
K13810	5
K01868	659
K00537	89
K01869	502
K01866	169
K01867	183
K16092	181
K00532	6
K07162	13
K07164	186
K07166	17
K07165	99
K11645	620
K11641	1
K10797	272
K13821	138
K13829	4
K01858	441
K00525	718
K01854	20
K01808	122
K01809	686
K04083	11
K09772	48
K01807	9
K09773	2
K04084	122
K01804	989
K00957	37
K01805	518
K16066	96
K04086	4
K12940	4
K11618	5
K00955	143
K04077	3263
K01803	945
K00956	3
K04078	269
K07588	61
K00954	26
K04079	731
K07106	3
K07105	3
K09768	4
K07107	22
K00948	218
K04072	2602
K09761	32
K04074	22
K00946	8
K09760	2
K19586	34
K10778	4
K10773	29
K11622	16
K12952	11
K04066	7
K00945	523
K07574	21
K00942	55
K04068	5
K07576	26
K04069	12
K09758	165
K00940	138
K06282	25
K06284	32
K09794	4
K07130	25
K07133	39
K00979	17
K06286	5
K16044	163
K10742	16
K00970	1
K18231	2
K07124	10
K09787	3
K16053	7
K00978	37
K20543	2
K00975	700
K07126	3
K00973	75
K00971	93
K09789	2
K01818	373
K04095	18
K01815	183
K00969	5
K07121	3
K18235	157
K18240	66
K01813	320
K04088	7
K01814	23
K01811	70
K07115	5
K00965	65
K01812	861
K00962	1053
K22736	10
K01810	1560
K00963	32
K07118	70
