KEGG	Percent	Count
K04095	2.96142E-05	3
K03699	0.000483699	49
K03387	0.001381996	140
K24119	0.00183608	186
K02529	9.8714E-05	10
K08177	0.00042447	43
K03177	9.8714E-06	1
K06153	9.8714E-06	1
K12950	0.000444213	45
K03839	0.000266528	27
K07506	2.96142E-05	3
K02469	0.003553704	360
K07289	0.0001382	14
K00262	0.000325756	33
K01710	7.89712E-05	8
K15910	9.8714E-06	1
K15912	4.9357E-05	5
K01465	9.8714E-06	1
K10907	3.94856E-05	4
K03719	1.97428E-05	2
K21463	0.000217171	22
K06158	1.97428E-05	2
K00812	1.97428E-05	2
K19955	6.90998E-05	7
K10240	0.001066111	108
K04769	3.94856E-05	4
K01193	0.000118457	12
K11068	0.001401739	142
K02313	0.00084894	86
K07491	5.92284E-05	6
K03629	9.8714E-05	10
K02338	0.000157942	16
K00763	0.000177685	18
K02470	0.001994023	202
K03664	6.90998E-05	7
K03324	6.90998E-05	7
K01153	5.92284E-05	6
K00548	7.89712E-05	8
K07658	1.97428E-05	2
K01154	8.88426E-05	9
K03427	3.94856E-05	4
K06933	0.000197428	20
K01420	0.000898297	91
K18764	1.97428E-05	2
K03972	0.000602155	61
K01193	1.97428E-05	2
K04094	0.000148071	15
K03621	5.92284E-05	6
K18830	5.92284E-05	6
K04652	0.000256656	26
K03685	7.89712E-05	8
K02996	9.8714E-05	10
K02078	0.000157942	16
K04656	0.000187557	19
K04654	6.90998E-05	7
K04653	9.8714E-06	1
K06282	0.0001382	14
K04655	9.8714E-05	10
K03620	3.94856E-05	4
K03168	0.000404727	41
K01208	0.000167814	17
K03605	1.97428E-05	2
K00864	0.000118457	12
K02440	7.89712E-05	8
K05366	0.0001382	14
K00111	0.0001382	14
K21900	1.97428E-05	2
K03152	1.97428E-05	2
K03545	0.000394856	40
K04744	5.92284E-05	6
K01738	1.97428E-05	2
K01951	0.000118457	12
K01951	0.000108585	11
K01840	3.94856E-05	4
K02470	5.92284E-05	6
K00005	1.97428E-05	2
K05989	1.97428E-05	2
K01023	9.8714E-05	10
K11062	8.88426E-05	9
K01023	0.000177685	18
K06400	9.8714E-06	1
K01951	0.000325756	33
K06400	1.97428E-05	2
K10117	1.97428E-05	2
K03703	1.97428E-05	2
K07137	9.8714E-05	10
K03168	1.97428E-05	2
K01710	7.89712E-05	8
K07098	3.94856E-05	4
K21832	9.8714E-06	1
K23997	7.89712E-05	8
K08600	9.8714E-05	10
K15580	0.001421482	144
K23144	2.96142E-05	3
K01734	7.89712E-05	8
K10696	0.000108585	11
K00876	1.97428E-05	2
K19304	0.000612027	62
K18332	1.97428E-05	2
K01077	1.97428E-05	2
K02005	3.94856E-05	4
K02025	5.92284E-05	6
K02026	1.97428E-05	2
K18235	0.000128328	13
K01990	5.92284E-05	6
K07456	1.97428E-05	2
K17713	4.9357E-05	5
K08600	1.97428E-05	2
K01186	0.000148071	15
K01689	1.97428E-05	2
K01804	9.8714E-05	10
K21744	1.97428E-05	2
K02867	3.94856E-05	4
K02863	1.97428E-05	2
K00091	0.000306013	31
K15460	3.94856E-05	4
K12340	0.000325756	33
K01993	0.000207299	21
K18908	1.97428E-05	2
K01915	0.000128328	13
K21556	0.000118457	12
K02051	0.000207299	21
K03498	1.97428E-05	2
K07720	0.000671255	68
K01515	3.94856E-05	4
K00002	0.000789712	80
K00917	0.000444213	45
K03710	1.97428E-05	2
K07729	1.97428E-05	2
K07729	9.8714E-06	1
K01779	1.97428E-05	2
K01624	0.000187557	19
K15580	0.000868683	88
K15580	0.000187557	19
K15581	2.96142E-05	3
K24451	1.97428E-05	2
K00558	0.000128328	13
K02004	0.0001382	14
K09458	1.97428E-05	2
K18346	3.94856E-05	4
K11641	0.00049357	50
K01580	0.000167814	17
K01356	3.94856E-05	4
K07800	0.000315885	32
K02902	1.97428E-05	2
K07706	0.000315885	32
K07813	0.000118457	12
K07099	8.88426E-05	9
K07460	0.000177685	18
K01358	0.000592284	60
K03545	0.001362253	138
K03544	0.000769969	78
K03100	0.000246785	25
K03470	3.94856E-05	4
K14540	0.000148071	15
K06921	9.8714E-06	1
K02945	0.000671255	68
K15580	0.0001382	14
K21757	9.8714E-06	1
K18926	0.000542927	55
K22278	0.0001382	14
K01869	0.001510324	153
K22226	0.000256656	26
K01956	9.8714E-06	1
K02669	9.8714E-06	1
K01955	0.000513313	52
K01839	7.89712E-05	8
K01619	3.94856E-05	4
K02982	0.000671255	68
K02890	2.96142E-05	3
K17828	1.97428E-05	2
K02878	1.97428E-05	2
K02884	2.96142E-05	3
K19421	0.000207299	21
K14260	3.94856E-05	4
K07566	3.94856E-05	4
K03466	2.96142E-05	3
K16898	1.97428E-05	2
K02004K05685	0.000177685	18
K18299	3.94856E-05	4
K00609	3.94856E-05	4
K01994	1.97428E-05	2
K00384	0.000345499	35
K05919	0.00035537	36
K06889	1.97428E-05	2
K21562	3.94856E-05	4
K01534	4.9357E-05	5
K03609	0.000157942	16
K13292	3.94856E-05	4
K12111	9.8714E-06	1
K03707	1.97428E-05	2
K18353	1.97428E-05	2
K02028	1.97428E-05	2
K02406	0.000246785	25
K01874	7.89712E-05	8
K07487	1.97428E-05	2
K09667	1.97428E-05	2
K03604	0.000246785	25
K01585	3.94856E-05	4
K04486	0.000118457	12
K06871	2.96142E-05	3
K17686K19597	0.000365242	37
K19002	0.000750226	76
K01679	0.000197428	20
K21600	2.96142E-05	3
K03977	1.97428E-05	2
K02346	1.97428E-05	2
K01804	0.000700869	71
K07091	1.97428E-05	2
K01919	0.000454084	46
K05803	9.8714E-06	1
K01761	0.000118457	12
K11530	7.89712E-05	8
K06180	3.94856E-05	4
K00266	0.001697881	172
K20203	0.000384985	39
K00928	1.97428E-05	2
K20480	1.97428E-05	2
K05837	1.97428E-05	2
K14742	9.8714E-06	1
K00761	0.000128328	13
K01808	8.88426E-05	9
K16710	5.92284E-05	6
K02372	1.97428E-05	2
K02035	0.000365242	37
K03148	2.96142E-05	3
K02034	0.000227042	23
K01442	5.92284E-05	6
K02032	3.94856E-05	4
K03150	5.92284E-05	6
K02031	9.8714E-05	10
K05569	1.97428E-05	2
K03110	1.97428E-05	2
K01839	5.92284E-05	6
K01227	8.88426E-05	9
K00689	0.000296142	30
K03340	0.001233925	125
K17073	3.94856E-05	4
K21471	0.000957526	97
K02028	0.000157942	16
K17074	3.94856E-05	4
K02033	0.000118457	12
K03686	0.000217171	22
K09710	0.000325756	33
K00336	0.000177685	18
K05366	9.8714E-06	1
K21573	5.92284E-05	6
K04072	3.94856E-05	4
K21908	0.000118457	12
K13985	5.92284E-05	6
K02004K10352	0.000118457	12
K08234	0.000108585	11
K03088	0.000118457	12
K07720	3.94856E-05	4
K03551	9.8714E-06	1
K04751	3.94856E-05	4
K01214	1.97428E-05	2
K03320	1.97428E-05	2
K03470	1.97428E-05	2
K00244	7.89712E-05	8
K03699	0.000483699	49
K20918	0.000157942	16
K13993	1.97428E-05	2
K00012	7.89712E-05	8
K01873	0.000345499	35
K07456	1.97428E-05	2
K01258	0.000246785	25
K22230	0.000167814	17
K21071	0.000128328	13
K23248	0.000197428	20
K01810	3.94856E-05	4
K24033	1.97428E-05	2
K02314	1.97428E-05	2
K03572	1.97428E-05	2
K04079	3.94856E-05	4
K06915	0.000108585	11
K08191	7.89712E-05	8
K14058	1.97428E-05	2
K03529	9.8714E-06	1
K03564	0.000572541	58
K09785	0.000128328	13
K03205	0.0001382	14
K19285	3.94856E-05	4
K01687	0.000236914	24
K07495	0.000276399	28
K00018	5.92284E-05	6
K01624	0.000197428	20
K02099K07720	1.97428E-05	2
K19425	5.92284E-05	6
K07053	0.000207299	21
K07738	9.8714E-05	10
K13788	0.001539938	156
K03650	0.000177685	18
K00925	0.001757109	178
K03737	0.000187557	19
K07165	3.94856E-05	4
K07482	1.97428E-05	2
K03800	0.000325756	33
K00283	0.000483699	49
K00382	0.000335628	34
K00262	0.000463956	47
K01361	2.96142E-05	3
K03424	1.97428E-05	2
K05299	1.97428E-05	2
K02907	1.97428E-05	2
K02988	0.000118457	12
K02876	9.8714E-05	10
K01896	3.94856E-05	4
K00605	6.90998E-05	7
K03577	0.000227042	23
K00282	0.000335628	34
K02437	8.88426E-05	9
K05515	9.8714E-05	10
K03710	2.96142E-05	3
K15268	0.000108585	11
K01079	3.94856E-05	4
K18843	7.89712E-05	8
K18897	0.000384985	39
K21572	9.8714E-06	1
K08643	0.000197428	20
K02358	0.002240808	227
K10947	1.97428E-05	2
K04758	8.88426E-05	9
K15125	1.97428E-05	2
K03436	9.8714E-06	1
K18967	3.94856E-05	4
K03327	6.90998E-05	7
K01192	5.92284E-05	6
K00651	1.97428E-05	2
K00041	0.003830103	388
K01812	0.001994023	202
K01685	0.001391867	141
K07729	4.9357E-05	5
K03699	0.001066111	108
K05595	1.97428E-05	2
K02429	3.94856E-05	4
K23005	9.8714E-05	10
K18700	1.97428E-05	2
K19036	3.94856E-05	4
K01647	0.001530067	155
K05299	1.97428E-05	2
K17450	0.008134034	824
K00031	0.00309962	314
K03790	1.97428E-05	2
K12373	1.97428E-05	2
K19286	3.94856E-05	4
K22300	9.8714E-06	1
K06158	0.000157942	16
K01091	2.96142E-05	3
K02072	4.9357E-05	5
K02073	0.000483699	49
K07566	0.000236914	24
K14059	3.94856E-05	4
K02071	0.000276399	28
K03215	0.000217171	22
K02835	0.000167814	17
K04761	0.000108585	11
K03657	0.000227042	23
K19421	0.000177685	18
K13683K19997	0.000148071	15
K13012	1.97428E-05	2
K13668	6.90998E-05	7
K03797	0.000207299	21
K13684	7.89712E-05	8
K00954	0.000256656	26
K16695	0.000167814	17
K19302	8.88426E-05	9
K03606	8.88426E-05	9
K12996	3.94856E-05	4
K00689	0.00035537	36
K01915	0.000187557	19
K07079	4.9357E-05	5
K08744	2.96142E-05	3
K01779	9.8714E-06	1
K01652	1.97428E-05	2
K07271	9.8714E-06	1
K09811	0.000286271	29
K01009	3.94856E-05	4
K02847	5.92284E-05	6
K19425	1.97428E-05	2
K19423	1.97428E-05	2
K08600	3.94856E-05	4
K24846	7.89712E-05	8
K01912	5.92284E-05	6
K08483	1.97428E-05	2
K15770	0.000276399	28
K03615	2.96142E-05	3
K03111	0.000177685	18
K02990	9.8714E-05	10
K01652	5.92284E-05	6
K07486	0.000108585	11
K01695	7.89712E-05	8
K01696	4.9357E-05	5
K00765	6.90998E-05	7
K01523	9.8714E-06	1
K17103	2.96142E-05	3
K01613	1.97428E-05	2
K07031	1.97428E-05	2
K00973	1.97428E-05	2
K16703	0.000246785	25
K00754	0.000365242	37
K23989	0.000503441	51
K19427	0.000197428	20
K08483	4.9357E-05	5
K17081	2.96142E-05	3
K02847	0.000187557	19
K02108	3.94856E-05	4
K02109	5.92284E-05	6
K10119	9.8714E-06	1
K18814K21003	0.000118457	12
K01811	0.000375113	38
K18940	1.97428E-05	2
K02622	6.90998E-05	7
K00626	1.97428E-05	2
K07493	5.92284E-05	6
K02337	5.92284E-05	6
K01692	2.96142E-05	3
K00074	0.000118457	12
K02114	0.000177685	18
K21573	4.9357E-05	5
K02133	0.000414599	42
K15738	0.001164825	118
K23518	5.92284E-05	6
K07497	0.000266528	27
K00820	0.000315885	32
K02523	1.97428E-05	2
K01619	1.97428E-05	2
K03657	7.89712E-05	8
K07459	3.94856E-05	4
K01486	0.000197428	20
K16868	0.000118457	12
K22958	1.97428E-05	2
K03183K06987	1.97428E-05	2
K08174	0.000612027	62
K03657	0.000187557	19
K03701	0.000236914	24
K06877	0.000167814	17
K00040	6.90998E-05	7
K08234	5.92284E-05	6
K06156	9.8714E-06	1
K06926	1.97428E-05	2
K00059	1.97428E-05	2
K24180	1.97428E-05	2
K06951	0.000197428	20
K07816	9.8714E-05	10
K10297K22994	0.000908169	92
K01838	5.92284E-05	6
K01811K03657	0.000286271	29
K03315	0.000463956	47
K02115	0.000207299	21
K07726	9.8714E-06	1
K21367	3.94856E-05	4
K13005	3.94856E-05	4
K00978	5.92284E-05	6
K12452	0.000177685	18
K03310	0.000384985	39
K01709	0.000276399	28
K01790	0.000108585	11
K12453	3.94856E-05	4
K22305	0.000296142	30
K01711	0.00042447	43
K01869	0.001194439	121
K00633	0.00042447	43
K01209	0.000227042	23
K21746	0.000108585	11
K12035	2.96142E-05	3
K03310	0.000118457	12
K01537	6.90998E-05	7
K00971	0.000533056	54
K02377	0.00042447	43
K00134	3.94856E-05	4
K07485	0.000128328	13
K01190	3.94856E-05	4
K01175	0.000118457	12
K14664	9.8714E-06	1
K16785	5.92284E-05	6
K01208	0.000236914	24
K01552	0.000375113	38
K07568	0.000236914	24
K00937	3.94856E-05	4
K06969	9.8714E-05	10
K15779	0.008183391	829
K02004K09808	9.8714E-05	10
K14059	1.97428E-05	2
K01689	0.000829198	84
K01091	1.97428E-05	2
K22300	8.88426E-05	9
K05989	4.9357E-05	5
K20542	0.000118457	12
K18915	5.92284E-05	6
K00034	9.8714E-06	1
K07729	7.89712E-05	8
K06158	1.97428E-05	2
K07133	7.89712E-05	8
K12373	0.000513313	52
K04068	0.000582413	59
K21636	0.003780746	383
K02395	4.9357E-05	5
K20444	0.002260551	229
K09691	0.000236914	24
K03455	5.92284E-05	6
K02498	0.000236914	24
K03654	0.000463956	47
K23237	1.97428E-05	2
K19425	0.000700869	71
K03060	0.000227042	23
K14441	0.001303025	132
K00942	0.000148071	15
K04567	0.001954537	198
K04085	0.000207299	21
K12952	0.001174697	119
K16923	0.0001382	14
K03784	0.000394856	40
K07816	0.000217171	22
K01926	0.000296142	30
K17734	3.94856E-05	4
K02015	1.97428E-05	2
K06158	9.8714E-05	10
K01267	0.000118457	12
K17734K14647	0.000108585	11
K02824	0.000365242	37
K00995	0.000434342	44
K10118	0.0001382	14
K02004	4.9357E-05	5
K03466	0.001895309	192
K21463	0.000957526	97
K06153	0.000542927	55
K07171	0.000177685	18
K03699	0.000345499	35
K23997	0.000542927	55
K01775	0.001036497	105
K10559	0.015073628	1527
K03686	1.97428E-05	2
K00384	9.8714E-06	1
K03299	0.000602155	61
K06173	0.001609038	163
K03436	0.000296142	30
K07042	0.000444213	45
K06217	0.000878555	89
K00783	0.00134251	136
K01567	0.000315885	32
K00266	0.002546821	258
K20203	0.000760098	77
K07642	0.011283011	1143
K07775	0.004915957	498
K03076	0.001263539	128
K00939	0.000167814	17
K02907	7.89712E-05	8
K02876	0.000404727	41
K02881	0.000345499	35
K02988	0.000463956	47
K02994	0.000276399	28
K02933	0.000503441	51
K18349	3.94856E-05	4
K03093	3.94856E-05	4
K08659	1.97428E-05	2
K10040	6.90998E-05	7
K02028	1.97428E-05	2
K10039	0.000167814	17
K02895	4.9357E-05	5
K02931	0.000197428	20
K02961	7.89712E-05	8
K02874	0.000128328	13
K02904	1.97428E-05	2
K07814	0.000256656	26
K02992	0.000197428	20
K02355	0.001401739	142
K02950	0.000177685	18
K07335	0.000128328	13
K01754	0.000128328	13
K09787	9.8714E-06	1
K07096	4.9357E-05	5
K03106	0.0001382	14
K01524	4.9357E-05	5
K01950	9.8714E-05	10
K18896	0.00035537	36
K04083	0.000197428	20
K03664	1.97428E-05	2
K01451	7.89712E-05	8
K03723	5.92284E-05	6
K01006	0.006811266	690
K11358	0.000128328	13
K12448	0.000227042	23
K04072	0.022072451	2236
K02120	0.002388879	242
K19302	0.000177685	18
K02117	0.007660207	776
K00036	0.000167814	17
K02118	0.007265351	736
K02122	0.001095725	111
K01057	0.000128328	13
K01775	1.97428E-05	2
K13020	0.000404727	41
K00789	0.000217171	22
K18855	0.000720612	73
K15545	0.000256656	26
K05989	0.0001382	14
K03079	0.000937783	95
K12308	7.89712E-05	8
K08174	5.92284E-05	6
K01191	5.92284E-05	6
K14792K02945	0.000335628	34
K03823	0.000720612	73
K07058	0.001233925	125
K01785	0.001154954	117
K07486	0.000207299	21
K11244	5.92284E-05	6
K01854	0.000177685	18
K06400	9.8714E-06	1
K02431	0.00105624	107
K01365K06882	0.000483699	49
K05499	0.000908169	92
K08302	0.000760098	77
K07076	9.8714E-06	1
K02400	1.97428E-05	2
K02358	0.001648524	167
K03110	0.000118457	12
K07271	1.97428E-05	2
K13993	6.90998E-05	7
K08303	1.97428E-05	2
K13195	0.000513313	52
K01265	9.8714E-06	1
K02656	1.97428E-05	2
K06959	1.97428E-05	2
K00703	5.92284E-05	6
K03466	0.0001382	14
K01491	4.9357E-05	5
K01938	0.000177685	18
K16092	0.000276399	28
K21606	2.96142E-05	3
K13893	3.94856E-05	4
K03088	2.96142E-05	3
K14059	1.97428E-05	2
K22014	2.96142E-05	3
K18682	0.000612027	62
K05349	0.001964409	199
K02557	5.92284E-05	6
K04084	9.8714E-06	1
K03666	2.96142E-05	3
K00791	1.97428E-05	2
K00945	5.92284E-05	6
K00756	0.000108585	11
K01607	9.8714E-05	10
K01990	3.94856E-05	4
K15580	0.000227042	23
K07037	1.97428E-05	2
K10823	7.89712E-05	8
K06217	2.96142E-05	3
K07042	1.97428E-05	2
K23163	5.92284E-05	6
K01281	0.000227042	23
K08153	0.000384985	39
K15580	0.000108585	11
K06390	3.94856E-05	4
K03536	0.000236914	24
K02338	0.000246785	25
K02313	0.000878555	89
K14761	2.96142E-05	3
K04042	0.000227042	23
K05349K17641	0.0001382	14
K01686	3.94856E-05	4
K22129	0.000276399	28
K02688	5.92284E-05	6
K19954	0.000621898	63
K22024	0.000286271	29
K01714	0.000592284	60
K03650	0.000157942	16
K03495	0.000345499	35
K03217	0.000335628	34
K07862	5.92284E-05	6
K06346	0.000296142	30
K03500	1.97428E-05	2
K00927	0.001569553	159
K01803	0.000335628	34
K03546	1.97428E-05	2
K03738	0.000286271	29
K06418	0.001135211	115
K20021	3.94856E-05	4
K03569	0.000118457	12
K03040	0.000750226	76
K12264	9.8714E-06	1
K02879	0.000118457	12
K01507	4.9357E-05	5
K02986	0.000177685	18
K12574	2.96142E-05	3
K03497	3.94856E-05	4
K00948	9.8714E-05	10
K02653	9.8714E-06	1
K03789	2.96142E-05	3
K07015	3.94856E-05	4
K02356	0.000197428	20
K16785	1.97428E-05	2
K01552	1.97428E-05	2
K03496	9.8714E-06	1
K00891	9.8714E-05	10
K18889	7.89712E-05	8
K07665	6.90998E-05	7
K07133	0.001174697	119
K01153	0.000167814	17
K01897	0.000266528	27
K21672	5.92284E-05	6
K16568	1.97428E-05	2
K07560	9.8714E-06	1
K08591	9.8714E-06	1
K00057	4.9357E-05	5
K06394	1.97428E-05	2
K04759	0.000335628	34
K03823	9.8714E-06	1
K01258	1.97428E-05	2
K00852	9.8714E-06	1
K18908	0.000118457	12
K23393	0.000118457	12
K21573	0.001539938	156
K07009	1.97428E-05	2
K04762	9.8714E-06	1
K01271	3.94856E-05	4
K03734	4.9357E-05	5
K03335	0.001085854	110
K21572	0.001303025	132
K07015	3.94856E-05	4
K05989	0.000256656	26
K02654	1.97428E-05	2
K03388	0.0001382	14
K03770	3.94856E-05	4
K19005	4.9357E-05	5
K07075	8.88426E-05	9
K06306	1.97428E-05	2
K21573	1.97428E-05	2
K02357	0.00091804	93
K06972	0.000167814	17
K07284	0.000157942	16
K03706	0.000236914	24
K02967	0.001303025	132
K04096	1.97428E-05	2
K03168	0.000157942	16
K04043	1.97428E-05	2
K07391	7.89712E-05	8
K02341	5.92284E-05	6
K02003	0.000769969	78
K14540	1.97428E-05	2
K03091	0.000167814	17
K00688	4.9357E-05	5
K21571	3.94856E-05	4
K03665	9.8714E-05	10
K02867	0.000217171	22
K02601	0.000325756	33
K02863	4.9357E-05	5
K22549	0.000148071	15
K02337	1.97428E-05	2
K03111	0.000177685	18
K02963	8.88426E-05	9
K02990	8.88426E-05	9
K10823	9.8714E-06	1
K02031	2.96142E-05	3
K02902	9.8714E-05	10
K03216	3.94856E-05	4
K00876	3.94856E-05	4
K06158	0.000246785	25
K24180	4.9357E-05	5
K19295	0.000671255	68
K02005	0.000167814	17
K19294	0.000839069	85
K23237	1.97428E-05	2
K02528	0.000335628	34
K02906	0.000592284	60
K02926	0.000187557	19
K22933	7.89712E-05	8
K02946	0.000325756	33
K01673	1.97428E-05	2
K04763	5.92284E-05	6
K06949	1.97428E-05	2
K15580	5.92284E-05	6
K00949	7.89712E-05	8
K01955	1.97428E-05	2
K03498	0.00042447	43
K02878	0.000246785	25
K03499	0.000602155	61
K02904	1.97428E-05	2
K02890	0.000128328	13
K02982	0.000365242	37
K02886	0.000750226	76
K02965	3.94856E-05	4
K02892	0.000394856	40
K02895	0.000177685	18
K02961	8.88426E-05	9
K02874	0.000197428	20
K22010	1.97428E-05	2
K03977	3.94856E-05	4
K02876	7.89712E-05	8
K03076	0.001609038	163
K02988	0.000266528	27
K02994	0.000315885	32
K02933	0.000148071	15
K02931	0.000483699	49
K00873	0.000533056	54
K02563	4.9357E-05	5
K03588	1.97428E-05	2
K01928	9.8714E-05	10
K01923	1.97428E-05	2
K01000	3.94856E-05	4
K03587	5.92284E-05	6
K03438	0.000157942	16
K09704	0.000177685	18
K03088	0.000394856	40
K03088	0.000177685	18
K07369	0.000177685	18
K01520	1.97428E-05	2
K20543	0.000167814	17
K07684	9.8714E-05	10
K22719	1.97428E-05	2
K15533	0.001006883	102
K02224	3.94856E-05	4
K23078	1.97428E-05	2
K03086	1.97428E-05	2
K01438	9.8714E-06	1
K03495	9.8714E-05	10
K12308	9.8714E-06	1
K16899	0.000108585	11
K17319	8.88426E-05	9
K04042	3.94856E-05	4
K03556	1.97428E-05	2
K01840	0.000197428	20
K03556	5.92284E-05	6
K03324	7.89712E-05	8
K07658	1.97428E-05	2
K21573	0.000118457	12
K15580	0.000365242	37
K01876	3.94856E-05	4
K02887	0.001095725	111
K02916	0.000483699	49
K08217	0.000187557	19
K21572	3.94856E-05	4
K21574	5.92284E-05	6
K00705	0.000236914	24
K11717	5.92284E-05	6
K01439	0.000256656	26
K03088	9.8714E-06	1
K09015	1.97428E-05	2
K09698	7.89712E-05	8
K07260	0.000108585	11
K02518	1.97428E-05	2
K01265	0.000187557	19
K02952	0.000177685	18
K07010	3.94856E-05	4
K00602	1.97428E-05	2
K00567	9.8714E-06	1
K01534	0.000454084	46
K14698	1.97428E-05	2
K01897	0.000128328	13
K06076	9.8714E-05	10
K07469	4.9357E-05	5
K17363	9.8714E-05	10
K03310	4.9357E-05	5
K02939	0.0001382	14
K01361	0.002250679	228
K02990	2.96142E-05	3
K02963	1.97428E-05	2
K06075	1.97428E-05	2
K03497	9.8714E-05	10
K07636	0.000700869	71
K07672	0.000927912	94
K03088	0.000108585	11
K07487	1.97428E-05	2
K00762	3.94856E-05	4
K02355	0.00056267	57
K06921	1.97428E-05	2
K04095	0.000108585	11
K01740	9.8714E-06	1
K02027	0.000394856	40
K06400	1.97428E-05	2
K07636	3.94856E-05	4
K12132	0.0001382	14
K08191	3.94856E-05	4
K02035	3.94856E-05	4
K03215	9.8714E-06	1
K06398	8.88426E-05	9
K06400	0.000730484	74
K03621	1.97428E-05	2
K03699	1.97428E-05	2
K13069K18991K05499	1.97428E-05	2
K13641	9.8714E-06	1
K16025	3.94856E-05	4
K00074	4.9357E-05	5
K21573	1.97428E-05	2
K00156	0.000167814	17
K07277	8.88426E-05	9
K00048	7.89712E-05	8
K05516	0.000227042	23
K03615	0.000345499	35
K19353	0.000177685	18
K06400	0.000217171	22
K03088	3.94856E-05	4
K03499	0.001786723	181
K07667	0.002971291	301
K07646	0.010789441	1093
K07240	0.000908169	92
K03077	0.000473827	48
K07141	6.90998E-05	7
K12528	0.000404727	41
K00854	0.000463956	47
K03816	0.000256656	26
K03210	0.000128328	13
K00052	5.92284E-05	6
K23876	2.96142E-05	3
K00773	0.000197428	20
K02939	1.97428E-05	2
K02314	0.000256656	26
K06969	5.92284E-05	6
K22927	0.000118457	12
K03388K03616	0.000286271	29
K07648	1.97428E-05	2
K03613	0.0001382	14
K03617	7.89712E-05	8
K03612	0.000365242	37
K03498	0.002921934	296
K15640	0.001381996	140
K01972	3.94856E-05	4
K06131	2.96142E-05	3
K13541	2.96142E-05	3
K00864	5.92284E-05	6
K00754	2.96142E-05	3
K03431	7.89712E-05	8
K07075	8.88426E-05	9
K05946	5.92284E-05	6
K19789	6.90998E-05	7
K08587	5.92284E-05	6
K23005	3.94856E-05	4
K05540	1.97428E-05	2
K22293	4.9357E-05	5
K00459	0.000108585	11
K01955	9.8714E-06	1
K01006	0.025053614	2538
K01775	7.89712E-05	8
K00075	9.8714E-06	1
K12448	9.8714E-05	10
K17489	9.8714E-06	1
K18425	1.97428E-05	2
K23351	2.96142E-05	3
K23352	4.9357E-05	5
K18220	0.001530067	155
K03604	0.000157942	16
K11527	8.88426E-05	9
K07240	9.8714E-06	1
K16153	1.97428E-05	2
K06409	3.94856E-05	4
K24163	1.97428E-05	2
K02236	5.92284E-05	6
K02650	0.000217171	22
K10119	9.8714E-06	1
K15545	7.89712E-05	8
K07407	0.000157942	16
K12278	1.97428E-05	2
K12950	0.000217171	22
K17686K19597	0.001224054	124
K13643	0.000256656	26
K05799	6.90998E-05	7
K03596	1.97428E-05	2
K02495	9.8714E-06	1
K12950	7.89712E-05	8
K21600	9.8714E-06	1
K07979	1.97428E-05	2
K06217	9.8714E-06	1
K06882K07279	5.92284E-05	6
K03436	1.97428E-05	2
K02342	9.8714E-06	1
K03555	9.8714E-05	10
K03798	9.8714E-06	1
K01661	1.97428E-05	2
K07139	1.97428E-05	2
K13921	3.94856E-05	4
K08678	2.96142E-05	3
K01952	5.92284E-05	6
K07220	6.90998E-05	7
K07029	0.000118457	12
K00111	5.92284E-05	6
K00567	1.97428E-05	2
K18707	3.94856E-05	4
K11928	5.92284E-05	6
K01689	9.8714E-05	10
K23948	5.92284E-05	6
K15635	5.92284E-05	6
K23775	7.89712E-05	8
K07133	0.000118457	12
K03215	0.000167814	17
K02501	0.000177685	18
K02500	4.9357E-05	5
K07775	2.96142E-05	3
K18345	0.000108585	11
K24456	1.97428E-05	2
K03088	0.002142094	217
K22278	0.000118457	12
K01868	4.9357E-05	5
K02838	9.8714E-05	10
K00806	3.94856E-05	4
K00003	0.000236914	24
K09903	2.96142E-05	3
K03625	1.97428E-05	2
K01409	3.94856E-05	4
K18673	1.97428E-05	2
K11754	1.97428E-05	2
K02757	1.97428E-05	2
K08602	1.97428E-05	2
K16330	2.96142E-05	3
K01914	4.9357E-05	5
K03526	3.94856E-05	4
K03763	6.90998E-05	7
K00099	1.97428E-05	2
K11749	4.9357E-05	5
K00981	8.88426E-05	9
K08372	3.94856E-05	4
K15779	1.97428E-05	2
K11068	0.000227042	23
K07098	0.000315885	32
K02346	0.00042447	43
K22300	6.90998E-05	7
K07279	0.015695527	1590
K00845	0.000227042	23
K21573	1.97428E-05	2
K01770	1.97428E-05	2
K03103	1.97428E-05	2
K01926	3.94856E-05	4
K01557	2.96142E-05	3
K02169	3.94856E-05	4
K00973	1.97428E-05	2
K19339	3.94856E-05	4
K02837	2.96142E-05	3
K00876	5.92284E-05	6
K00264	1.97428E-05	2
K21471	1.97428E-05	2
K07459	3.94856E-05	4
K01232	1.97428E-05	2
K07497	0.000414599	42
K17686	0.000118457	12
K03630	5.92284E-05	6
K23535	5.92284E-05	6
K07458	9.8714E-06	1
K01761	3.94856E-05	4
K00931	2.96142E-05	3
K03545	1.97428E-05	2
K14731	3.94856E-05	4
K00147	1.97428E-05	2
K02470	3.94856E-05	4
K16787	0.000207299	21
K12111	4.9357E-05	5
K03328	9.8714E-06	1
K09691	5.92284E-05	6
K09690	9.8714E-05	10
K09121	7.89712E-05	8
K02529	4.9357E-05	5
K11641	7.89712E-05	8
K18908	0.000217171	22
K00951	0.000296142	30
K07576	0.00056267	57
K01689	0.000819326	83
K03215	0.000375113	38
K05810	0.000868683	88
K03070	0.005133128	520
K00865	0.000108585	11
K02035	0.000839069	85
K02906	0.000227042	23
