KO_MANTIS_CONSENSUS	QUANT
K03336	2
K06880	4
K02040	116
K01192	21
K01193	120
K01190	289
K01191	107
K06878	345
K03367	43
K02036	21
K02035	1672
K09903	1071
K07727	463
K02033	2
K01185	13
K07729	1034
K02032	568
K01186	7
K02031	233
K02030	2
K05540	2
K07720	2225
K02039	5638
K01181	2
K01182	144
K18831	18
K02026	42
K02025	376
K07714	2
K01176	509
K07717	2
K03353	67
K07718	46
K06864	6
K02029	42
K02028	16
K02027	655
K12264	35
K14445	20
K12267	5
K14441	23
K15770	2874
K15779	1529
K03785	574
K03784	739
K03300	2
K03783	3
K22068	43
K03780	710
K03308	20
K01129	6
K03307	17
K00278	3
K01126	287
K18814	10
K15780	382
K15781	52
K16639	121
K22082	2
K00265	1397
K01596	51
K00266	17081
K03773	24
K00264	1493
K01595	10
K02440	7
K00261	11
K00262	45656
K03770	2
K01593	130
K01591	3465
K00260	800
K01119	8
K03779	4412
K03778	38
K03776	10
K01599	54
K11392	532
K12240	266
K03324	50
K02477	4
K22042	2
K05989	12
K00297	1202
K02474	24
K03321	51
K02472	17
K22044	2
K02470	1917
K22043	2
K03328	123
K04652	154
K03327	10
K04654	10
K02478	1
K05986	7
K12257	50
K00287	15
K03797	42
K00286	67
K01138	4
K02469	809
K01139	819
K03798	2162
K10844	37
K18330	31
K18331	897
K06334	4
K06333	9
K07668	72
K18332	465
K03296	22
K06320	161
K07651	4
K07658	107
K08986	49
K07693	22
K01903	264
K10820	151
K18785	1397
K10823	1515
K01900	88
K07689	468
K09861	28
K07678	136
K06346	534
K07679	5
K13075	152
K20608	7
K01091	252
K19611	218
K09807	2
K01089	30
K10804	4
K09808	1292
K04112	456
K08955	8
K08956	390
K10810	4
K01077	3
K17450	59
K04104	144
K13059	7
K13052	2
K03294	3
K03286	1250
K03285	610
K07641	135
K07642	46
K08969	53
K09816	30
K08963	5
K07636	2
K09812	2
K07271	235
K10441	1301
K07273	474
K00639	3214
K07275	7
K13953	466
K13954	258
K21573	19978
K21572	1055
K21571	126
K19265	48
K21577	395
K21576	50
K01966	520
K00634	10
K21575	89
K21574	414
K00632	958
K23753	4
K01963	90
K01962	6
K21579	3
K01961	3
K08591	2
K07260	22
K07263	625
K01958	324
K13963	34
K21584	56
K22431	6864
K21583	149
K02804	238
K00625	320
K00626	8586
K01956	1509
K20257	33
K01955	5879
K07258	328
K22432	1168
K01954	16
K01953	94
K01952	9912
K01951	5831
K00620	304
K09475	13
K01507	49
K02838	1278
K11755	54
K11752	10
K11751	436
K10421	50
K11754	15
K11753	83
K00651	32
K02837	221
K01506	65
K01989	461
K02836	567
K00656	18052
K02835	924
K02834	109
K22405	10685
K00655	1
K01500	920
K07284	888
K13940	28
K00640	523
K10439	878
K00647	200
K09457	186
K09458	10
K00648	10
K07277	34
K02825	836
K00645	26
K21563	530
K07279	69
K02823	15
K17073	15
K01972	120
K06381	2
K01929	20
K01928	184
K06382	2
K06385	93
K01926	48
K01925	9
K18367	59
K13919	130
K01924	956
K01923	3797
K20202	92
K01921	77
K16191	289
K20203	1154
K01918	125
K01916	10
K01915	15396
K16199	63
K07221	24
K01914	783
K13922	3352
K19225	74
K13920	63
K11741	1
K13921	588
K11749	130
K13926	2
K01912	10
K07216	85
K07699	254
K07250	52
K07251	780
K00616	103
K18345	63
K18350	10
K11717	589
K19200	8
K06398	15
K00615	5877
K01945	5602
K00613	1024
K06399	1
K00610	587
K00611	4767
K01940	5852
K21512	2
K06390	13
K00609	7983
K01939	7732
K16179	2
K01938	32674
K01937	7098
K00606	33
K16176	114
K06395	221
K19693	98
K19694	81
K01933	1577
K00602	5365
K00600	14636
K12340	188
K13670	21
K01200	524
K01685	63
K00351	12
K01681	4533
K01208	460
K01209	689
K01206	120
K01207	229
K02536	81
K01689	15723
K01686	879
K00355	34
K01687	6295
K09163	2
K16710	29
K13688	1
K14534	164
K15866	170
K02520	718
K02529	457
K02528	9
K00348	200
K01679	6
K02527	1
K01677	896
K00346	129
K03856	668
K01678	124
K13652	2
K06919	4
K01222	31
K00375	8
K01223	108
K03408	14
K03407	12
K03406	94
K01227	5
K01224	8
K03402	61
K13663	22
K11004	2
K01695	88
K22130	87
K01696	36
K01692	91
K06904	2
K06907	4
K21285	627
K01697	763
K01698	520
K01214	4
K10120	147
K08282	7
K12308	8
K00794	753
K22580	2
K02970	1274
K00791	122
K01649	820
K01647	4316
K00797	5
K00798	5
K00796	32
K01643	126
K01639	704
K13643	95
K02961	10345
K03816	82
K02968	334
K09117	145
K02967	21770
K01635	176
K00789	6869
K02965	14344
K02963	1681
K09118	4
K00784	391
K09157	5586
K02519	2465
K02994	10439
K01662	15
K00331	13
K02992	19783
K02990	1376
K01666	340
K00335	193
K01667	1235
K00336	32
K02996	4853
K11441	19
K09145	19
K03839	247
K08297	54
K10117	1693
K10118	16
K10112	2608
K01652	143
K02982	18104
K01657	1
K02988	6140
K09137	13
K02503	528
K00324	19
K02986	14341
K02502	2
K03833	114
K01653	214
K23424	219
K03832	63
K02500	259
K18967	24
K16787	6
K16786	27
K16785	2
K13278	34
K03470	148
K14127	175
K06978	27
K03466	36
K01286	6
K03465	16
K02133	18689
K02132	39
K13280	23
K06972	474
K06971	1
K03469	2
K18979	450
K17641	16
K13283	64
K16793	352
K20816	382
K16318	22
K14138	3912
K19824	106917
K07814	158
K06967	51
K07813	34
K01278	568
K06969	602
K02123	106
K07816	2
K02121	4
K02120	3
K01271	1000
K13292	14
K11072	842
K18940	1571
K15437	290
K03483	130
K23059	237
K06993	35
K06997	879
K17624	11
K11085	39
K06990	180
K03481	13
K18954	174
K19802	7
K01299	5
K01297	13
K03476	12
K01295	19
K15894	188
K18929	174
K04755	7
K06933	2
K02574	1
K01243	58
K04758	523
K04759	2765
K00392	2
K03427	95
K03424	2
K05601	329
K11062	49
K00390	527
K11069	83
K06923	68
K02564	389
K06922	463
K02563	217
K00384	12
K06925	776
K00385	996
K03893	64
K01232	36
K00382	75
K03892	11
K06926	2
K00383	2
K01239	467
K03415	373
K01235	21
K10188	3458
K15873	4
K18908	318
K01270	172
K12368	25
K12369	4
K01267	14207
K22162	2
K02112	1255
K06958	107
K02111	10477
K01265	142
K03442	4
K02110	39
K01262	10
K06959	87
K07806	2
K01261	15
K04771	651
K04772	4
K02118	829
K02117	2278
K06951	38
K01268	7
K01269	30
K02115	20
K10192	686
K12373	28
K11041	1416
K01255	64
K02585	286
K03431	766
K04769	45
K06946	20
K02109	98
K03439	31
K04761	28
K03438	113
K06941	10
K04763	594
K03437	114
K03436	5
K01258	670
K02588	1
K06942	96
K08640	33
K07792	32
K02099	148
K19781	147
K19309	529
K10977	4
K19788	4012
K09952	59
K21621	38
K05595	174
K07775	459
K06446	157
K07776	46
K07778	139
K22927	17
K18429	18
K09992	2
K07321	622
K08652	52
K08659	88
K17103	4
K18431	5
K14084	4
K14082	382
K09973	10
K07317	88
K21600	9
K14048	78
K18887	110
K18888	194
K18889	79
K03389	264
K02058	118
K03388	253
K07749	4
K03385	4
K18890	123
K02052	87
K06894	1
K06413	4
K06412	128
K22900	1
K05567	22
K06898	2
K14059	143
K14055	41
K02051	206
K02050	213
K18896	8
K06406	10
K06889	221
K06405	1
K01198	244
K02045	46
K02044	18
K06409	10
K01195	853
K06882	243
K06400	131
K14061	4
K06404	4
K02049	63
K05592	42
K05593	16
K02084	2
K02081	10
K19710	12
K10907	9
K16692	88
K05587	20
K16214	2
K16698	2
K16212	92
K16695	51
K02073	1023
K03394	10
K18881	4
K17550	2
K15372	2
K08600	64
K06421	33
K08602	58
K07391	2
K10562	28
K02939	544
K01609	3
K00759	65
K07397	266
K11410	14
K01604	717
K00757	77
K02935	3595
K02933	7980
K00756	17
K02931	25734
K00752	174
K23876	450
K07386	16
K02926	2888
K13606	3
K20374	2
K06046	33
K10540	4608
K03809	350
K01628	2673
K02959	1946
K08264	28
K01629	117
K10546	1576
K10548	219
K10542	423
K10543	76
K02950	12138
K21672	3
K01626	644
K08258	41
K01627	4
K02956	2351
K01624	12006
K01625	2102
K02954	14
K01623	52
K03800	38
K02952	15315
K01621	6887
K06075	396
K01619	39
K06077	4
K02948	6631
K06076	21
K10559	2379
K12736	4
K10555	19
K00760	367
K00761	6789
K18045	137
K02946	4731
K02945	10908
K01613	22
K00766	130
K00767	146
K00764	410
K00765	176
K00762	2358
K01610	28308
K00763	2542
K06020	2
K19333	1
K19334	8
K18009	52
K00713	61
K00705	955
K18013	7
K18014	4
K19347	4
K19354	8
K00702	79
K00703	3331
K06001	771
K00700	478
K22994	34
K07335	1432
K22516	11
K02919	413
K02916	1250
K18471	100
K18474	20
K02913	343
K02911	180
K21636	4
K07369	13
K02909	2184
K02907	673
K02906	4258
K02904	1081
K08693	37
K18475	4
K06024	487
K02902	330
K06023	529
K00721	255
K13797	17211
K14647	18
K14645	4
K02652	28
K02650	6
K03980	2
K02656	519
K10297	47
K14652	123
K12472	598
K15986	48
K15987	20
K01790	249
K23121	10
K01318	30
K03979	225
K02647	1249
K22278	37
K03977	3537
K12448	214
K03522	1208
K00013	1038
K03521	1170
K00010	154
K21395	389
K21394	6
K03529	9
K00018	439
K03527	120
K00016	703
K03526	1311
K19081	2
K00015	3
K12452	32
K12453	3
K13789	1
K13788	7706
K11127	2
K20074	56
K00009	52
K03518	230
K01338	578
K00008	3165
K02669	5
K00005	2
K19092	3
K00003	171
K00004	197
K10240	1400
K09251	20
K12421	152
K01761	18
K22226	180
K00437	34
K10254	117
K11105	437
K01751	142
K22230	186
K01759	10
K00428	47
K01756	7489
K07059	2
K01754	768
K01755	1181
K02601	926
K02600	4169
K03931	145
K13730	4
K07095	34
K07098	51
K01783	19
K01784	4928
K23537	103
K21356	21
K01787	41
K01788	50
K01785	31
K07082	63
K07089	263
K13746	800
K15923	173
K15920	31
K15921	12
K07080	63
K00441	8
K01770	762
K19055	366
K07079	6
K01778	16
K02626	4
K20035	2
K01779	43
K01777	97
K20038	452
K02621	1586
K01775	353
K16422	433
K12063	219
K00082	2
K03590	7
K00078	12
K00077	470
K03101	3
K03100	292
K00074	12646
K24041	11
K24042	1594
K00075	1
K03581	125
K15580	2098
K15581	4
K03106	20
K15583	56
K03580	15
K00067	166
K00068	99
K03575	5
K06606	405
K00065	7
K03574	440
K02242	6
K03572	124
K03570	3
K14260	708
K14261	25
K20932	47
K03579	30
K03578	16
K20903	20
K11195	108
K02282	129
K05305	4
K05306	22
K00099	1127
K00096	15
K16898	239
K20918	3
K16899	88
K00087	109
K00088	15910
K03111	2154
K03595	2
K03594	15
K03110	63
K00086	4
K03593	326
K05773	351
K15533	272
K11176	3620
K15531	210
K15532	88
K17716	329
K17713	627
K03544	2307
K00033	8
K01361	461
K00030	50
K00031	2551
K02217	441
K03548	29
K03547	72
K03546	83
K03545	2970
K14698	38
K11184	1030
K00024	1298
K03531	3942
K03530	1214
K00029	138
K00027	2763
K01358	615
K01356	19
K02688	55
K02203	418
K02687	46
K14664	26
K00060	10
K15515	36
K00057	31
K02234	2070
K03565	139
K03564	6
K00052	3044
K00053	19051
K02230	20
K03561	98
K03569	866
K02238	479
K00058	1078
K00059	831
K11166	11
K03555	1213
K02224	2
K00046	1240
K03553	4393
K22293	149
K00041	255
K03551	31
K01372	2
K00042	49
K23144	1424
K00040	1605
K03558	224
K00048	1948
K21739	48
K19419	20
K17234	453
K03074	12
K19411	4
K03073	4
K03072	9
K11934	4
K03070	1332
K09607	4
K11936	1
K18572	7
K19420	2
K20882	25
K17248	6
K19422	4
K19423	4
K03060	60
K18579	38
K19427	61
K18581	154
K21746	145
K21745	5
K21744	307
K17213	5
K00817	297
K14188	13
K07452	35
K16363	99
K03092	2
K03088	1694
K03086	4387
K00812	10
K16371	7
K07444	4
K21711	19
K17225	55
K00806	7
K11921	197
K18555	1
K19405	7
K03079	74
K03077	1491
K03076	159
K00800	29
K15016	680
K15017	197
K17677	15
K20846	481
K14163	1666
K14164	17
K14170	2
K17680	6
K05685	239
K15023	9863
K17686	14
K17202	256
K15024	552
K02172	149
K02171	194
K11907	76
K03499	345
K03498	5
K03497	83
K03496	230
K03495	2
K03018	154
K20829	71
K16328	17
K16327	2
K07407	405
K07406	14
K03046	49608
K02199	90
K03043	43782
K03042	236
K07402	14
K07404	47
K14155	170
K03040	13084
K02190	4267
K02189	98
K02188	92
K08723	16
K09691	2
K06180	825
K07030	2183
K23518	4
K09696	107
K07031	3
K01728	6
K10206	1453
K10200	69
K11533	134
K20480	1
K20487	13
K00878	248
K00879	30
K07027	2
K00876	638
K20485	21
K00874	2666
K07029	220
K00875	2
K00872	247
K00873	1766
K09681	803
K11540	23
K09684	5
K06173	350
K09685	5
K00869	2
K08352	536
K10218	14
K00860	20
K21346	109
K01714	2233
K07497	17
K01715	2382
K00868	2
K01712	12
K07016	4
K08344	147
K06168	4
K01710	1598
K00864	980
K01711	4
K03929	24
K07053	13
K08384	2
K11996	302
K01740	8405
K00891	280
K20461	263
K19002	51
K01745	13
K03924	36
K00895	84
K08372	1319
K10671	507
K10672	105
K07040	6
K23508	1272
K07042	18
K01738	7399
K23509	8
K19003	547
K11527	369
K19005	472
K00882	17
K00880	41
K11529	386
K23987	14
K01734	626
K01735	405
K09698	222
K01733	335
K00886	6
K08321	59
K07467	139
K00832	13
K00830	55
K07469	1627
K00831	5312
K08794	167
K00826	5581
K06131	50
K07462	969
K18138	10
K18139	1198
K08302	412
K08303	866
K00821	1360
K07456	47
K20452	2154
K20453	997
K08301	239
K00820	511
K20459	123
K07457	2
K07459	96
K07491	3
K07493	5
K07012	2
K00858	86
K07496	2
K00859	26
K18591	10
K01703	206
K07487	2
K01704	144
K09667	65
K07486	212
K06158	334
K00854	3086
K07005	338
K01702	18
K00852	29
K21757	2
K07007	236
K00850	5456
K21755	198
K07009	28
K07481	149
K00849	434
K07482	44
K00847	480
K07001	162
K00848	431
K18119	2
K18120	45
K18122	62
K00845	300
K06147	132
K05299	37
K07478	55
K06148	4
K07479	268
K08326	21
K05808	2750
K08082	13
K00111	302
K03621	92
K01442	17
K01443	72
K05803	145
K02770	376
K03629	450
K23237	22
K03628	2169
K00118	1
K03625	6
K03624	1454
K02777	25
K01447	20
K12111	242
K16951	1
K16958	3
K16957	24
K00100	1365
K02761	107
K01430	33
K22391	2
K22397	9
K01439	31
K03618	2
K02769	13
K03615	2878
K01438	2
K00104	731
K03613	2
K01436	3
K03612	12
K13892	33
K14742	5
K16927	20
K13896	33
K00133	9277
K21030	107
K05822	33
K01464	25
K00134	54805
K01465	38
K01462	20
K02794	200
K00131	210
K05825	71
K03640	15
K03649	786
K02316	93
K00138	6
K02315	14
K02314	3
K12573	71
K12574	1013
K16937	10
K03631	4
K02784	461
K00123	37
K03630	260
K05813	183
K22373	45
K00128	4
K00129	351
K02788	263
K00125	60
K02302	258
K07192	526
K16904	213
K11214	2
K01883	1708
K01880	11513
K01881	293
K21011	456
K22341	78
K01889	793
K00558	228
K01886	1799
K23675	114
K01887	150
K19180	10
K19181	182
K01885	42
K13889	85
K13888	325
K01872	2564
K01870	1565
K21023	3
K13409	319
K21021	2
K00548	2
K01879	43
K00549	2415
K01878	84
K01875	14358
K01876	3992
K01873	1176
K01874	4534
K03609	133
K03608	239
K19157	2
K12528	16
K12527	176
K12524	42
K01421	142
K00574	30
K20143	24
K21478	1
K01428	1
K01429	129
K02759	24
K01427	1486
K03602	638
K01425	22
K03601	2
K01419	2
K11689	2
K01893	2166
K19171	10
K01894	24
K01892	896
K21001	2
K01890	1339
K02747	4
K20156	23
K01897	374
K02744	4
K22339	33
K00564	2
K01896	2
K01046	9
K00197	2569
K00198	6735
K00196	20
K02372	56
K00194	5161
K02371	87
K05887	732
K16554	66
K24180	321
KdpA	76
K03698	95
K05878	255
K03697	593
K03696	5801
K05879	35
K00186	101
K03695	13017
K01034	47
K00187	72
K03210	29
K03694	120
K21900	1
K03218	657
K01039	32
K05874	4
K03217	1
K03216	116
K03215	811
K13013	15
K18704	93
K18707	805
K13017	2
K18700	178
K18702	24
K15201	2
K13020	266
K16531	54
K02387	624
K01055	915
K01054	14
K04564	88
K05896	2
K04567	1031
K15655	4
K17837	5
K13479	48
K17836	7
K03665	1270
K01486	2
K05844	351
K01487	4
K00156	51
K01000	20
K04516	3
K05847	4
K01485	4
K04517	6
K01480	558
K01008	4
K02338	474
K01006	77543
K01007	465
K03668	7
K02337	115
K02336	22
K01488	4
K01005	4
K02335	671
K03666	7
K01489	16
K05833	4572
K03654	2
K00145	480
K01473	2
K03651	10
K05837	218
K03650	6
K00140	14
K03658	15
K01479	55
K03657	417
K00147	86
K01478	77
K03655	175
K04985	7
K05832	21
K15633	2048
K16961	2
K17818	73
K15634	3
K15635	5
K03687	765
K00177	15
K02356	2658
K02355	60849
K03686	255
K21071	2274
K00176	4
K23253	2
K23259	37
K02358	74496
K03205	120
K00179	2
K02357	3396
K12132	17
K00170	4
K17828	1562
K23270	112
K14314	4
K01497	11
K01498	2
K21084	9
K01495	169
K02343	6
K01011	4
K01496	2
K01012	344
K02341	136
K02340	1427
K03671	70
K21088	51
K01491	1936
K05850	2
K00169	2
K04041	105
K04042	23
K22708	2
K18205	2633
K18206	10
K03189	52
K18691	22
K18210	58
K18694	28
K17363	124
K05363	2
K04034	21
K06213	239
K05366	53
K06215	3669
K06217	28
K04031	210
K03182	1
K06207	2081
K06209	8
K03177	2
K18220	2
K06200	422
K09710	100
K07533	15
K04024	310
K04026	196
K15192	19
K04027	5189
K20534	40
K00939	5555
K00937	127
K07571	429
K20509	27
K19510	44
K10708	116
K10709	25
K18672	214
K09747	46
K07568	50
K00930	931
K21833	56
K00928	109
K00929	2
K00926	2533
K00927	24733
K16013	347
K00925	9360
K18673	102
K18675	151
K18682	1383
K04043	24698
K06221	12
K04045	58
K08884	179
K20997	231
K04047	276
K14286	266
K04480	50
K03151	2
K17319	15
K17318	5806
K03147	2047
K07505	2
K07502	6
K04477	1
K20965	2
K07504	12
K03149	1735
K19507	7
K19508	12
K16474	10
K21829	2
K17320	19
K07979	15
K02283	2
K05795	34
K20976	116
K20973	2
K05799	17
K20974	4
K15599	107
K05350	12
K04020	811
K05349	575
K03169	2
K03168	173
K09706	20
K05341	339
K05343	4
K04014	6
K20957	7
K14273	4
K03153	3
K03152	65
K04485	266
K04486	13
K04487	3854
K04488	11558
K08483	480
K12506	49
K12984	273
K12983	54
K00991	351
K19140	2
K00990	12
K01845	12
K22300	463
K01843	243
K01840	2605
K22305	4
K12990	16
K01839	67
K01838	44
K19147	20
K12511	2
K12510	17
K21462	216
K01835	541
K06287	79
K07137	422
K01834	714
K07138	345
K07171	64
K12960	40
K07173	351
K16089	56
K11635	2
K19597	12
K11634	4
K11636	42
K19117	18
K19118	116
K11633	13
K13810	352
K01868	3909
K01869	1333
K01866	529
K01867	1673
K07160	44
K10793	290
K07165	2
K11645	245
K10794	440
K10797	7
K21440	8
K13829	213
K00526	18
K01854	577
K01808	196
K01809	12
K21417	10
K04083	35
K09772	46
K01807	25
K09773	30
K01804	6232
K00957	401
K01805	402
K04086	3087
K19575	11
K18244	29
K12941	23
K11618	10
K00955	28
K04077	30570
K01803	14879
K00956	214
K04078	946
K04079	4971
K00951	180
K09768	4
K04072	8717
K00948	1146
K09761	69
K00949	2
K09762	6
K04074	194
K10773	10
K19108	8
K11621	3
K12952	8
K19591	2
K16087	14
K00944	76
K00945	2646
K00942	1501
K07576	641
K04069	4
K09759	240
K06284	135
K07130	44
K00979	30
K07133	581
K16044	20
K10742	287
K00970	9
K07124	8
K00975	10527
K07126	239
K01823	239
K00973	3393
K00972	4
K04094	7
K01817	12
K01818	12040
K01815	241
K00969	595
K18234	147
K18235	88
K01813	184
K04087	25
K01814	140
K09777	764
K01811	204
K00965	2025
K01812	1002
K07114	5
K00962	17761
K01810	23951
K00963	210
