KO_MANTIS_CONSENSUS	QUANT
K03217	428
K05874	101
K03216	2
K03215	145
K03699	172
K05876	3
K13013	93
K13497	1
K18704	51
K18707	102
K14340	2
K01071	47
K18700	6
K13018	2
K18702	2
K14348	1
K07605	2639
K01069	1035
K07604	2513
K01066	3
K02398	4
K02397	2
K24147	1
K02396	2
K02393	4
K13020	39
K01060	26
K01057	149
K01056	30
K01051	159
K04564	799
K24159	3
K05896	3
K04567	2592
K12144	1
K12146	22
K12142	1
K16509	82
K13479	13
K15657	1
K03665	253
K02334	1
K05844	2
K01486	12
K00156	13
K01487	71
K05845	79
K03664	37
K01000	73
K05846	6
K05847	107
K04516	864
K01485	2
K04517	22
K03660	3
K04518	72
K01480	60
K13480	41
K01008	85
K01009	2
K01006	21152
K02338	968
K01007	251
K02337	266
K03668	1667
K01488	7
K02336	10
K01005	142
K02335	449
K01489	99
K03666	47
K00158	7
K13004	1
K15664	2
K23292	1
K13005	3
K13007	4
K03654	1221
K05833	12
K00145	485
K01473	4
K03651	203
K03650	189
K00140	1491
K05837	1
K05838	2
K03658	4
K03657	235
K03656	14
K04985	639
K03655	14
K00147	282
K01478	2
K05832	3
K15633	2732
K16961	2
K00180	112
K15634	5
K15635	167
K24100	32
K03687	846
K02356	1049
K00177	617
K02355	21521
K03686	789
K00175	867
K03685	82
K21071	2549
K01023	5
K00176	84
K00174	1462
K23253	3
K00172	5
K03208	1
K02358	47508
K00179	1180
K03205	3
K01026	73
K03688	8
K02357	5773
K12132	464
K17828	278
K12137	1
K12136	1
K21090	2
K21085	1
K01497	1
K21084	68
K03675	7
K02343	188
K03674	38
K01011	4
K01495	102
K00164	5
K01012	5
K02342	2
K02341	159
K01493	275
K03671	1329
K21088	13
K02340	30
K01494	3
K00163	429
K01491	1833
K03670	18
K21087	7
K02346	39
K00919	65
K16028	4
K00917	8
K04041	336
K04042	122
K18205	4
K18206	615
K18691	79
K18692	17
K03186	3
K18210	949
K06211	1
K00912	67
K05364	14
K04034	3
K06213	34
K05365	3
K05366	415
K06212	1
K06215	5
K05367	6
K06217	124
K00906	9
K05362	1
K22719	20
K00903	1
K03184	3
K03183	34
K06207	1096
K06209	5
K03177	4
K18220	9
K04021	1
K16043	118
K09710	205
K06200	90
K07533	95
K06201	89
K06204	401
K04025	1
K21866	1
K09712	1
K20988	1078
K00939	1986
K00937	135
K04062	280
K20509	596
K04064	11
K09749	5
K18672	83
K07566	97
K00931	65
K00932	55
K07568	808
K09747	82
K21833	25
K09748	13
K00930	192
K16017	3
K00928	1743
K00929	37
K00926	165
K07560	34
K00927	13679
K05384	830
K00925	3435
K16011	9
K18673	121
K18675	234
K18676	65
K18682	1843
K04043	3017
K06221	484
K08884	22
K06223	113
K20997	8
K04047	89
K20998	2
K07559	1
K03151	24
K18640	1
K03150	6
K17319	2
K17318	885
K24090	1
K03147	125
K02299	2
K02298	4
K02297	5
K20965	19
K04477	3
K04478	1
K07504	1
K03149	25
K19506	4
K19507	1
K21826	3
K21829	139
K17320	70
K17329	1
K19505	10
K07979	17
K02283	4
K20972	8
K05311	7
K20976	2
K05799	26
K20974	124
K15598	9
K05350	59
K19954	3
K19955	110
K19956	80
K05349	2937
K03169	126
K03168	1474
K09705	1
K03165	23
K03164	1006
K05341	39
K05342	12
K06675	1
K04014	2
K09704	258
K05346	2
K09702	61
K03153	1
K03152	196
K20950	6
K04485	79
K04486	76
K04487	313
K04488	5764
K05337	120
K12982	32
K08483	2455
K08484	2
K12988	6
K12987	4
K12984	2
K12983	91
K12986	5
K00991	94
K00992	9
K19142	7
K01846	8
K01847	2410
K07148	5
K22300	1
K01845	232
K00998	18
K00995	6
K00996	1
K01843	89
K01840	2744
K22305	2
K12990	5
K07140	2
K12992	2
K01839	127
K01838	197
K12999	2
K12998	1
K12516	6
K12995	9
K12997	10
K12996	1
K00980	62
K00981	3
K12518	2
K01835	50
K21467	15
K06287	18
K00989	3
K00986	11
K07137	33
K01833	1
K21465	14
K01834	1416
K07139	8
K07138	370
K07173	145
K07175	3202
K16089	8003
K11635	46
K19114	7
K19115	71
K11636	6
K19116	2
K11631	1
K19117	11
K19118	134
K11633	14
K11632	1
K13810	28
K01868	2723
K00537	317
K01869	1312
K01866	1007
K01867	887
K00533	1
K16092	609
K00532	7
K07162	21
K07164	840
K07166	96
K07165	201
K11645	3195
K11641	3
K12975	3
K10797	1946
K13821	187
K13829	4
K00526	2
K01858	1638
K00525	2312
K01854	138
K01808	449
K01809	2714
K04083	80
K09772	319
K01807	65
K09773	8
K04084	260
K01804	3590
K00957	341
K01805	2563
K16066	478
K00958	1
K04086	37
K19575	3
K12940	16
K12941	1
K11618	12
K00955	549
K04077	17982
K01803	5006
K00956	14
K04078	1021
K07588	272
K00954	51
K04079	3741
K07106	6
K07105	3
K20569	1
K09768	7
K00950	1
K07107	38
K00948	1585
K04072	12233
K09761	130
K04074	101
K00946	52
K09760	8
K04075	2
K19586	139
K10778	14
K10773	122
K11622	27
K12952	25
K05396	2
K04066	23
K00945	1526
K07574	100
K00942	236
K04068	6
K07576	64
K04069	112
K09758	795
K00940	485
K09790	1
K06282	37
K06284	157
K09794	6
K07130	58
K07133	284
K00979	75
K06286	68
K16044	599
K10742	21
K00970	33
K18231	5
K07124	20
K09787	19
K16053	9
K00978	203
K20543	3
K00975	3517
K07126	20
K20541	1
K00973	629
K00974	7
K00971	363
K09789	2
K04091	1
K01817	3
K01818	1695
K04095	33
K01815	724
K00969	6
K07121	13
K18234	1
K18235	278
K18240	343
K01813	1244
K04088	81
K01814	149
K01811	269
K07115	29
K00965	311
K01812	3002
K07114	1
K00962	4393
K22736	32
K01810	4953
K00963	302
K07118	219
