Percent subgroups	4_GP_01_02_03_09_	3_GP_09_10_14_	2_GP_02_09_	3_GP_01_02_09_	2_GP_03_09_	3_GP_01_03_10_	3_GP_02_03_10_	3_GP_01_03_14_	3_GP_02_03_14_	2_GP_02_14_	4_GP_03_09_10_14_	3_GP_02_03_09_	5_GP_01_02_03_09_14_	2_GP_02_10_	4_GP_01_02_09_14_	4_GP_01_09_10_14_	3_GP_01_10_14_	5_GP_01_02_03_09_10_	1_GP_09_	4_GP_01_02_09_10_	1_GP_01_	3_GP_03_10_14_	5_GP_02_03_09_10_14_	3_GP_02_09_14_	2_GP_03_10_	6_GP_01_02_03_09_10_14_	2_GP_01_03_	5_GP_01_03_09_10_14_	3_GP_02_09_10_	2_GP_03_14_	2_GP_02_03_	2_GP_09_14_	5_GP_01_02_03_10_14_	5_GP_01_02_09_10_14_	4_GP_01_02_10_14_	4_GP_02_03_09_10_	3_GP_01_02_03_	4_GP_02_03_09_14_	1_GP_14_	2_GP_01_10_	1_GP_02_	2_GP_01_02_	4_GP_01_03_10_14_	1_GP_10_	2_GP_01_14_	2_GP_09_10_	3_GP_01_03_09_	2_GP_10_14_	3_GP_01_02_10_	4_GP_01_03_09_10_	4_GP_01_02_03_10_	3_GP_01_02_14_	4_GP_01_02_03_14_	1_GP_03_	4_GP_02_03_10_14_	4_GP_01_03_09_14_	3_GP_02_10_14_	3_GP_03_09_10_	3_GP_01_09_14_	2_GP_01_09_	4_GP_02_09_10_14_	3_GP_01_09_10_	3_GP_03_09_14_	OnePepPercent
0.2672615727830452	3	0	0	9	0	0	0	0	0	0	0	0	13	0	5	0	0	174	0	97	0	0	0	0	0	1933	0	1	0	0	0	0	0	152	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4.175365344467641E-4
0.2636921360847741	3	0	0	9	0	0	0	0	0	0	0	0	11	0	5	0	0	174	0	91	0	0	0	0	0	1914	0	1	0	0	0	0	0	147	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4.2319085907744394E-4
0.260345789180145	2	0	0	9	0	0	0	0	0	0	0	0	11	0	5	0	0	173	0	86	0	0	0	0	0	1897	0	1	0	0	0	0	0	144	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.286326618088298E-4
0.25543781372002233	2	0	0	9	0	0	0	0	0	0	0	0	8	0	5	0	0	168	0	82	0	0	0	0	0	1875	0	1	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.3687199650502403E-4
0.25220301171221415	1	0	0	9	0	0	0	0	0	0	0	0	8	0	5	0	0	165	0	80	0	0	0	0	0	1855	0	1	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.424778761061947E-4
0.2482989403234802	1	0	0	9	0	0	0	0	0	0	0	0	8	0	4	0	0	162	0	75	0	0	0	0	0	1836	0	1	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4943820224719103E-4
0.24472950362520915	1	0	0	9	0	0	0	0	0	0	0	0	8	0	4	0	0	159	0	72	0	0	0	0	0	1812	0	1	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.24082543223647518	1	0	0	8	0	0	0	0	0	0	0	0	7	0	4	0	0	156	0	69	0	0	0	0	0	1789	0	1	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.23792526491912994	1	0	0	8	0	0	0	0	0	0	0	0	7	0	4	0	0	153	0	67	0	0	0	0	0	1772	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.23357501394311211	1	0	0	8	0	0	0	0	0	0	0	0	7	0	4	0	0	148	0	63	0	0	0	0	0	1749	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.2291132180702733	1	0	0	7	0	0	0	0	0	0	0	0	7	0	4	0	0	144	0	61	0	0	0	0	0	1718	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.22587841606246514	1	0	0	7	0	0	0	0	0	0	0	0	7	0	4	0	0	141	0	58	0	0	0	0	0	1697	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.22230897936419408	1	0	0	7	0	0	0	0	0	0	0	0	7	0	3	0	0	136	0	57	0	0	0	0	0	1677	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.21985499163413275	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	133	0	54	0	0	0	0	0	1666	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.2166201896263246	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	129	0	54	0	0	0	0	0	1645	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.21305075292805353	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	126	0	50	0	0	0	0	0	1623	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.21048522030117123	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	123	0	47	0	0	0	0	0	1607	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.20803123257110986	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	121	0	45	0	0	0	0	0	1593	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.20468488566648077	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	118	0	41	0	0	0	0	0	1572	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.20100390407138874	1	0	0	7	0	0	0	0	0	0	0	0	5	0	3	0	0	114	0	39	0	0	0	0	0	1548	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.19888455103179029	1	0	0	7	0	0	0	0	0	0	0	0	5	0	2	0	0	111	0	39	0	0	0	0	0	1535	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.19687674288901283	1	0	0	7	0	0	0	0	0	0	0	0	5	0	2	0	0	109	0	39	0	0	0	0	0	1522	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.19419966536530953	1	0	0	7	0	0	0	0	0	0	0	0	4	0	2	0	0	106	0	39	0	0	0	0	0	1502	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.19163413273842722	1	0	0	6	0	0	0	0	0	0	0	0	4	0	2	0	0	101	0	37	0	0	0	0	0	1488	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1890686001115449	1	0	0	6	0	0	0	0	0	0	0	0	4	0	1	0	0	98	0	36	0	0	0	0	0	1473	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1863915225878416	1	0	0	6	0	0	0	0	0	0	0	0	4	0	1	0	0	96	0	34	0	0	0	0	0	1454	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.18494143892916898	1	0	0	5	0	0	0	0	0	0	0	0	4	0	1	0	0	95	0	34	0	0	0	0	0	1444	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1822643614054657	1	0	0	4	0	0	0	0	0	0	0	0	4	0	1	0	0	93	0	32	0	0	0	0	0	1425	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.18025655326268822	1	0	0	4	0	0	0	0	0	0	0	0	4	0	1	0	0	90	0	32	0	0	0	0	0	1410	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1776910206358059	1	0	0	4	0	0	0	0	0	0	0	0	4	0	1	0	0	89	0	31	0	0	0	0	0	1391	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1750139431121026	1	0	0	4	0	0	0	0	0	0	0	0	4	0	1	0	0	86	0	31	0	0	0	0	0	1374	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.17356385945343	1	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	86	0	30	0	0	0	0	0	1363	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.17110987172336867	1	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	84	0	30	0	0	0	0	0	1344	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.16965978806469603	1	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	81	0	29	0	0	0	0	0	1335	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.16787506971556052	1	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	81	0	27	0	0	0	0	0	1322	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.16631344116006694	1	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	80	0	27	0	0	0	0	0	1311	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1648633575013943	1	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	78	0	27	0	0	0	0	0	1303	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.162297824874512	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	74	0	25	0	0	0	0	0	1289	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1615170105967652	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	74	0	25	0	0	0	0	0	1282	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1602900167317345	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	73	0	25	0	0	0	0	0	1273	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1588399330730619	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	73	0	24	0	0	0	0	0	1261	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.15694366982710542	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	73	0	23	0	0	0	0	0	1246	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.15515895147796988	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	72	0	22	0	0	0	0	0	1233	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.15415504740658115	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	71	0	22	0	0	0	0	0	1227	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.15203569436698272	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	21	0	0	0	0	0	1215	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.15103179029559397	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	20	0	0	0	0	0	1209	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1494701617401004	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	18	0	0	0	0	0	1198	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.14857780256553263	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	17	0	0	0	0	0	1192	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.14735080870050196	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	17	0	0	0	0	0	1182	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1460122699386503	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	70	0	16	0	0	0	0	0	1172	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
0.1445621862799777	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	69	0	16	0	0	0	0	0	1162	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
