Percent subgroups	4_GP_01_02_03_09_	3_GP_09_10_14_	2_GP_02_09_	3_GP_01_02_09_	2_GP_03_09_	3_GP_01_03_10_	3_GP_02_03_10_	3_GP_01_03_14_	3_GP_02_03_14_	2_GP_02_14_	4_GP_03_09_10_14_	3_GP_02_03_09_	5_GP_01_02_03_09_14_	2_GP_02_10_	4_GP_01_02_09_14_	4_GP_01_09_10_14_	3_GP_01_10_14_	5_GP_01_02_03_09_10_	1_GP_09_	4_GP_01_02_09_10_	1_GP_01_	3_GP_03_10_14_	5_GP_02_03_09_10_14_	3_GP_02_09_14_	2_GP_03_10_	6_GP_01_02_03_09_10_14_	2_GP_01_03_	5_GP_01_03_09_10_14_	3_GP_02_09_10_	2_GP_03_14_	2_GP_02_03_	2_GP_09_14_	5_GP_01_02_03_10_14_	5_GP_01_02_09_10_14_	4_GP_01_02_10_14_	4_GP_02_03_09_10_	3_GP_01_02_03_	4_GP_02_03_09_14_	1_GP_14_	2_GP_01_10_	1_GP_02_	2_GP_01_02_	4_GP_01_03_10_14_	1_GP_10_	2_GP_01_14_	2_GP_09_10_	3_GP_01_03_09_	2_GP_10_14_	3_GP_01_02_10_	4_GP_01_03_09_10_	4_GP_01_02_03_10_	3_GP_01_02_14_	4_GP_01_02_03_14_	1_GP_03_	4_GP_02_03_10_14_	4_GP_01_03_09_14_	3_GP_02_10_14_	3_GP_03_09_10_	3_GP_01_09_14_	2_GP_01_09_	4_GP_02_09_10_14_	3_GP_01_09_10_	3_GP_03_09_14_	OnePepPercent	OnePepPercentSpec
0.43368655883993307	384	11	41	1196	31	0	0	0	10	11	77	0	1730	0	1124	65	0	18878	11	9987	0	0	309	63	0	451749	0	163	171	0	0	20	257	17283	278	176	10	93	0	0	0	79	0	15	0	17	0	53	713	97	71	82	21	0	26	0	12	87	42	0	289	44	32	0.004132231404958678	4.6481912602136586E-4
0.41840490797546015	344	11	41	1106	11	0	0	0	0	11	67	0	1680	0	1034	45	0	18778	11	9697	0	0	299	63	0	451669	0	163	161	0	0	0	217	17123	218	166	0	83	0	0	0	79	0	15	0	17	0	53	623	67	51	72	11	0	26	0	12	57	42	0	269	24	22	0.0034777956126270733	4.0655807930064077E-4
0.40501952035694366	322	0	41	1040	0	0	0	0	0	0	56	0	1625	0	968	45	0	18679	0	9301	0	0	288	63	0	451537	0	163	117	0	0	0	195	17046	196	122	0	72	0	0	0	79	0	15	0	17	0	53	568	67	51	50	0	0	26	0	12	35	31	0	214	24	0	0.0027616680475006906	3.4198502423719444E-4
0.38973786949247075	250	0	17	992	0	0	0	0	0	0	44	0	1589	0	908	45	0	18451	0	8977	0	0	240	63	0	451393	0	139	69	0	0	0	183	16746	172	110	0	72	0	0	0	43	0	15	0	17	0	53	484	43	39	50	0	0	14	0	0	35	31	0	190	0	0	0.0028702640642939152	3.4310655054238764E-4
0.3795872838817624	237	0	17	953	0	0	0	0	0	0	44	0	1511	0	882	45	0	18308	0	8717	0	0	201	50	0	451224	0	126	56	0	0	0	170	16538	159	71	0	72	0	0	0	30	0	15	0	17	0	53	471	43	0	50	0	0	14	0	0	35	31	0	151	0	0	0.0026517383618149676	3.179160701574784E-4
0.37077523703290577	223	0	17	911	0	0	0	0	0	0	30	0	1483	0	826	31	0	18070	0	8451	0	0	159	36	0	451056	0	112	56	0	0	0	156	16426	145	71	0	72	0	0	0	16	0	15	0	17	0	53	443	43	0	50	0	0	0	0	0	35	31	0	151	0	0	0.0012048192771084338	1.7832240691169636E-4
0.3615170105967652	208	0	17	881	0	0	0	0	0	0	0	0	1408	0	781	16	0	17965	0	8136	0	0	114	36	0	450846	0	112	56	0	0	0	141	16261	100	56	0	57	0	0	0	16	0	0	0	17	0	53	353	43	0	50	0	0	0	0	0	35	31	0	151	0	0	0.001235712079085573	1.7876834635262358E-4
0.3543781372002231	208	0	17	849	0	0	0	0	0	0	0	0	1360	0	749	0	0	17805	0	7928	0	0	114	36	0	450638	0	96	40	0	0	0	125	16085	100	56	0	57	0	0	0	0	0	0	0	17	0	53	321	43	0	34	0	0	0	0	0	19	31	0	135	0	0	9.45179584120983E-4	1.469277015073172E-4
0.3438929168990519	174	0	0	798	0	0	0	0	0	0	0	0	1241	0	681	0	0	17686	0	7741	0	0	114	19	0	450145	0	62	40	0	0	0	108	15745	83	39	0	57	0	0	0	0	0	0	0	0	0	53	304	43	0	34	0	0	0	0	0	19	31	0	101	0	0	6.491398896462187E-4	1.1307146520427571E-4
0.3350808700501952	174	0	0	744	0	0	0	0	0	0	0	0	1133	0	663	0	0	17506	0	7489	0	0	114	19	0	449713	0	62	40	0	0	0	90	15547	83	39	0	21	0	0	0	0	0	0	0	0	0	53	196	43	0	34	0	0	0	0	0	19	31	0	83	0	0	6.662225183211193E-4	1.133970516766564E-4
0.328276631344116	174	0	0	744	0	0	0	0	0	0	0	0	1095	0	606	0	0	17278	0	7299	0	0	114	0	0	449390	0	62	40	0	0	0	90	15300	83	20	0	21	0	0	0	0	0	0	0	0	0	53	177	43	0	34	0	0	0	0	0	0	31	0	83	0	0	6.800408024481469E-4	1.1366381086341873E-4
0.31868377021751254	174	0	0	704	0	0	0	0	0	0	0	0	1095	0	546	0	0	17018	0	7039	0	0	114	0	0	448870	0	62	0	0	0	0	70	14840	63	0	0	21	0	0	0	0	0	0	0	0	0	53	177	23	0	34	0	0	0	0	0	0	31	0	83	0	0	7.005253940455342E-4	1.1406201307232143E-4
0.31076408254322363	174	0	0	683	0	0	0	0	0	0	0	0	1053	0	483	0	0	16892	0	6892	0	0	72	0	0	448240	0	62	0	0	0	0	70	14462	63	0	0	0	0	0	0	0	0	0	0	0	0	53	156	23	0	34	0	0	0	0	0	0	31	0	83	0	0	3.590664272890485E-4	7.150284683477327E-5
0.3042944785276074	174	0	0	661	0	0	0	0	0	0	0	0	943	0	439	0	0	16606	0	6672	0	0	50	0	0	447910	0	62	0	0	0	0	48	14242	63	0	0	0	0	0	0	0	0	0	0	0	0	53	156	23	0	34	0	0	0	0	0	0	31	0	83	0	0	3.667033370003667E-4	7.168972686214065E-5
0.29938650306748466	151	0	0	638	0	0	0	0	0	0	0	0	897	0	416	0	0	16445	0	6557	0	0	50	0	0	447588	0	62	0	0	0	0	48	13989	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	83	0	0	3.727171077152441E-4	7.183863810362415E-5
0.29180145008365865	151	0	0	638	0	0	0	0	0	0	0	0	801	0	392	0	0	16301	0	6245	0	0	26	0	0	447060	0	62	0	0	0	0	0	13533	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	83	0	0	3.824091778202677E-4	7.208008715512253E-5
0.28622420524261016	151	0	0	613	0	0	0	0	0	0	0	0	801	0	367	0	0	16151	0	6120	0	0	26	0	0	446335	0	37	0	0	0	0	0	13358	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	83	0	0	3.898635477582846E-4	7.226612102304051E-5
0.2825432236475181	151	0	0	613	0	0	0	0	0	0	0	0	775	0	315	0	0	16099	0	6042	0	0	0	0	0	445945	0	37	0	0	0	0	0	13150	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	57	0	0	3.9494470774091627E-4	7.2394371441041E-5
0.27830451756832125	151	0	0	586	0	0	0	0	0	0	0	0	775	0	288	0	0	15937	0	5907	0	0	0	0	0	445702	0	37	0	0	0	0	0	12718	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	57	0	0	4.0096230954290296E-4	7.254833273567325E-5
0.27216954824316786	151	0	0	530	0	0	0	0	0	0	0	0	719	0	288	0	0	15881	0	5683	0	0	0	0	0	444834	0	37	0	0	0	0	0	12466	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	29	0	0	4.100041000410004E-4	7.278065781237978E-5
0.2672615727830452	151	0	0	530	0	0	0	0	0	0	0	0	719	0	288	0	0	15649	0	5480	0	0	0	0	0	444167	0	37	0	0	0	0	0	12321	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	0	0	0	4.175365344467641E-4	7.2974285946612E-5
0.2636921360847741	151	0	0	530	0	0	0	0	0	0	0	0	659	0	288	0	0	15649	0	5300	0	0	0	0	0	443597	0	37	0	0	0	0	0	12171	63	0	0	0	0	0	0	0	0	0	0	0	0	53	133	0	0	34	0	0	0	0	0	0	31	0	0	0	0	4.2319085907744394E-4	7.312064279312499E-5
0.260345789180145	120	0	0	530	0	0	0	0	0	0	0	0	659	0	288	0	0	15618	0	5145	0	0	0	0	0	443070	0	37	0	0	0	0	0	12078	32	0	0	0	0	0	0	0	0	0	0	0	0	53	102	0	0	34	0	0	0	0	0	0	0	0	0	0	0	4.286326618088298E-4	7.326298691104408E-5
0.25543781372002233	120	0	0	530	0	0	0	0	0	0	0	0	563	0	288	0	0	15458	0	5017	0	0	0	0	0	442366	0	37	0	0	0	0	0	11822	0	0	0	0	0	0	0	0	0	0	0	0	0	53	70	0	0	34	0	0	0	0	0	0	0	0	0	0	0	4.3687199650502403E-4	7.347955064105659E-5
0.25220301171221415	87	0	0	530	0	0	0	0	0	0	0	0	563	0	288	0	0	15359	0	4951	0	0	0	0	0	441706	0	37	0	0	0	0	0	11723	0	0	0	0	0	0	0	0	0	0	0	0	0	53	70	0	0	34	0	0	0	0	0	0	0	0	0	0	0	4.424778761061947E-4	7.362747861647656E-5
0.2482989403234802	87	0	0	530	0	0	0	0	0	0	0	0	563	0	254	0	0	15257	0	4781	0	0	0	0	0	441060	0	37	0	0	0	0	0	11553	0	0	0	0	0	0	0	0	0	0	0	0	0	53	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4943820224719103E-4	7.38122553650965E-5
0.24472950362520915	87	0	0	530	0	0	0	0	0	0	0	0	563	0	254	0	0	15152	0	4676	0	0	0	0	0	440220	0	37	0	0	0	0	0	11483	0	0	0	0	0	0	0	0	0	0	0	0	0	53	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.24082543223647518	87	0	0	494	0	0	0	0	0	0	0	0	527	0	254	0	0	15044	0	4568	0	0	0	0	0	439392	0	37	0	0	0	0	0	11375	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.23792526491912994	87	0	0	494	0	0	0	0	0	0	0	0	527	0	254	0	0	14933	0	4494	0	0	0	0	0	438763	0	0	0	0	0	0	0	11264	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.23357501394311211	87	0	0	494	0	0	0	0	0	0	0	0	527	0	254	0	0	14743	0	4342	0	0	0	0	0	437889	0	0	0	0	0	0	0	10998	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.2291132180702733	87	0	0	455	0	0	0	0	0	0	0	0	527	0	254	0	0	14587	0	4264	0	0	0	0	0	436680	0	0	0	0	0	0	0	10920	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.22587841606246514	87	0	0	455	0	0	0	0	0	0	0	0	527	0	254	0	0	14467	0	4144	0	0	0	0	0	435840	0	0	0	0	0	0	0	10840	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.22230897936419408	87	0	0	455	0	0	0	0	0	0	0	0	527	0	213	0	0	14262	0	4103	0	0	0	0	0	435020	0	0	0	0	0	0	0	10635	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.21985499163413275	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	14136	0	3977	0	0	0	0	0	434558	0	0	0	0	0	0	0	10509	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.2166201896263246	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13964	0	3977	0	0	0	0	0	433655	0	0	0	0	0	0	0	10337	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.21305075292805353	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13832	0	3801	0	0	0	0	0	432687	0	0	0	0	0	0	0	10205	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.21048522030117123	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13697	0	3666	0	0	0	0	0	431967	0	0	0	0	0	0	0	10160	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.20803123257110986	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13605	0	3574	0	0	0	0	0	431323	0	0	0	0	0	0	0	9976	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.20468488566648077	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13464	0	3386	0	0	0	0	0	430336	0	0	0	0	0	0	0	9882	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.20100390407138874	87	0	0	455	0	0	0	0	0	0	0	0	443	0	213	0	0	13272	0	3290	0	0	0	0	0	429184	0	0	0	0	0	0	0	9738	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.19888455103179029	87	0	0	455	0	0	0	0	0	0	0	0	443	0	164	0	0	13125	0	3290	0	0	0	0	0	428547	0	0	0	0	0	0	0	9640	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.19687674288901283	87	0	0	455	0	0	0	0	0	0	0	0	443	0	164	0	0	13025	0	3290	0	0	0	0	0	427897	0	0	0	0	0	0	0	9490	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.19419966536530953	87	0	0	455	0	0	0	0	0	0	0	0	392	0	164	0	0	12872	0	3290	0	0	0	0	0	426877	0	0	0	0	0	0	0	9490	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.19163413273842722	87	0	0	403	0	0	0	0	0	0	0	0	392	0	164	0	0	12612	0	3186	0	0	0	0	0	426149	0	0	0	0	0	0	0	9438	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1890686001115449	87	0	0	403	0	0	0	0	0	0	0	0	392	0	111	0	0	12453	0	3133	0	0	0	0	0	425354	0	0	0	0	0	0	0	9332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1863915225878416	87	0	0	403	0	0	0	0	0	0	0	0	392	0	111	0	0	12345	0	3025	0	0	0	0	0	424328	0	0	0	0	0	0	0	9278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.18494143892916898	87	0	0	348	0	0	0	0	0	0	0	0	392	0	111	0	0	12290	0	3025	0	0	0	0	0	423778	0	0	0	0	0	0	0	9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1822643614054657	87	0	0	292	0	0	0	0	0	0	0	0	392	0	111	0	0	12178	0	2913	0	0	0	0	0	422714	0	0	0	0	0	0	0	9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.18025655326268822	87	0	0	292	0	0	0	0	0	0	0	0	392	0	111	0	0	12007	0	2913	0	0	0	0	0	421859	0	0	0	0	0	0	0	9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1776910206358059	87	0	0	292	0	0	0	0	0	0	0	0	392	0	111	0	0	11949	0	2855	0	0	0	0	0	420757	0	0	0	0	0	0	0	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1750139431121026	87	0	0	292	0	0	0	0	0	0	0	0	392	0	111	0	0	11772	0	2855	0	0	0	0	0	419754	0	0	0	0	0	0	0	8871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.17356385945343	87	0	0	232	0	0	0	0	0	0	0	0	392	0	111	0	0	11772	0	2795	0	0	0	0	0	419094	0	0	0	0	0	0	0	8871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.17110987172336867	87	0	0	232	0	0	0	0	0	0	0	0	392	0	111	0	0	11650	0	2795	0	0	0	0	0	417935	0	0	0	0	0	0	0	8810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.16965978806469603	87	0	0	232	0	0	0	0	0	0	0	0	392	0	111	0	0	11464	0	2733	0	0	0	0	0	417377	0	0	0	0	0	0	0	8810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.16787506971556052	87	0	0	232	0	0	0	0	0	0	0	0	392	0	111	0	0	11464	0	2607	0	0	0	0	0	416558	0	0	0	0	0	0	0	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.16631344116006694	87	0	0	232	0	0	0	0	0	0	0	0	392	0	111	0	0	11400	0	2607	0	0	0	0	0	415854	0	0	0	0	0	0	0	8619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1648633575013943	87	0	0	232	0	0	0	0	0	0	0	0	327	0	111	0	0	11270	0	2607	0	0	0	0	0	415334	0	0	0	0	0	0	0	8489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.162297824874512	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	11006	0	2475	0	0	0	0	0	414410	0	0	0	0	0	0	0	8357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1615170105967652	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	11006	0	2475	0	0	0	0	0	413941	0	0	0	0	0	0	0	8357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1602900167317345	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	10938	0	2475	0	0	0	0	0	413329	0	0	0	0	0	0	0	8289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1588399330730619	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	10938	0	2406	0	0	0	0	0	412501	0	0	0	0	0	0	0	8289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.15694366982710542	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	10938	0	2336	0	0	0	0	0	411451	0	0	0	0	0	0	0	8219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.15515895147796988	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	10867	0	2265	0	0	0	0	0	410528	0	0	0	0	0	0	0	8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.15415504740658115	87	0	0	166	0	0	0	0	0	0	0	0	327	0	111	0	0	10795	0	2265	0	0	0	0	0	410096	0	0	0	0	0	0	0	8004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.15203569436698272	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	2192	0	0	0	0	0	409220	0	0	0	0	0	0	0	7712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.15103179029559397	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	2118	0	0	0	0	0	408776	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1494701617401004	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	1968	0	0	0	0	0	407951	0	0	0	0	0	0	0	7489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.14857780256553263	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	1892	0	0	0	0	0	407495	0	0	0	0	0	0	0	7413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.14735080870050196	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	1892	0	0	0	0	0	406725	0	0	0	0	0	0	0	7336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1460122699386503	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10722	0	1814	0	0	0	0	0	405945	0	0	0	0	0	0	0	7258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
