Percent subgroups	4_GP_01_02_03_09_	3_GP_09_10_14_	2_GP_02_09_	3_GP_01_02_09_	2_GP_03_09_	3_GP_01_03_10_	3_GP_02_03_10_	3_GP_01_03_14_	3_GP_02_03_14_	2_GP_02_14_	4_GP_03_09_10_14_	3_GP_02_03_09_	5_GP_01_02_03_09_14_	2_GP_02_10_	4_GP_01_02_09_14_	4_GP_01_09_10_14_	3_GP_01_10_14_	5_GP_01_02_03_09_10_	1_GP_09_	4_GP_01_02_09_10_	1_GP_01_	3_GP_03_10_14_	5_GP_02_03_09_10_14_	3_GP_02_09_14_	2_GP_03_10_	6_GP_01_02_03_09_10_14_	2_GP_01_03_	5_GP_01_03_09_10_14_	3_GP_02_09_10_	2_GP_03_14_	2_GP_02_03_	2_GP_09_14_	5_GP_01_02_03_10_14_	5_GP_01_02_09_10_14_	4_GP_01_02_10_14_	4_GP_02_03_09_10_	3_GP_01_02_03_	4_GP_02_03_09_14_	1_GP_14_	2_GP_01_10_	1_GP_02_	2_GP_01_02_	4_GP_01_03_10_14_	1_GP_10_	2_GP_01_14_	2_GP_09_10_	3_GP_01_03_09_	2_GP_10_14_	3_GP_01_02_10_	4_GP_01_03_09_10_	4_GP_01_02_03_10_	3_GP_01_02_14_	4_GP_01_02_03_14_	1_GP_03_	4_GP_02_03_10_14_	4_GP_01_03_09_14_	3_GP_02_10_14_	3_GP_03_09_10_	3_GP_01_09_14_	2_GP_01_09_	4_GP_02_09_10_14_	3_GP_01_09_10_	3_GP_03_09_14_	OnePepPercent	OnePepPercentSpec
0.1445621862799777	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10643	0	1814	0	0	0	0	0	405155	0	0	0	0	0	0	0	7100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1430005577244841	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10563	0	1734	0	0	0	0	0	404355	0	0	0	0	0	0	0	6940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1414389291689905	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10401	0	1734	0	0	0	0	0	403545	0	0	0	0	0	0	0	6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.14065811489124372	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10319	0	1734	0	0	0	0	0	403053	0	0	0	0	0	0	0	6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.139654210819855	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10319	0	1568	0	0	0	0	0	402638	0	0	0	0	0	0	0	6612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13842721695482432	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10067	0	1568	0	0	0	0	0	401966	0	0	0	0	0	0	0	6612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1369771332961517	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	10067	0	1483	0	0	0	0	0	401031	0	0	0	0	0	0	0	6527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.135861684327942	87	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9981	0	1483	0	0	0	0	0	400257	0	0	0	0	0	0	0	6527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13496932515337423	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9981	0	1483	0	0	0	0	0	399822	0	0	0	0	0	0	0	6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13407696597880647	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9893	0	1395	0	0	0	0	0	399294	0	0	0	0	0	0	0	6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13296151701059677	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9715	0	1395	0	0	0	0	0	398671	0	0	0	0	0	0	0	6264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13184606804238705	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9625	0	1395	0	0	0	0	0	398041	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.13039598438371444	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9534	0	1395	0	0	0	0	0	396949	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12950362520914668	0	0	0	93	0	0	0	0	0	0	0	0	327	0	111	0	0	9442	0	1303	0	0	0	0	0	396397	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12849972113775796	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	9349	0	1303	0	0	0	0	0	395746	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12727272727272726	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	9255	0	1303	0	0	0	0	0	394806	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12548800892359174	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	9160	0	1303	0	0	0	0	0	393381	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1241494701617401	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	9064	0	1207	0	0	0	0	0	392421	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1233686558839933	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	9064	0	1207	0	0	0	0	0	391742	0	0	0	0	0	0	0	6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12258784160624651	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	8966	0	1109	0	0	0	0	0	391448	0	0	0	0	0	0	0	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.12124930284439486	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	8867	0	1109	0	0	0	0	0	390458	0	0	0	0	0	0	0	5789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1200223089793642	0	0	0	0	0	0	0	0	0	0	0	0	327	0	111	0	0	8867	0	1109	0	0	0	0	0	389458	0	0	0	0	0	0	0	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11957612939208032	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8867	0	1109	0	0	0	0	0	389155	0	0	0	0	0	0	0	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11890686001115448	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8765	0	1109	0	0	0	0	0	388645	0	0	0	0	0	0	0	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1181260457334077	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8765	0	1109	0	0	0	0	0	387924	0	0	0	0	0	0	0	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.117010596765198	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8765	0	1005	0	0	0	0	0	386988	0	0	0	0	0	0	0	5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1162297824874512	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8765	0	1005	0	0	0	0	0	386358	0	0	0	0	0	0	0	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11556051310652538	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8659	0	1005	0	0	0	0	0	385828	0	0	0	0	0	0	0	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.1151143335192415	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8659	0	1005	0	0	0	0	0	385400	0	0	0	0	0	0	0	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11466815393195762	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8659	0	1005	0	0	0	0	0	384968	0	0	0	0	0	0	0	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11366424986056888	0	0	0	0	0	0	0	0	0	0	0	0	226	0	111	0	0	8441	0	1005	0	0	0	0	0	384314	0	0	0	0	0	0	0	5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11299498047964306	0	0	0	0	0	0	0	0	0	0	0	0	116	0	111	0	0	8441	0	1005	0	0	0	0	0	383764	0	0	0	0	0	0	0	5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11232571109871724	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	8330	0	1005	0	0	0	0	0	383320	0	0	0	0	0	0	0	5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11143335192414947	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	7994	0	1005	0	0	0	0	0	382760	0	0	0	0	0	0	0	5475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.11042944785276074	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	7994	0	1005	0	0	0	0	0	381856	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10953708867819298	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	7994	0	1005	0	0	0	0	0	380944	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	7879	0	1005	0	0	0	0	0	380599	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10775237032905745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7647	0	889	0	0	0	0	0	379671	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10697155605131066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7647	0	889	0	0	0	0	0	378852	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10630228667038483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7647	0	771	0	0	0	0	0	378262	0	0	0	0	0	0	0	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10563301728945901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7647	0	771	0	0	0	0	0	377667	0	0	0	0	0	0	0	5243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10429447852760736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7527	0	771	0	0	0	0	0	376587	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10362520914668154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7527	0	771	0	0	0	0	0	375861	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10273284997211378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7283	0	771	0	0	0	0	0	375129	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10217512548800893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7160	0	771	0	0	0	0	0	374637	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10184049079754601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7036	0	771	0	0	0	0	0	374389	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10105967651979922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7036	0	771	0	0	0	0	0	373639	0	0	0	0	0	0	0	4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.10027886224205243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	0	771	0	0	0	0	0	372883	0	0	0	0	0	0	0	4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09916341327384272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	0	644	0	0	0	0	0	371740	0	0	0	0	0	0	0	4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09894032348020078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	0	644	0	0	0	0	0	371484	0	0	0	0	0	0	0	4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09827105409927496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6781	0	644	0	0	0	0	0	370968	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09771332961517011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6781	0	644	0	0	0	0	0	370318	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09670942554378137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6781	0	644	0	0	0	0	0	369139	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09615170105967652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	644	0	0	0	0	0	368611	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09581706636921361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	644	0	0	0	0	0	368212	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09537088678192973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	644	0	0	0	0	0	367676	0	0	0	0	0	0	0	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09436698271054099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	644	0	0	0	0	0	366596	0	0	0	0	0	0	0	4614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09392080312325711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	508	0	0	0	0	0	366188	0	0	0	0	0	0	0	4614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09302844394868935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	508	0	0	0	0	0	365092	0	0	0	0	0	0	0	4614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09258226436140547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6649	0	508	0	0	0	0	0	364678	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09202453987730061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6510	0	508	0	0	0	0	0	364122	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.0916899051868377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370	0	508	0	0	0	0	0	363842	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09135527049637479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370	0	508	0	0	0	0	0	363419	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6086	0	508	0	0	0	0	0	363135	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.09012827663134411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5943	0	508	0	0	0	0	0	362277	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08957055214723926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5799	0	508	0	0	0	0	0	361701	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08934746235359732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5799	0	508	0	0	0	0	0	361411	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08856664807585053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5799	0	508	0	0	0	0	0	360535	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08812046848856665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5799	0	508	0	0	0	0	0	360094	0	0	0	0	0	0	0	4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08778583379810374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5651	0	508	0	0	0	0	0	359946	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08711656441717791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5651	0	359	0	0	0	0	0	359201	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.086781929726715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5651	0	359	0	0	0	0	0	358751	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08667038482989403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5651	0	359	0	0	0	0	0	358600	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08577802565532627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5499	0	359	0	0	0	0	0	357536	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08544339096486336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5499	0	359	0	0	0	0	0	357077	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08499721137757947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	359	0	0	0	0	0	356769	0	0	0	0	0	0	0	4035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08421639709983268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	359	0	0	0	0	0	355839	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08410485220301171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	359	0	0	0	0	0	355683	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08365867261572783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	359	0	0	0	0	0	355055	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.0834355828220859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	359	0	0	0	0	0	354739	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08287785833798103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	354103	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08254322364751812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	353623	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08209704406023424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	352975	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.0815393195761294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	352160	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08098159509202454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	351340	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.08042387060791968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	0	359	0	0	0	0	0	350515	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.07975460122699386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4866	0	359	0	0	0	0	0	349851	0	0	0	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.07941996653653095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4866	0	359	0	0	0	0	0	349350	0	0	0	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.07919687674288901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4698	0	191	0	0	0	0	0	349350	0	0	0	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
0.07863915225878416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4698	0	191	0	0	0	0	0	348505	0	0	0	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
